ROUTE_NAME,ROUTE_NAME_VALUE_DATE,ROUTE_NAME_VALUE_TEXT,SHOULDER_TYPE,SHOULDER_TYPE_VALUE_DATE,SHOULDER_TYPE_VALUE_TEXT,PCT_GREEN_TIME,PCT_GREEN_TIME_VALUE_DATE,PCT_GREEN_TIME_VALUE_TEXT,F_SYSTEM,F_SYSTEM_VALUE_DATE,F_SYSTEM_VALUE_TEXT,ROUTE_NUMBER,ROUTE_NUMBER_VALUE_DATE,ROUTE_NUMBER_VALUE_TEXT,COUNTY_ID,COUNTY_ID_VALUE_DATE,COUNTY_ID_VALUE_TEXT,ROUTE_QUALIFIER,ROUTE_QUALIFIER_VALUE_DATE,ROUTE_QUALIFIER_VALUE_TEXT,ROUTE_SIGNING,ROUTE_SIGNING_VALUE_DATE,ROUTE_SIGNING_VALUE_TEXT,ACCESS_CONTROL,ACCESS_CONTROL_VALUE_DATE,ACCESS_CONTROL_VALUE_TEXT,GRADES_A,GRADES_B,GRADES_C,GRADES_D,GRADES_E,GRADES_F,CURVES_A,CURVES_B,CURVES_C,CURVES_D,CURVES_E,CURVES_F,PEAK_PARKING,PEAK_PARKING_VALUE_DATE,PEAK_PARKING_VALUE_TEXT,MEDIAN_WIDTH,MEDIAN_WIDTH_VALUE_DATE,MEDIAN_WIDTH_VALUE_TEXT,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R_VALUE_DATE,SHOULDER_WIDTH_R_VALUE_TEXT,MEDIAN_TYPE,MEDIAN_TYPE_VALUE_DATE,MEDIAN_TYPE_VALUE_TEXT,SHOULDER_WIDTH_L,SHOULDER_WIDTH_L_VALUE_DATE,SHOULDER_WIDTH_L_VALUE_TEXT,WIDENING_POTENTIAL,WIDENING_POTENTIAL_VALUE_DATE,WIDENING_POTENTIAL_VALUE_TEXT,PCT_PASS_SIGHT,PCT_PASS_SIGHT_VALUE_DATE,PCT_PASS_SIGHT_VALUE_TEXT,TERRAIN_TYPE,TERRAIN_TYPE_VALUE_DATE,TERRAIN_TYPE_VALUE_TEXT,NUMBER_SIGNALS,NUMBER_SIGNALS_VALUE_DATE,NUMBER_SIGNALS_VALUE_TEXT,STOP_SIGNS,STOP_SIGNS_VALUE_DATE,STOP_SIGNS_VALUE_TEXT,AT_GRADE_OTHER,AT_GRADE_OTHER_VALUE_DATE,AT_GRADE_OTHER_VALUE_TEXT,SIGNAL_TYPE,SIGNAL_TYPE_VALUE_DATE,SIGNAL_TYPE_VALUE_TEXT,TURN_LANES_L,TURN_LANES_L_VALUE_DATE,TURN_LANES_L_VALUE_TEXT,TURN_LANES_R,TURN_LANES_R_VALUE_DATE,TURN_LANES_R_VALUE_TEXT,PEAK_LANES,PEAK_LANES_VALUE_DATE,PEAK_LANES_VALUE_TEXT,COUNTER_PEAK_LANES,COUNTER_PEAK_LANES_VALUE_DATE,COUNTER_PEAK_LANES_VALUE_TEXT,DIR_THROUGH_LANES,DIR_THROUGH_LANES_VALUE_DATE,DIR_THROUGH_LANES_VALUE_TEXT,THROUGH_LANES,THROUGH_LANES_VALUE_DATE,THROUGH_LANES_VALUE_TEXT,FACILITY_TYPE,FACILITY_TYPE_VALUE_DATE,FACILITY_TYPE_VALUE_TEXT,MAINTENANCE_OPERATIONS,MAINTENANCE_OPERATIONS_VALUE_DATE,MAINTENANCE_OPERATIONS_VALUE_TEXT,OWNERSHIP,OWNERSHIP_VALUE_DATE,OWNERSHIP_VALUE_TEXT,TOLL_ID,TOLL_ID_VALUE_DATE,TOLL_ID_VALUE_TEXT,SPEED_LIMIT,SPEED_LIMIT_VALUE_DATE,SPEED_LIMIT_VALUE_TEXT,STRAHNET,STRAHNET_TYPE_VALUE_DATE,STRAHNET_TYPE_VALUE_TEXT,NN,TRUCK_VALUE_DATE,TRUCK_VALUE_TEXT,AADT_SINGLE_UNIT,AADT_SINGLE_UNIT_VALUE_DATE,AADT_SINGLE_UNIT_VALUE_TEXT,AADT,AADT_VALUE_DATE,AADT_VALUE_TEXT,PCT_DH_COMBINATION,PCT_DH_COMBINATION_VALUE_DATE,PCT_DH_COMBINATION_VALUE_TEXT,PCT_DH_SINGLE_UNIT,PCT_DH_SINGLE_UNIT_VALUE_DATE,PCT_DH_SINGLE_UNIT_VALUE_TEXT,DIR_FACTOR,DIR_FACTOR_VALUE_DATE,DIR_FACTOR_VALUE_TEXT,FUTURE_AADT,FUTURE_AADT_VALUE_DATE,FUTURE_AADT_VALUE_TEXT,AADT_COMBINATION,AADT_COMBINATION_VALUE_DATE,AADT_COMBINATION_VALUE_TEXT,K_FACTOR,K_FACTOR_VALUE_DATE,K_FACTOR_VALUE_TEXT,NHS,NHS_VALUE_DATE,NHS_VALUE_TEXT,URBAN_ID,URBAN_CODE_VALUE_DATE,URBAN_CODE_VALUE_TEXT,STRUCTURE_TYPE,STRUCTURE_TYPE_VALUE_DATE,STRUCTURE_TYPE_VALUE_TEXT,LANE_WIDTH,LANE_WIDTH_VALUE_DATE,LANE_WIDTH_VALUE_TEXT,SURFACE_TYPE,SURFACE_TYPE_VALUE_DATE,SURFACE_TYPE_VALUE_TEXT,IRI,IRI_VALUE_DATE,IRI_VALUE_TEXT,CRACKING_PERCENT,CRACKING_PERCENT_VALUE_DATE,CRACKING_PERCENT_VALUE_TEXT,FAULTING,FAULTING_VALUE_DATE,FAULTING_VALUE_TEXT,RUTTING,RUTTING_VALUE_DATE,RUTTING_VALUE_TEXT,BASE_THICKNESS,BASE_THICKNESS_VALUE_DATE,BASE_THICKNESS_VALUE_TEXT,YEAR_LAST_CONSTRUCTION,YEAR_LAST_CONSTRUCTION_VALUE_DATE,YEAR_LAST_CONSTRUCTION_VALUE_TEXT,THICKNESS_RIGID,THICKNESS_RIGID_VALUE_DATE,THICKNESS_RIGID_VALUE_TEXT,BASE_TYPE,BASE_TYPE_VALUE_DATE,BASE_TYPE_VALUE_TEXT,LAST_OVERLAY_THICKNESS,LAST_OVERLAY_THICKNESS_VALUE_DATE,LAST_OVERLAY_THICKNESS_VALUE_TEXT,YEAR_LAST_IMPROVEMENT,YEAR_LAST_IMPROVEMENT_VALUE_DATE,YEAR_LAST_IMPROVEMENT_VALUE_TEXT,THICKNESS_FLEXIBLE,THICKNESS_FLEXIBLE_VALUE_DATE,THICKNESS_FLEXIBLE_VALUE_TEXT,HPMS_SAMPLE_NO,RouteID,BMP,EMP,sji01,sji02,sji03,sji04,sji05,sji06,sji07,sji08,sji09,sji10,sji11,sji12,sji13
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,1.0,,50A183,12.0,06/03/2022,,6.0,06/03/2022,,88.7,06/03/2022,,0.0,06/03/2022,,,,,0.06,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,0.1,0.11,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,1.0,,50A183,12.0,06/03/2022,,6.0,06/03/2022,,88.7,06/03/2022,,0.0,06/03/2022,,,,,0.06,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,0.11,0.126,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,12.0,06/03/2022,,6.0,06/03/2022,,88.7,06/03/2022,,0.0,06/03/2022,,,,,0.06,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,0.126,0.2,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,11.0,06/03/2022,,6.0,06/03/2022,,30.7,06/03/2022,,0.0,06/03/2022,,,,,0.07,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,0.2,0.3,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,11.0,06/03/2022,,6.0,06/03/2022,,39.7,06/03/2022,,0.0,06/03/2022,,,,,0.06,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,0.3,0.4,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,11.0,06/03/2022,,6.0,06/03/2022,,41.8,06/03/2022,,0.0,06/03/2022,,,,,0.06,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,0.4,0.5,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,12.0,06/03/2022,,6.0,06/03/2022,,37.0,06/03/2022,,0.0,06/03/2022,,,,,0.08,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,0.5,0.6,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,12.0,06/03/2022,,6.0,06/03/2022,,36.9,06/03/2022,,0.0,06/03/2022,,,,,0.07,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,0.6,0.7,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,11.0,06/03/2022,,6.0,06/03/2022,,29.2,06/03/2022,,0.705,06/03/2022,,,,,0.07,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,0.7,0.8,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,11.0,06/03/2022,,6.0,06/03/2022,,34.2,06/03/2022,,1.414,06/03/2022,,,,,0.06,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,0.8,0.9,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,11.0,06/03/2022,,6.0,06/03/2022,,33.9,06/03/2022,,1.058,06/03/2022,,,,,0.06,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,0.9,1.0,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,11.0,06/03/2022,,6.0,06/03/2022,,39.9,06/03/2022,,1.42,06/03/2022,,,,,0.05,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,1.0,1.1,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,11.0,06/03/2022,,6.0,06/03/2022,,37.7,06/03/2022,,0.707,06/03/2022,,,,,0.06,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,1.1,1.2,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,11.0,06/03/2022,,6.0,06/03/2022,,92.0,06/03/2022,,1.071,06/03/2022,,,,,0.05,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,1.2,1.255,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,1.0,,50A156,11.0,06/03/2022,,6.0,06/03/2022,,92.0,06/03/2022,,1.071,06/03/2022,,,,,0.05,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,1.255,1.293,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,11.0,06/03/2022,,6.0,06/03/2022,,92.0,06/03/2022,,1.071,06/03/2022,,,,,0.05,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,1.293,1.3,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,,,,6.0,06/03/2022,,75.3,06/03/2022,,,,,,,,0.04,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,1.3,1.4,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,,,,6.0,06/03/2022,,59.3,06/03/2022,,,,,,,,0.05,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,1.4,1.5,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,11.0,06/03/2022,,6.0,06/03/2022,,41.1,06/03/2022,,1.84,06/03/2022,,,,,0.06,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,1.5,1.6,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,12.0,06/03/2022,,6.0,06/03/2022,,39.2,06/03/2022,,0.682,06/03/2022,,,,,0.06,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,1.6,1.7,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,12.0,06/03/2022,,6.0,06/03/2022,,175.9,06/03/2022,,0.346,06/03/2022,,,,,0.08,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,1.7,1.732,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,1.0,,50A247,12.0,06/03/2022,,6.0,06/03/2022,,175.9,06/03/2022,,0.346,06/03/2022,,,,,0.08,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,1.732,1.756,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,12.0,06/03/2022,,6.0,06/03/2022,,175.9,06/03/2022,,0.346,06/03/2022,,,,,0.08,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,1.756,1.8,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,12.0,06/03/2022,,6.0,06/03/2022,,33.2,06/03/2022,,1.03,06/03/2022,,,,,0.09,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,1.8,1.9,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,12.0,06/03/2022,,6.0,06/03/2022,,66.2,06/03/2022,,0.695,06/03/2022,,,,,0.1,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,1.9,1.963,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,1.0,,50A227,12.0,06/03/2022,,6.0,06/03/2022,,66.2,06/03/2022,,0.695,06/03/2022,,,,,0.1,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,1.963,2.0,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,1.0,,50A227,12.0,06/03/2022,,3.0,06/03/2022,,123.0,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,2.0,2.1,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,1.0,,50A227,12.0,06/03/2022,,3.0,06/03/2022,,120.5,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,2.1,2.193,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,12.0,06/03/2022,,3.0,06/03/2022,,120.5,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,2.193,2.2,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,11.0,06/03/2022,,6.0,06/03/2022,,89.7,06/03/2022,,1.066,06/03/2022,,,,,0.09,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,2.2,2.3,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,11.0,06/03/2022,,6.0,06/03/2022,,39.1,06/03/2022,,1.445,06/03/2022,,,,,0.09,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,2.3,2.4,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,11.0,06/03/2022,,6.0,06/03/2022,,35.3,06/03/2022,,1.093,06/03/2022,,,,,0.07,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,2.4,2.5,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,64.0,,64W,99.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,40753.0,,,,,,12.0,06/03/2022,,6.0,06/03/2022,,38.8,06/03/2022,,1.731,06/03/2022,,,,,0.1,06/03/2022,,,,,,,,,,,,,,,,,,,,,,,,50100640000WB,2.5,2.6,True,True,True,True,True,True,False,True,True,True,True,True,False
