ValidationResultId,SessionId,ValidationRule,ValidationDescription,RouteId,BeginPoint,EndPoint,DataItemsImpacted,LastModifiedBy,LastModifiedOn,SpatialJoinRecordId,geometry
601334971,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000EB,39.7,39.8,Road Events,MJORDAN13,2023-06-14T17:10:39,99609,POINT (-81.916635106 38.454218008)
601334972,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000WB,34.9,35.0,Road Events,MJORDAN13,2023-06-14T17:10:39,99632,POINT (-82.00190886899998 38.44788313999999)
601334973,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000WB,35.5,35.6,Road Events,MJORDAN13,2023-06-14T17:10:39,99637,POINT (-81.992582046 38.45253656900002)
601334974,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000WB,35.6,35.7,Road Events,MJORDAN13,2023-06-14T17:10:39,99638,POINT (-81.99092140800002 38.45316882100002)
601334975,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000WB,35.7,35.8,Road Events,MJORDAN13,2023-06-14T17:10:39,99639,POINT (-81.98920858399998 38.45370655599999)
601334976,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000WB,35.9,36.0,Road Events,MJORDAN13,2023-06-14T17:10:39,99640,POINT (-81.985676582 38.45453978299997)
601334977,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000WB,36.0,36.1,Road Events,MJORDAN13,2023-06-14T17:10:39,99641,POINT (-81.98389971400002 38.45493023300003)
601334978,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000WB,36.4,36.5,Road Events,MJORDAN13,2023-06-14T17:10:39,99643,POINT (-81.97678669499999 38.45648638500001)
601334979,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000WB,37.0,37.1,Road Events,MJORDAN13,2023-06-14T17:10:39,99647,POINT (-81.96604642199998 38.45855300099998)
601334980,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000WB,37.8,37.9,Road Events,MJORDAN13,2023-06-14T17:10:39,99651,POINT (-81.95132054300001 38.45753035500002)
601334981,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000WB,39.6,39.7,Road Events,MJORDAN13,2023-06-14T17:10:39,99656,POINT (-81.91848055299999 38.45454519899999)
601334982,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000WB,39.7,39.8,Road Events,MJORDAN13,2023-06-14T17:10:39,99657,POINT (-81.91667827700002 38.454378754)
601334983,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000EB,38.258,38.3,Road Events,MJORDAN13,2023-06-14T17:10:39,176745,POINT (-81.943503717 38.456639666)
601334984,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000WB,36.1694,36.2,Road Events,MJORDAN13,2023-06-14T17:10:39,176750,POINT (-81.98150492899998 38.45545817499999)
601334985,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000WB,39.8,39.8097,Road Events,MJORDAN13,2023-06-14T17:10:41,259733,POINT (-81.91569055500003 38.45428204400002)
601334986,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2030025000300,0.4083,0.43,Road Events,MJORDAN13,2023-06-14T17:10:41,231130,POINT (-81.83013010899998 38.394369837)
601334987,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2030025000300,0.43,0.442,Road Events,MJORDAN13,2023-06-14T17:10:41,231131,POINT (-81.82980105799999 38.39484524800002)
601334988,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2030025000300,0.442,0.45,Road Events,MJORDAN13,2023-06-14T17:10:41,259859,POINT (-81.82967463900002 38.39524027200002)
601334989,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2030025000300,0.4,0.4083,Road Events,MJORDAN13,2023-06-14T17:10:41,260130,POINT (-81.83031089899998 38.39410942299997)
601334990,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000WB,41.0,41.1,Road Events,MJORDAN13,2023-06-14T17:10:39,53534,POINT (-81.89282848599998 38.45525344399999)
601334991,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000EB,40.8,40.879,Road Events,MJORDAN13,2023-06-14T17:10:39,101780,POINT (-81.89663785400001 38.45461607700003)
601334992,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000EB,39.9,40.0,Road Events,MJORDAN13,2023-06-14T17:10:39,101916,POINT (-81.91300090599998 38.45388515000002)
601334993,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000EB,40.6,40.658,Road Events,MJORDAN13,2023-06-14T17:10:39,101920,POINT (-81.90051050400001 38.45411696999997)
601334994,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000WB,39.9,40.0,Road Events,MJORDAN13,2023-06-14T17:10:39,101950,POINT (-81.91302628199998 38.45403628000003)
601334995,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000WB,40.0,40.1,Road Events,MJORDAN13,2023-06-14T17:10:39,101951,POINT (-81.91118382799999 38.453869978)
601334996,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000WB,40.2,40.3,Road Events,MJORDAN13,2023-06-14T17:10:39,101952,POINT (-81.90749126600002 38.45361071000002)
601334997,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000WB,40.3,40.4,Road Events,MJORDAN13,2023-06-14T17:10:39,101953,POINT (-81.90563840900001 38.453661334)
601334998,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000WB,40.6,40.658,Road Events,MJORDAN13,2023-06-14T17:10:39,101954,POINT (-81.90052306699999 38.45426869699997)
601334999,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000WB,40.8,40.9,Road Events,MJORDAN13,2023-06-14T17:10:39,101955,POINT (-81.89647660100002 38.45478659100002)
601335000,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000WB,41.1,41.2,Road Events,MJORDAN13,2023-06-14T17:10:39,101957,POINT (-81.89101032399998 38.45548996000002)
601335001,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000EB,40.658,40.7,Road Events,MJORDAN13,2023-06-14T17:10:39,178646,POINT (-81.89959217500001 38.45423363600003)
601335002,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000WB,40.658,40.7,Road Events,MJORDAN13,2023-06-14T17:10:39,178650,POINT (-81.89960876100002 38.45439062499997)
601335003,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,40100640000EB,40.879,40.9,Road Events,MJORDAN13,2023-06-14T17:10:39,178698,POINT (-81.89569689699999 38.45473391199999)
601335004,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-06,Surface Type should exist where NHS in (1;2;3;4;5;6;7;8;9) and Facility_Type in (1;2),20710540019WB,0.0,0.0314,Road Events,MJORDAN13,2023-06-14T17:08:59,232882,POINT (-81.66687468499998 38.368541897)
601335005,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-06,Surface Type should exist where NHS in (1;2;3;4;5;6;7;8;9) and Facility_Type in (1;2),20710540019WB,0.0314,0.0563,Road Events,MJORDAN13,2023-06-14T17:08:59,232883,POINT (-81.66671572500002 38.36816027899999)
601335006,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-06,Surface Type should exist where NHS in (1;2;3;4;5;6;7;8;9) and Facility_Type in (1;2),20710540019WB,0.0563,0.06,Road Events,MJORDAN13,2023-06-14T17:09:00,282256,POINT (-81.66669350299998 38.36795843499999)
601335007,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-06,Surface Type should exist where NHS in (1;2;3;4;5;6;7;8;9) and Facility_Type in (1;2),2071054001900,3.0861,3.5433,Road Events,MJORDAN13,2023-06-14T17:08:56,24717,POINT (-81.62279558 38.33899599799997)
601335008,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-06,Surface Type should exist where NHS in (1;2;3;4;5;6;7;8;9) and Facility_Type in (1;2),2071054001900,2.9345,3.0861,Road Events,MJORDAN13,2023-06-14T17:08:57,54158,POINT (-81.62755827699999 38.341076456)
601335009,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-06,Surface Type should exist where NHS in (1;2;3;4;5;6;7;8;9) and Facility_Type in (1;2),2071054001900,3.5433,3.71,Road Events,MJORDAN13,2023-06-14T17:08:57,54400,POINT (-81.61786468600002 38.33689680600003)
601335010,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-06,Surface Type should exist where NHS in (1;2;3;4;5;6;7;8;9) and Facility_Type in (1;2),2071054001900,2.6257,2.7612,Road Events,MJORDAN13,2023-06-14T17:08:57,54556,POINT (-81.63203145699998 38.34383042799999)
601335011,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-06,Surface Type should exist where NHS in (1;2;3;4;5;6;7;8;9) and Facility_Type in (1;2),2071054001900,2.2582,2.3488,Road Events,MJORDAN13,2023-06-14T17:08:57,102423,POINT (-81.63652847100002 38.34805766900001)
601335012,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-06,Surface Type should exist where NHS in (1;2;3;4;5;6;7;8;9) and Facility_Type in (1;2),2071054001900,2.3877,2.4582,Road Events,MJORDAN13,2023-06-14T17:08:57,102905,POINT (-81.63520589900003 38.34672738699999)
601335013,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-06,Surface Type should exist where NHS in (1;2;3;4;5;6;7;8;9) and Facility_Type in (1;2),2071054001900,2.1324,2.2031,Road Events,MJORDAN13,2023-06-14T17:08:57,103244,POINT (-81.63814054699998 38.34949114199998)
601335014,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-06,Surface Type should exist where NHS in (1;2;3;4;5;6;7;8;9) and Facility_Type in (1;2),2071054001900,2.502,2.6257,Road Events,MJORDAN13,2023-06-14T17:08:57,104047,POINT (-81.633599167 38.34519049400001)
601335015,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-06,Surface Type should exist where NHS in (1;2;3;4;5;6;7;8;9) and Facility_Type in (1;2),2071054001900,2.7612,2.9345,Road Events,MJORDAN13,2023-06-14T17:08:57,104049,POINT (-81.62992265700001 38.342424429)
601335016,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-06,Surface Type should exist where NHS in (1;2;3;4;5;6;7;8;9) and Facility_Type in (1;2),2071054001900,2.3488,2.3877,Road Events,MJORDAN13,2023-06-14T17:08:57,179596,POINT (-81.63581494900001 38.34733292300001)
601335017,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-06,Surface Type should exist where NHS in (1;2;3;4;5;6;7;8;9) and Facility_Type in (1;2),2071054001900,2.2031,2.2582,Road Events,MJORDAN13,2023-06-14T17:08:57,179897,POINT (-81.637361967 38.34885065499998)
601335018,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-06,Surface Type should exist where NHS in (1;2;3;4;5;6;7;8;9) and Facility_Type in (1;2),2071054001900,2.4582,2.502,Road Events,MJORDAN13,2023-06-14T17:08:59,231772,POINT (-81.63457480699998 38.34608874200001)
601335019,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-06,Surface Type should exist where NHS in (1;2;3;4;5;6;7;8;9) and Facility_Type in (1;2),2071054001900,2.1,2.1324,Road Events,MJORDAN13,2023-06-14T17:08:59,233144,POINT (-81.63877686299998 38.350020632)
601335020,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,20201190000NB,18.8353,18.88,Road Events,MJORDAN13,2023-06-14T17:10:39,103019,POINT (-81.63014732300002 38.35976553699999)
601335021,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,20201190000NB,19.3,19.3603,Road Events,MJORDAN13,2023-06-14T17:10:39,104621,POINT (-81.62170653499999 38.36149295799999)
601335022,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,20201190000NB,19.4487,19.4752,Road Events,MJORDAN13,2023-06-14T17:10:39,180040,POINT (-81.61937550900001 38.36218247800002)
601335023,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,20201190000NB,19.2,19.259,Road Events,MJORDAN13,2023-06-14T17:10:39,180654,POINT (-81.62350462699999 38.36105071399999)
601335024,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,20201190000NB,18.8,18.8281,Road Events,MJORDAN13,2023-06-14T17:10:39,180799,POINT (-81.63093238499999 38.359807219)
601335025,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,20201190000NB,19.3603,19.4,Road Events,MJORDAN13,2023-06-14T17:10:39,180801,POINT (-81.62079321099998 38.36167877299999)
601335026,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,20201190000NB,19.4,19.4487,Road Events,MJORDAN13,2023-06-14T17:10:39,180802,POINT (-81.62002633899999 38.36194960199998)
601335027,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,20200600000EB,18.0,18.0592,Road Events,MJORDAN13,2023-06-14T17:10:39,180931,POINT (-81.62339094499998 38.34400425799998)
601335028,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,20200600000EB,18.0592,18.1,Road Events,MJORDAN13,2023-06-14T17:10:39,180932,POINT (-81.62269159499999 38.34353868599999)
601335029,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,20201190000NB,19.259,19.3,Road Events,MJORDAN13,2023-06-14T17:10:39,180959,POINT (-81.62265291199998 38.36136573099998)
601335030,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,20201190000NB,18.88,18.9,Road Events,MJORDAN13,2023-06-14T17:10:41,232982,POINT (-81.62959606099997 38.35993865400002)
601335031,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,20201190000NB,18.8281,18.8353,Road Events,MJORDAN13,2023-06-14T17:10:41,260204,POINT (-81.630613595 38.359773679)
601335032,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,20201190000NB,19.4752,19.4895,Road Events,MJORDAN13,2023-06-14T17:10:41,260411,POINT (-81.61902148299998 38.36230705600002)
601335033,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,20201190000NB,19.4895,19.5,Road Events,MJORDAN13,2023-06-14T17:10:41,260621,POINT (-81.61880598499999 38.36238157999998)
601335034,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2030114000000,0.39,0.4,Road Events,MJORDAN13,2023-06-14T17:10:41,274480,POINT (-81.61245975700001 38.34142474800001)
601335035,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,20100770000SB,107.8,107.9,Road Events,MJORDAN13,2023-06-14T17:10:39,104429,POINT (-81.62597128300001 38.43475998000002)
601335036,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,20100770000SB,108.9,109.0,Road Events,MJORDAN13,2023-06-14T17:10:39,180879,POINT (-81.63332679899997 38.44943647000002)
601335037,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-06,Surface Type should exist where NHS in (1;2;3;4;5;6;7;8;9) and Facility_Type in (1;2),2730002000000,20.442,20.54,Road Events,MJORDAN13,2023-06-14T17:08:57,105453,POINT (-82.14120951500001 38.83375156300002)
601335038,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-06,Surface Type should exist where NHS in (1;2;3;4;5;6;7;8;9) and Facility_Type in (1;2),2730002000000,20.42,20.442,Road Events,MJORDAN13,2023-06-14T17:08:59,233508,POINT (-82.14187448199999 38.832682186)
601335039,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,18100770000NB,130.0,130.1,Road Events,MJORDAN13,2023-06-14T17:10:39,106536,POINT (-81.664997202 38.73524533900002)
601335040,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,18100770000NB,131.0,131.1,Road Events,MJORDAN13,2023-06-14T17:10:39,106545,POINT (-81.67843340500002 38.745103266)
601335041,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,18100770000NB,131.5,131.6,Road Events,MJORDAN13,2023-06-14T17:10:39,106550,POINT (-81.68326275800001 38.75123227199998)
601335042,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,18100770000NB,148.7,148.8,Road Events,MJORDAN13,2023-06-14T17:10:39,107262,POINT (-81.69995201 38.959355733)
601335043,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,18100770000NB,148.9,149.0,Road Events,MJORDAN13,2023-06-14T17:10:39,107264,POINT (-81.69806700300001 38.961839811)
601335044,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,18100770000NB,149.3,149.4,Road Events,MJORDAN13,2023-06-14T17:10:39,107267,POINT (-81.69478454799997 38.96699797700001)
601335045,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,18100770000SB,150.5,150.6,Road Events,MJORDAN13,2023-06-14T17:10:39,107394,POINT (-81.68940070500003 38.983093145)
601335046,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,28200520000EB,11.0,11.03,Road Events,MJORDAN13,2023-06-14T17:10:41,234306,POINT (-81.23577287900002 37.26454299099998)
601335047,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,5530016000000,10.9,11.0,Road Events,MJORDAN13,2023-06-14T17:10:39,109437,POINT (-81.53104828300002 37.56808971200002)
601335048,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,5530097000000,22.76,22.787,Road Events,MJORDAN13,2023-06-14T17:10:39,184185,POINT (-81.53239350000001 37.58573221900002)
601335049,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,5530016000000,11.4,11.481,Road Events,MJORDAN13,2023-06-14T17:10:39,184187,POINT (-81.53489987699999 37.57373617500002)
601335050,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,5530097000000,22.787,22.8,Road Events,MJORDAN13,2023-06-14T17:10:41,234902,POINT (-81.532026293 37.58580228599999)
601335051,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,5530016000000,11.481,11.5,Road Events,MJORDAN13,2023-06-14T17:10:41,261726,POINT (-81.53533690699999 37.57445290300001)
601335052,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-30,Cracking_Percent event segments must align with with the Begin and End points for IRI segments.,28100770000NB,0.1,0.2,Road Events,MJORDAN13,2023-06-14T17:10:44,110713,POINT (-81.12392156200002 37.27751538299998)
601335053,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-30,Cracking_Percent event segments must align with with the Begin and End points for IRI segments.,28100770000NB,0.2,0.3,Road Events,MJORDAN13,2023-06-14T17:10:44,110714,POINT (-81.124213892 37.27895970999998)
601335054,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-30,Cracking_Percent event segments must align with with the Begin and End points for IRI segments.,28100770000NB,0.4,0.5,Road Events,MJORDAN13,2023-06-14T17:10:44,110716,POINT (-81.12479855200002 37.28184836299999)
601335055,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-30,Cracking_Percent event segments must align with with the Begin and End points for IRI segments.,28100770000SB,0.0,0.1,Road Events,MJORDAN13,2023-06-14T17:10:44,110781,POINT (-81.123868077 37.27604330200001)
601335056,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-30,Cracking_Percent event segments must align with with the Begin and End points for IRI segments.,28100770000SB,0.1,0.2,Road Events,MJORDAN13,2023-06-14T17:10:44,110782,POINT (-81.12416013199999 37.27748274599998)
601335057,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-30,Cracking_Percent event segments must align with with the Begin and End points for IRI segments.,28204600000EB,4.29,4.3,Road Events,MJORDAN13,2023-06-14T17:10:48,262014,POINT (-81.16770539800001 37.27114609300003)
601335058,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-31,Rutting event segments must align with with the Begin and End points for IRI segments.,28100770000NB,0.1,0.2,Road Events,MJORDAN13,2023-06-14T17:10:51,110713,POINT (-81.12392156200002 37.27751538299998)
601335059,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-31,Rutting event segments must align with with the Begin and End points for IRI segments.,28100770000NB,0.2,0.3,Road Events,MJORDAN13,2023-06-14T17:10:51,110714,POINT (-81.124213892 37.27895970999998)
601335060,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-31,Rutting event segments must align with with the Begin and End points for IRI segments.,28100770000NB,0.4,0.5,Road Events,MJORDAN13,2023-06-14T17:10:51,110716,POINT (-81.12479855200002 37.28184836299999)
601335061,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-31,Rutting event segments must align with with the Begin and End points for IRI segments.,28100770000SB,0.0,0.1,Road Events,MJORDAN13,2023-06-14T17:10:51,110781,POINT (-81.123868077 37.27604330200001)
601335062,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-31,Rutting event segments must align with with the Begin and End points for IRI segments.,28100770000SB,0.1,0.2,Road Events,MJORDAN13,2023-06-14T17:10:51,110782,POINT (-81.12416013199999 37.27748274599998)
601335063,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-31,Rutting event segments must align with with the Begin and End points for IRI segments.,28204600000EB,4.29,4.3,Road Events,MJORDAN13,2023-06-14T17:10:55,262014,POINT (-81.16770539800001 37.27114609300003)
601335064,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,28100770016SB,10.7,10.8,Road Events,MJORDAN13,2023-06-14T17:10:39,110901,POINT (-81.05242681099998 37.38537547200002)
601335065,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,28100770016SB,11.1,11.2,Road Events,MJORDAN13,2023-06-14T17:10:39,110903,POINT (-81.05754776200001 37.38938310999998)
