BeginDate|StateID|RouteID|BMP|EMP|DataItem|ValueNumeric|ValueText|ValueDate|Comments
01/01/2024|54|38202190000NB|28.5|28.6|base_thickness|5.0|||
01/01/2024|54|38202190000NB|28.6|28.7|base_thickness|5.0|||
01/01/2024|54|38202190000NB|28.7|28.8|base_thickness|5.0|||
01/01/2024|54|38202190000NB|28.8|28.9|base_thickness|5.0|||
01/01/2024|54|38202190000NB|28.9|29.0|base_thickness|5.0|||
01/01/2024|54|38202190000NB|29.0|29.1|base_thickness|5.0|||
01/01/2024|54|38202190000NB|29.1|29.12|base_thickness|5.0|||
01/01/2024|54|38202190000NB|34.47|34.5|base_thickness|5.0|||
01/01/2024|54|38202190000NB|34.5|34.57|base_thickness|5.0|||
01/01/2024|54|38202190000NB|34.57|34.6|base_thickness|5.0|||
01/01/2024|54|38202190000NB|34.6|34.7|base_thickness|5.0|||
01/01/2024|54|38202190000NB|34.7|34.78|base_thickness|5.0|||
01/01/2024|54|38202190000NB|34.79|34.8|base_thickness|5.0|||
01/01/2024|54|38202190000NB|34.8|34.9|base_thickness|5.0|||
01/01/2024|54|38202190000NB|34.9|35.0|base_thickness|5.0|||
01/01/2024|54|38202190000NB|35.0|35.1|base_thickness|5.0|||
01/01/2024|54|38202190000NB|35.1|35.2|base_thickness|5.0|||
01/01/2024|54|38202190000NB|35.2|35.3|base_thickness|5.0|||
01/01/2024|54|38202190000NB|35.3|35.4|base_thickness|5.0|||
01/01/2024|54|38202190000NB|35.4|35.5|base_thickness|5.0|||
01/01/2024|54|38202190000NB|35.5|35.6|base_thickness|5.0|||
01/01/2024|54|38202190000NB|35.6|35.7|base_thickness|5.0|||
01/01/2024|54|38202190000NB|35.7|35.8|base_thickness|5.0|||
01/01/2024|54|38202190000NB|35.8|35.9|base_thickness|5.0|||
01/01/2024|54|38202190000NB|35.9|36.0|base_thickness|5.0|||
01/01/2024|54|38202190000NB|36.0|36.1|base_thickness|5.0|||
01/01/2024|54|38202190000NB|36.1|36.2|base_thickness|5.0|||
01/01/2024|54|38202190000NB|36.2|36.3|base_thickness|5.0|||
01/01/2024|54|38202190000NB|36.3|36.4|base_thickness|5.0|||
01/01/2024|54|38202190000NB|36.4|36.5|base_thickness|5.0|||
01/01/2024|54|38202190000NB|36.5|36.6|base_thickness|5.0|||
01/01/2024|54|38202190000NB|36.6|36.7|base_thickness|5.0|||
01/01/2024|54|38202190000NB|36.7|36.8|base_thickness|5.0|||
01/01/2024|54|38202190000NB|36.8|36.9|base_thickness|5.0|||
01/01/2024|54|38202190000NB|36.9|37.0|base_thickness|5.0|||
01/01/2024|54|38202190000NB|37.0|37.1|base_thickness|5.0|||
01/01/2024|54|38202190000NB|37.1|37.2|base_thickness|5.0|||
01/01/2024|54|38202190000NB|37.2|37.3|base_thickness|5.0|||
01/01/2024|54|38202190000NB|37.3|37.4|base_thickness|5.0|||
01/01/2024|54|38202190000NB|37.4|37.5|base_thickness|5.0|||
01/01/2024|54|38202190000NB|37.5|37.6|base_thickness|5.0|||
01/01/2024|54|38202190000NB|37.6|37.7|base_thickness|5.0|||
01/01/2024|54|38202190000NB|37.7|37.8|base_thickness|5.0|||
01/01/2024|54|38202190000NB|37.8|37.89|base_thickness|5.0|||
01/01/2024|54|19203400005SB|0.0|0.1|base_thickness|8.0|||
01/01/2024|54|19203400005SB|0.1|0.17|base_thickness|8.0|||
01/01/2024|54|19203400005SB|0.17|0.2|base_thickness|8.0|||
01/01/2024|54|19203400005SB|0.2|0.23|base_thickness|8.0|||
01/01/2024|54|19203400005SB|0.23|0.3|base_thickness|8.0|||
01/01/2024|54|19203400005SB|0.3|0.37|base_thickness|8.0|||
01/01/2024|54|19203400005SB|0.371|0.4|base_thickness|8.0|||
01/01/2024|54|19203400005SB|0.4|0.5|base_thickness|8.0|||
01/01/2024|54|19203400005SB|0.5|0.6|base_thickness|8.0|||
01/01/2024|54|28200520000EB|0.0|0.1|base_thickness|9.0|||
01/01/2024|54|28200520000EB|0.1|0.2|base_thickness|9.0|||
