RouteID|BMP|EMP|ValueDate|Comments|ValueNumeric|StateID|BeginDate|ValueText|DataItem
19203400000NB|11.2|11.3|1998|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
19203400000NB|11.3|11.4|1998|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
19203400000NB|11.4|11.5|1998|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
19203400000NB|11.5|11.6|1998|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
19203400000NB|11.6|11.7|1998|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
19203400000NB|11.7|11.8|1998|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
19203400000NB|11.8|11.86|1998|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
19203400000NB|11.9|12.0|1998|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
19203400000NB|12.0|12.047|1998|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
19203400000NB|12.047|12.1|1998|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
19203400000NB|12.1|12.2|1998|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
19203400000NB|12.2|12.3|1998|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
19203400000NB|12.3|12.4|1998|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
19203400000NB|12.4|12.5|1998|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
19203400000NB|12.5|12.6|1998|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
19203400000NB|12.6|12.7|1998|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
19203400000NB|12.7|12.8|1998|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
19203400000NB|12.8|12.88|1998|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
19203400000NB|12.88|12.9|1998|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
