County_Code,County,SignSys_Code,SignSysDescript,Miles,Miles_Percentage,Lane_Miles,Lanes_Percentage,Annual_Vehicle_Miles_Millions,Daily_Vehicle_Miles_Travel_Thousands,VMT_Percentage,RowOrder
50,Wayne,99,Total County,864.08,100,1752.65,100,280.84,769.43,100,2
51,Webster,1,"Interstates                                       ",0,0,0,0,0,0,0,1
51,Webster,2,"US Routes                                         ",0,0,0,0,0,0,0,1
51,Webster,3,"WV Routes                                         ",88.02,18.43,176.04,18.43,34.49,94.48,71.88,1
51,Webster,4,"County Routes                                     ",369.08,77.26,738.17,77.26,13.36,36.59,27.84,1
51,Webster,6,"State Park and Forest Roads                       ",15.45,3.23,30.9,3.23,0.09,0.26,0.2,1
51,Webster,7,"Federal Aid Non-State (FANS)                      ",0,0,0,0,0,0,0,1
51,Webster,8,"Harp Routes                                       ",5.14,1.08,10.28,1.08,0.04,0.11,0.08,1
51,Webster,99,Total County,477.69,100,955.39,100,47.98,131.44,100,2
52,Wetzel,1,"Interstates                                       ",0,0,0,0,0,0,0,1
52,Wetzel,2,"US Routes                                         ",11.07,1.97,22.14,1.97,4.86,13.32,4.22,1
52,Wetzel,3,"WV Routes                                         ",83.35,14.87,168.7,15.02,86.12,235.94,74.81,1
52,Wetzel,4,"County Routes                                     ",457.99,81.7,915.99,81.58,21.72,59.5,18.87,1
52,Wetzel,6,"State Park and Forest Roads                       ",0,0,0,0,0,0,0,1
52,Wetzel,7,"Federal Aid Non-State (FANS)                      ",7.47,1.33,14.54,1.29,2.4,6.57,2.08,1
52,Wetzel,8,"Harp Routes                                       ",0.72,0.13,1.44,0.13,0.01,0.04,0.01,1
52,Wetzel,99,Total County,560.6,100,1122.81,100,115.11,315.37,100,2
53,Wirt,1,"Interstates                                       ",0,0,0,0,0,0,0,1
53,Wirt,2,"US Routes                                         ",0,0,0,0,0,0,0,1
53,Wirt,3,"WV Routes                                         ",49.15,12.26,98.3,12.26,24.8,67.96,69.26,1
53,Wirt,4,"County Routes                                     ",342.26,85.4,684.51,85.4,10.75,29.46,30.02,1
53,Wirt,6,"State Park and Forest Roads                       ",0,0,0,0,0,0,0,1
53,Wirt,7,"Federal Aid Non-State (FANS)                      ",0,0,0,0,0,0,0,1
53,Wirt,8,"Harp Routes                                       ",9.38,2.34,18.76,2.34,0.26,0.71,0.72,1
53,Wirt,99,Total County,400.79,100,801.57,100,35.81,98.13,100,2
54,Wood,1,"Interstates                                       ",37.53,4.22,135.09,7.05,202.78,555.55,30.12,1
54,Wood,2,"US Routes                                         ",32.25,3.62,112.34,5.87,102.19,279.97,15.18,1
54,Wood,3,"WV Routes                                         ",108.47,12.19,243.56,12.72,260.8,714.52,38.74,1
54,Wood,4,"County Routes                                     ",662.59,74.47,1326.78,69.28,79.11,216.75,11.75,1
54,Wood,6,"State Park and Forest Roads                       ",0,0,0,0,0,0,0,1
54,Wood,7,"Federal Aid Non-State (FANS)                      ",21.73,2.44,42.78,2.23,27.62,75.67,4.1,1
54,Wood,8,"Harp Routes                                       ",27.23,3.06,54.46,2.84,0.65,1.79,0.1,1
54,Wood,99,Total County,889.8,100,1915.01,100,673.15,1844.25,100,2
55,Wyoming,1,"Interstates                                       ",0,0,0,0,0,0,0,1
55,Wyoming,2,"US Routes                                         ",8.61,1.63,17.28,1.63,8.82,24.17,5.94,1
55,Wyoming,3,"WV Routes                                         ",136.65,25.85,278.64,26.22,113.63,311.32,76.47,1
55,Wyoming,4,"County Routes                                     ",352.83,66.73,705.67,66.39,25.4,69.6,17.1,1
55,Wyoming,6,"State Park and Forest Roads                       ",8.71,1.65,17.42,1.64,0.49,1.36,0.33,1
55,Wyoming,7,"Federal Aid Non-State (FANS)                      ",0,0,0,0,0,0,0,1
55,Wyoming,8,"Harp Routes                                       ",21.91,4.14,43.83,4.12,0.24,0.64,0.16,1
55,Wyoming,99,Total County,528.71,100,1062.84,100,148.58,407.09,100,2
99,Total State,1,Interstates,741.86,2.11,2586.81,3.56,5531.3,15154.24,32.61,1
99,Total State,2,US Routes,1912.83,5.43,4799.04,6.6,4048.57,11091.98,23.87,1
99,Total State,3,WV Routes,3697.88,10.51,7653.42,10.52,4145.21,11356.75,24.44,1
99,Total State,4,County Routes,27509.98,78.16,55039.4,75.65,2977.63,8157.89,17.56,1
99,Total State,6,State Park and Forest Roads,196.23,0.56,392.46,0.54,4.75,13,0.03,1
99,Total State,7,Federal Aid Non-State (FANS),276.05,0.78,554.02,0.76,237.97,651.97,1.4,1
99,Total State,8,Harp Routes,863.48,2.45,1726.96,2.37,14.61,40.02,0.09,1
99,Total State,99,Total State,35198.31,100,72752.1,100,16960.04,46465.86,100,2
