RouteID,BMP,EMP,base_type_4_ValueNumeric,base_type_5_ValueNumeric,base_type_6_ValueNumeric
21200330000EB,22.5,22.6,3,3.000,3.0
21200330000EB,22.6,22.7,3,3.000,3.0
21200330000EB,22.7,22.8,3,3.000,3.0
21200330000EB,22.8,22.84,3,3.000,3.0
4140003180000,2.77,3.51,3,3.000,3.0
28200520000EB,0,0.1,3,3.000,3.0
28200520000EB,0.1,0.2,3,3.000,3.0
28200520000EB,0.2,0.3,3,3.000,3.0
28200520000EB,0.3,0.4,3,3.000,3.0
28200520000EB,0.4,0.5,3,3.000,3.0
28200520000EB,0.5,0.58,3,3.000,3.0
28200520000EB,4.12,4.2,3,3.000,3.0
28200520000EB,4.2,4.3,3,3.000,3.0
28200520000EB,4.3,4.4,3,3.000,3.0
28200520000EB,4.4,4.5,3,3.000,3.0
28200520000EB,4.5,4.6,3,3.000,3.0
28200520000EB,4.6,4.7,3,3.000,3.0
28200520000EB,4.7,4.8,3,3.000,3.0
28200520000EB,4.8,4.9,3,3.000,3.0
28200520000EB,4.9,5,3,3.000,3.0
28200520000EB,5,5.1,3,3.000,3.0
28200520000EB,5.1,5.2,3,3.000,3.0
28200520000EB,6.96,7,3,3.000,3.0
28200520000EB,7,7.1,3,3.000,3.0
28200520000EB,7.1,7.2,3,3.000,3.0
28200520000EB,7.2,7.3,3,3.000,3.0
28200520000EB,7.3,7.4,3,3.000,3.0
28200520000EB,7.4,7.5,3,3.000,3.0
28200520000EB,7.5,7.6,3,3.000,3.0
28200520000EB,7.6,7.7,3,3.000,3.0
28200520000EB,7.7,7.76,3,3.000,3.0
28200520000EB,12.97,13,3,3.000,3.0
28200520000EB,13,13.1,3,3.000,3.0
28200520000EB,13.1,13.2,3,3.000,3.0
28200520000EB,13.2,13.3,3,3.000,3.0
28200520000EB,13.3,13.39,3,3.000,3.0
28200520000EB,13.44,13.5,3,3.000,3.0
28200520000EB,13.5,13.6,3,3.000,3.0
28200520000EB,13.6,13.67,3,3.000,3.0
28200520000EB,14.91,15,3,3.000,3.0
28200520000EB,15,15.1,3,3.000,3.0
28200520000EB,15.1,15.2,3,3.000,3.0
28200520000EB,15.2,15.3,3,3.000,3.0
28200520000EB,15.3,15.37,3,3.000,3.0
10200190000NB,0,0.1,2,6.000,5.0
10200190000NB,0.1,0.2,2,6.000,5.0
10200190000NB,0.2,0.3,2,6.000,5.0
10200190000NB,0.3,0.4,2,6.000,5.0
10200190000NB,0.4,0.5,2,6.000,5.0
10200190000NB,0.5,0.6,2,6.000,5.0
10200190000NB,0.6,0.7,2,6.000,5.0
10200190000NB,0.7,0.8,2,6.000,5.0
10200190000NB,0.8,0.9,2,6.000,5.0
10200190000NB,0.9,1,2,6.000,5.0
10200190000NB,1,1.02,2,6.000,5.0
10200190000NB,2.85,2.9,2,6.000,6.0
10200190000NB,2.9,3,2,6.000,6.0
10200190000NB,3,3.1,2,6.000,6.0
10200190000NB,3.1,3.2,2,6.000,6.0
10200190000NB,3.2,3.3,2,6.000,6.0
10200190000NB,3.3,3.4,2,6.000,6.0
10200190000NB,3.4,3.5,2,6.000,6.0
10200190000NB,3.5,3.6,2,6.000,6.0
10200190000NB,3.6,3.7,2,6.000,6.0
10200190000NB,3.7,3.8,2,6.000,6.0
10200190000NB,3.8,3.82,2,6.000,6.0
10200190000NB,3.89,3.9,2,6.000,5.0
10200190000NB,3.9,4,2,6.000,5.0
10200190000NB,4,4.1,2,6.000,5.0
10200190000NB,4.1,4.2,2,6.000,5.0
10200190000NB,4.2,4.3,2,6.000,5.0
10200190000NB,4.3,4.4,2,6.000,5.0
10200190000NB,4.4,4.5,2,6.000,5.0
10200190000NB,4.5,4.6,2,6.000,5.0
