DataYear|RouteID|BMP|EMP|Section_Length|SampleId|StateID
2025|42200330000EB|10.26|10.99|0.7300000000000004|420330001026|54
2025|2540019310000|0.4|0.89|0.49|250193100040|54
2025|2730062000000|19.72|20.33|0.6099999999999994|270620001972|54
2025|2730062000000|20.33|20.53|0.20000000000000284|270620002033|54
2025|2730062000000|20.55|21.94|1.3900000000000006|270620002055|54
2025|2030214000000|8.0|8.12|0.11999999999999922|202140000800|54
2025|4830002000000|0.0|2.27|2.27|480020000000|54
2025|4830002000000|2.27|2.84|0.5699999999999998|480020000227|54
2025|4830002000000|2.84|4.64|1.7999999999999998|480020000284|54
2025|4830002000000|4.9|6.65|1.75|480020000490|54
2025|4830002000000|9.93|10.25|0.3200000000000003|480020000993|54
2025|4830002000000|10.25|12.02|1.7699999999999996|480020001025|54
2025|4830002000000|12.02|13.02|1.0|480020001202|54
2025|2040012010000|0.0|0.6|0.6|200120100000|54
2025|1740012000000|0.14|0.9|0.76|170120000015|54
2025|5440001000000|6.32|6.67|0.34999999999999964|54400010000|54
2025|5440001000000|6.67|7.17|0.5|540010000667|54
2025|5475772001900|0.44|1.25|0.81|540577200044|54
2025|20200600000EB|2.44|2.86|0.41999999999999993|200600000244|54
2025|20200600000EB|6.2|6.92|0.7199999999999998|200600000620|54
2025|20200600000EB|6.92|7.07|0.15000000000000036|200600006920|54
2025|20200600000EB|9.19|10.9|1.7100000000000009|200600000919|54
2025|20200600000EB|14.84|16.0|1.1600000000000001|200600001484|54
2025|20200600000EB|16.07|16.48|0.41000000000000014|200600001607|54
2025|20200600000EB|18.64|20.08|1.4399999999999977|200600001864|54
2025|20200600000EB|20.62|20.826|0.20599999999999952|200600020620|54
2025|20200600000EB|23.08|23.52|0.4400000000000013|200600002308|54
2025|20200600000EB|28.43|29.18|0.75|200600002843|54
2025|4674200001900|0.0|1.05|1.05|460420000000|54
2025|1740019290000|0.0|0.57|0.57|170192900000|54
2025|4170054001900|0.0|0.44|0.44|410005400009|54
2025|13202190000NB|2.57|4.79|2.22|132190000257|54
2025|13202190000NB|5.364|5.37|0.006000000000000227|132190005364|54
2025|13202190000NB|5.37|5.69|0.3200000000000003|132190000537|54
2025|13202190000NB|5.69|6.03|0.33999999999999986|132190000569|54
2025|13202190000NB|6.03|6.04|0.009999999999999787|132190000603|54
2025|13202190000NB|6.04|6.08|0.040000000000000036|132190006040|54
2025|13202190000NB|6.39|6.69|0.3000000000000007|132190000639|54
2025|13202190000NB|6.69|7.11|0.41999999999999993|132190000669|54
2025|13202190000NB|7.11|7.19|0.08000000000000007|132190007110|54
2025|13202190000NB|7.19|7.43|0.23999999999999932|132190007190|54
2025|13202190000NB|8.59|9.06|0.47000000000000064|132190000859|54
2025|13202190000NB|9.06|9.9|0.8399999999999999|132190000906|54
2025|13202190000NB|10.85|11.06|0.21000000000000085|132190001085|54
2025|13202190000NB|11.06|11.26|0.1999999999999993|132190001106|54
2025|13202190000NB|13.99|14.154|0.1639999999999997|132190013990|54
2025|13202190000NB|14.34|14.45|0.10999999999999943|132190001434|54
2025|13202190000NB|15.74|16.37|0.6300000000000008|132190001574|54
2025|13202190000NB|21.34|21.86|0.5199999999999996|132190002134|54
2025|13202190000NB|25.9|26.76|0.860000000000003|132190002590|54
2025|13202190000NB|26.76|26.97|0.2099999999999973|132190002676|54
2025|13202190000NB|26.97|27.33|0.35999999999999943|132190002697|54
2025|13202190000NB|27.33|29.72|2.3900000000000006|132190002733|54
2025|13202190000NB|29.72|31.56|1.8399999999999999|132190002972|54
2025|13202190000NB|31.56|34.22|2.66|132190003156|54
2025|2071058001900|0.09|1.81|1.72|200105800009|54
2025|4240219220000|0.0|0.16|0.16|422192200000|54
2025|19203400005SB|0.0|0.17|0.17|19340S000000|54
2025|19203400005SB|0.17|0.37|0.19999999999999998|190340S00017|54
2025|19203400005SB|0.371|0.6|0.22899999999999998|190340S00371|54
2025|2675256001900|0.42|0.59|0.16999999999999998|260525600042|54
2025|2178006001900|0.58|0.92|0.3400000000000001|210800600580|54
2025|3140059000000|0.0|0.33|0.33|310590000000|54
2025|3140059000000|0.33|0.85|0.52|310590000033|54
2025|5275503001900|0.0|0.45|0.45|520550300000|54
2025|4272254001900|0.0|0.3|0.3|420225400000|54
2025|5040001000000|2.16|2.29|0.1299999999999999|500010000216|54
2025|41100640017WB|0.0|0.47|0.47|41064R000000|54
2025|41100640017WB|0.47|0.594|0.124|410064R00047|54
2025|41100640017WB|0.594|0.82|0.22599999999999998|41064R000059|54
2025|5430014000000|11.28|11.76|0.4800000000000004|540140001128|54
2025|5430014000000|12.45|12.71|0.26000000000000156|54300141245|54
2025|5430014000000|12.71|12.88|0.16999999999999993|540140001271|54
2025|5430014000000|12.88|13.0|0.11999999999999922|540140001288|54
2025|5430014000000|13.22|13.39|0.16999999999999993|540140001322|54
2025|5430014000000|15.189|15.319|0.13000000000000078|540140001519|54
2025|5430014000000|15.319|15.449|0.129999999999999|540140001532|54
2025|5430014000000|16.099|16.759|0.6600000000000001|540140001610|54
2025|5430014000000|20.119|20.559|0.4400000000000013|540140002012|54
2025|3174771001900|0.3|0.65|0.35000000000000003|310477100030|54
2025|42202190000NB|0.0|3.24|3.24|422190000000|54
2025|42202190000NB|8.55|8.74|0.1899999999999995|422190000855|54
2025|42202190000NB|8.74|9.68|0.9399999999999995|422190000874|54
2025|42202190000NB|12.59|15.89|3.3000000000000007|422190001259|54
2025|42202190000NB|15.89|17.4|1.509999999999998|422190001589|54
2025|42202190000NB|17.4|19.15|1.75|422190001740|54
2025|42202190000NB|19.15|21.44|2.2900000000000027|422190001915|54
2025|42202190000NB|21.48|21.67|0.19000000000000128|422190002148|54
2025|42202190000NB|27.85|30.16|2.3099999999999987|422190002785|54
2025|42202190000NB|38.13|38.36|0.22999999999999687|422190038130|54
2025|42202190000NB|38.938|39.46|0.5219999999999985|422190038938|54
2025|42202190000NB|42.36|42.373|0.012999999999998124|422190004236|54
2025|30201190000NB|12.88|14.28|1.3999999999999986|301190001288|54
2025|20200600007WB|7.93|8.1|0.16999999999999993|20060W007930|54
2025|30200520004NB|0.096|0.39|0.29400000000000004|30052N000096|54
2025|1374103001900|0.0|0.31|0.31|130410300000|54
2025|3174810001900|0.0|0.76|0.76|310481000000|54
2025|1740023090000|6.77|7.36|0.5900000000000007|170230900675|54
2025|1740023090000|7.77|8.94|1.17|170230900777|54
2025|0640013000000|0.02|0.42|0.39999999999999997|060130000002|54
2025|40100640000EB|31.77|32.57|0.8000000000000007|400640003177|54
2025|40100640000EB|32.57|33.45|0.8800000000000026|400640003257|54
2025|40100640000EB|33.45|34.45|1.0|400640003345|54
2025|40100640000EB|34.45|36.27|1.8200000000000003|400640003445|54
2025|40100640000EB|38.54|38.68|0.14000000000000057|400640003854|54
2025|40100640000EB|39.134|40.4|1.2659999999999982|400640039134|54
2025|40100640000EB|40.46|40.568|0.10799999999999699|400640004046|54
2025|40100640000EB|41.25|41.546|0.2959999999999994|400640041250|54
2025|40100640000EB|41.546|41.547|0.0009999999999976694|400640041546|54
2025|40100640000EB|41.646|41.66|0.013999999999995794|400640041646|54
2025|40100640000EB|41.66|41.86|0.20000000000000284|400640004166|54
2025|40100640000EB|42.79|43.77|0.980000000000004|400640004279|54
2025|40100640000EB|43.77|44.47|0.6999999999999957|400640004377|54
2025|40100640000EB|44.47|44.78|0.3100000000000023|400640004447|54
2025|40100640000EB|44.78|45.39|0.6099999999999994|400640004478|54
2025|4170012001900|0.0|0.46|0.46|410001200000|54
2025|3578259001900|0.0|0.12|0.12|350825900000|54
2025|3578259001900|0.33|0.49|0.15999999999999998|350825900033|54
2025|3578259001900|0.49|0.6|0.10999999999999999|350825900490|54
2025|2540250500000|0.0|0.39|0.39|252505000000|54
2025|1771760001900|0.0|0.23|0.23|170176000000|54
2025|1771774001900|0.0|0.63|0.63|170177400000|54
2025|3140061000000|0.0|0.94|0.94|310610000000|54
2025|1740024020000|0.0|0.75|0.75|170240200000|54
2025|1740024020000|0.75|0.87|0.12|170240200075|54
2025|1740024020000|0.87|1.09|0.22000000000000008|170240200087|54
2025|1740024020000|1.86|2.95|1.09|170240200186|54
2025|0240009050000|1.67|3.26|1.5899999999999999|020090500167|54
2025|5275501001900|0.07|0.22|0.15|520550100007|54
2025|5275501001900|0.93|1.07|0.14|520550100093|54
2025|40200350000NB|0.29|0.65|0.36000000000000004|400350000029|54
2025|40200350000NB|1.36|1.6|0.24|400350000136|54
2025|40200350000NB|1.64|2.06|0.42000000000000015|400350000164|54
2025|40200350000NB|2.1|2.532|0.43199999999999994|400350000210|54
2025|2940008000000|0.0|0.24|0.24|290080000000|54
2025|3140059020000|0.0|0.44|0.44|310590200000|54
2025|1930051000000|8.13|8.66|0.5299999999999994|190510000813|54
2025|1930051000000|8.66|8.78|0.11999999999999922|190510008660|54
2025|49201190000NB|5.38|5.6|0.21999999999999975|491190000538|54
2025|0140046010000|0.0|1.62|1.62|010460100000|54
2025|20100640000EB|45.39|47.44|2.049999999999997|200640004539|54
2025|20100640000EB|48.4|49.75|1.3500000000000014|200640004840|54
2025|20100640000EB|49.75|50.11|0.35999999999999943|200640004975|54
2025|20100640000EB|51.56|52.38|0.8200000000000003|200640005156|54
2025|20100640000EB|53.75|54.37|0.6199999999999974|200640005375|54
2025|20100640000EB|54.37|54.8|0.4299999999999997|200640005437|54
2025|20100640000EB|54.8|55.21|0.4100000000000037|200640005480|54
2025|20100640000EB|55.21|56.33|1.1199999999999974|200640005521|54
2025|20100640000EB|56.33|57.02|0.6900000000000048|200640005633|54
2025|20100640000EB|57.02|57.48|0.45999999999999375|200640005702|54
2025|20100640000EB|57.48|57.92|0.44000000000000483|200640005748|54
2025|38202190000NB|0.0|3.69|3.69|382190000000|54
2025|38202190000NB|3.69|4.37|0.6800000000000002|382190000369|54
2025|38202190000NB|4.37|6.01|1.6399999999999997|382190000437|54
2025|38202190000NB|6.01|7.15|1.1400000000000006|382190000601|54
2025|38202190000NB|7.77|9.82|2.0500000000000007|382190000777|54
2025|38202190000NB|14.15|14.67|0.5199999999999996|382190001415|54
2025|38202190000NB|19.58|21.84|2.2600000000000016|382190001958|54
2025|38202190000NB|25.34|26.37|1.0300000000000011|382190002534|54
2025|38202190000NB|26.37|29.12|2.75|382190002637|54
2025|38202190000NB|34.47|34.78|0.3100000000000023|382190003447|54
2025|38202190000NB|34.79|37.89|3.1000000000000014|382190003479|54
2025|35202500005SB|0.0|0.36|0.36|35250S000000|54
2025|5440030000000|0.0|0.98|0.98|540300000000|54
2025|3174772001900|0.0|0.1|0.1|310477200000|54
2025|3174772001900|0.1|0.27|0.17|310477200010|54
2025|3174772001900|0.27|0.42|0.14999999999999997|310477200027|54
2025|1540208000000|3.21|3.55|0.33999999999999986|152080000321|54
2025|24200520000EB|2.54|3.72|1.1800000000000002|240520000254|54
2025|24200520000EB|5.19|6.4|1.21|240520000519|54
2025|24200520000EB|6.4|7.91|1.5099999999999998|240520000640|54
2025|24200520000EB|9.59|12.82|3.2300000000000004|240520000959|54
2025|24200520000EB|24.59|26.77|2.1799999999999997|240520002459|54
2025|4140001000000|1.95|3.4|1.45|410010001950|54
2025|4140001000000|3.4|4.14|0.7399999999999998|410010003400|54
2025|05200220000EB|3.17|3.35|0.18000000000000016|050220000317|54
2025|05200220000EB|3.35|3.45|0.10000000000000009|050220000335|54
2025|05200220000EB|3.45|4.73|1.2800000000000002|050220000345|54
2025|05200220000EB|4.73|5.19|0.45999999999999996|050220000473|54
2025|05200220000EB|5.19|5.89|0.6999999999999993|050220000519|54
2025|0240045050000|0.55|1.25|0.7|020450500055|54
2025|1230093000000|2.36|2.98|0.6200000000000001|120930000236|54
2025|1230093000000|3.77|4.05|0.2799999999999998|120930000377|54
2025|1230093000000|9.6|9.71|0.11000000000000121|120930000960|54
2025|1230093000000|9.71|13.45|3.7399999999999984|120930000971|54
2025|1230093000000|13.45|15.85|2.4000000000000004|120930001345|54
2025|1230093000000|15.85|18.046|2.1959999999999997|120930001585|54
2025|3830092000000|0.0|5.83|5.83|380920000000|54
2025|3578275001900|0.0|0.26|0.26|350827500000|54
2025|2840016000000|1.7|2.5|0.8|280160000170|54
2025|2071056001900|0.0|0.38|0.38|200105600000|54
2025|0640060050000|0.0|0.88|0.88|060600500000|54
2025|0640060050000|0.88|1.68|0.7999999999999999|060600500088|54
2025|0640060050000|1.68|1.97|0.29000000000000004|060600500168|54
2025|2640088120000|0.37|0.52|0.15000000000000002|260881200037|54
2025|2040025470000|0.1|0.36|0.26|200254700010|54
2025|2040025470000|0.36|0.57|0.20999999999999996|200254700036|54
2025|1140007000000|6.97|8.67|1.7000000000000002|110070000697|54
2025|0630002001300|0.0|0.17|0.17|06002T000000|54
2025|1740050400000|0.0|0.67|0.67|170504000000|54
2025|5073253001900|0.0|0.13|0.13|500325300000|54
2025|5073253001900|0.13|0.26|0.13|500325300130|54
2025|4140008010000|1.02|1.6|0.5800000000000001|410080100102|54
2025|3140082000000|0.0|1.88|1.88|310820000000|54
2025|2830020000000|4.23|5.2|0.9699999999999998|280200000423|54
2025|2830020000000|10.32|11.4|1.08|280200001032|54
2025|2830020000000|12.05|12.78|0.7299999999999986|280200001205|54
2025|2630086000000|0.2|0.51|0.31|260860000020|54
2025|4040025020000|0.28|0.38|0.09999999999999998|400250200028|54
2025|4040025020000|0.38|0.52|0.14|400250200038|54
2025|4140019210000|3.73|5.14|1.4099999999999997|410192100373|54
2025|2030006000000|0.0|0.1|0.1|200060000000|54
2025|2030006000000|0.1|0.19|0.09|200060000010|54
2025|29202200000NB|12.61|13.26|0.6500000000000004|292200001261|54
2025|29202200000NB|13.78|13.96|0.1800000000000015|292200001378|54
2025|3140060020000|0.0|0.26|0.26|310600200000|54
2025|2340119900000|0.0|0.5|0.5|231199000000|54
2025|4170006001900|0.0|0.05|0.05|410000600000|54
2025|2030114000000|0.5|1.44|0.94|201140000050|54
2025|4640009000000|0.82|1.16|0.33999999999999997|460090000082|54
2025|4640009000000|1.16|1.59|0.43000000000000016|460090000116|54
2025|2330080000000|0.86|1.57|0.7100000000000001|230800000086|54
2025|3330009000000|26.67|29.17|2.5|330090002667|54
2025|3330009000000|31.29|33.3|2.009999999999998|330090003129|54
2025|3140061040000|0.0|0.25|0.25|310061040000|54
2025|3140061040000|0.45|0.91|0.46|310610400045|54
2025|2430083000000|0.0|6.42|6.42|240830000000|54
2025|2430083000000|6.42|7.46|1.04|240830000642|54
2025|2430083000000|7.94|8.06|0.1200000000000001|240830000794|54
2025|2430083000000|14.092|17.6|3.508000000000001|240830014092|54
2025|2430083000000|17.6|18.01|0.41000000000000014|240830001760|54
2025|35202500010SB|0.0|0.64|0.64|35250SB00000|54
2025|3430039000000|24.6|24.96|0.35999999999999943|340390024600|54
2025|25202500000NB|2.87|3.0|0.1299999999999999|252500000287|54
2025|25202500000NB|3.785|4.16|0.375|252500003420|54
2025|12202200000NB|4.41|5.14|0.7299999999999995|122200000441|54
2025|1040018230000|0.0|0.44|0.44|100182300000|54
2025|5040012000000|2.367|3.176|0.8090000000000002|500120002367|54
2025|5040012000000|3.176|4.65|1.4740000000000002|500120003176|54
2025|03201190000NB|0.0|2.93|2.93|031190000000|54
2025|03201190000NB|9.44|11.49|2.0500000000000007|031190000944|54
2025|03201190000NB|11.49|12.83|1.3399999999999999|031190001149|54
2025|03201190000NB|12.83|13.54|0.7099999999999991|031190001283|54
2025|03201190000NB|16.97|17.83|0.8599999999999994|031190001697|54
2025|1540011000000|2.31|2.9|0.5899999999999999|150110000231|54
2025|1540011000000|3.985|4.53|0.5450000000000004|150110003985|54
2025|1540011000000|5.16|5.35|0.1899999999999995|150110000516|54
2025|1540011000000|5.35|5.59|0.2400000000000002|150110000535|54
2025|1540011000000|5.59|5.61|0.020000000000000462|150110000559|54
2025|0130076000000|1.75|6.62|4.87|010760000175|54
2025|3140061010000|0.0|0.37|0.37|310610100000|54
2025|3140061010000|0.41|0.52|0.11000000000000004|310610100041|54
2025|4170045001900|0.0|0.26|0.26|410004500000|54
2025|2572519001900|0.0|0.1|0.1|250251900000|54
2025|2572519001900|0.1|0.26|0.16|250251900100|54
2025|4040046000000|2.55|3.42|0.8700000000000001|400460000255|54
2025|13100640000EB|147.93|149.84|1.9099999999999966|130640014793|54
2025|13100640000EB|149.84|156.18|6.340000000000003|130640014984|54
2025|13100640000EB|156.18|161.46|5.280000000000001|130640015618|54
2025|13100640000EB|161.46|165.95|4.489999999999981|130640016146|54
2025|13100640000EB|165.95|168.89|2.9399999999999977|130640016595|54
2025|13100640000EB|168.91|168.96|0.05000000000001137|130640016891|54
2025|13100640000EB|168.96|170.09|1.1299999999999955|130640016896|54
2025|13100640000EB|170.09|170.17|0.07999999999998408|130640017009|54
2025|13100640000EB|172.62|174.1|1.4799999999999898|130640017262|54
2025|13100640000EB|174.1|175.31|1.210000000000008|130640017410|54
2025|13100640000EB|175.31|176.16|0.8499999999999943|130640017531|54
2025|13100640000EB|176.16|178.43|2.2700000000000102|130640017616|54
2025|13100640000EB|178.43|181.12|2.6899999999999977|130640017843|54
2025|13100640000EB|181.12|182.02|0.9000000000000057|130640018112|54
2025|13100640000EB|182.02|184.02|2.0|130640018202|54
2025|1740031000000|0.5|1.45|0.95|170310000050|54
2025|1040061100000|0.08|0.45|0.37|100611000008|54
2025|3174817001900|0.0|0.24|0.24|310481700000|54
2025|35200400007WB|0.0|0.06|0.06|35040W000000|54
2025|35200400007WB|0.06|0.23|0.17|35040W000060|54
2025|35200400007WB|0.23|0.28|0.05000000000000002|35040W000230|54
2025|4140006000000|0.0|0.14|0.14|410060000000|54
2025|4140006000000|0.91|1.13|0.21999999999999986|410060000091|54
2025|3540015000000|1.91|2.26|0.34999999999999987|350150000191|54
2025|4130016000000|8.47|9.485|1.0149999999999988|410160000847|54
2025|4130016000000|12.0|14.12|2.119999999999999|410160001200|54
2025|4130016000000|14.42|14.72|0.3000000000000007|410160001442|54
2025|4130016000000|14.72|15.08|0.35999999999999943|410160001472|54
2025|4130016000000|15.08|15.61|0.5299999999999994|410160015080|54
2025|4130016000000|15.65|15.81|0.16000000000000014|410160001565|54
2025|4130016000000|18.53|18.82|0.28999999999999915|410160001853|54
2025|4130016000000|18.82|18.96|0.14000000000000057|410160001882|54
2025|4130016000000|18.96|19.79|0.8299999999999983|410160001896|54
2025|0540003010000|0.48|0.61|0.13|050030100046|54
2025|0540003010000|0.61|1.65|1.04|050030100061|54
2025|0540003010000|1.65|1.94|0.29000000000000004|050030100165|54
2025|5140003000000|8.08|10.38|2.3000000000000007|510030000801|54
2025|1040061280000|0.0|0.59|0.59|100612800000|54
2025|23200520000EB|0.0|0.43|0.43|230520000000|54
2025|29200500000EB|8.0|10.56|2.5600000000000005|290500000800|54
2025|3540088020000|0.0|0.57|0.57|350880200000|54
2025|0640031000000|0.16|0.5|0.33999999999999997|060310000016|54
2025|2340012010000|0.0|1.295|1.295|230120100000|54
2025|1740019020000|0.23|0.65|0.42000000000000004|170190200023|54
2025|2540072020000|0.0|0.5|0.5|250720200000|54
2025|2540072020000|0.72|1.17|0.44999999999999996|250720200072|54
2025|2540072020000|1.17|1.71|0.54|250720200117|54
2025|2540072020000|1.76|1.93|0.16999999999999993|250720200176|54
2025|4240031000000|0.0|1.81|1.81|420310000181|54
2025|2071020001900|0.06|0.46|0.4|200102000006|54
2025|2840019290000|0.0|2.54|2.54|280192900000|54
2025|2840019290000|2.54|3.32|0.7799999999999998|280192900254|54
2025|4130041000000|0.0|0.71|0.71|410410000000|54
2025|4130041000000|1.99|2.19|0.19999999999999996|410410000199|54
2025|0640031060000|0.0|0.38|0.38|060310600000|54
2025|2774502001900|0.0|0.17|0.17|270450200000|54
2025|4730093000000|0.0|0.15|0.15|470930000000|54
2025|4730093000000|0.15|0.91|0.76|470930000015|54
2025|4730093000000|2.34|7.42|5.08|470930000234|54
2025|5440021010000|1.2|1.71|0.51|540210100120|54
2025|06200600000EB|2.97|3.07|0.09999999999999964|060600000297|54
2025|06200600000EB|3.17|3.27|0.10000000000000009|060600000317|54
2025|06200600000EB|5.76|5.96|0.20000000000000018|060600000576|54
2025|06200600000EB|6.97|7.51|0.54|060600000697|54
2025|06200600000EB|7.59|7.96|0.3700000000000001|060600000759|54
2025|06200600000EB|7.96|8.43|0.46999999999999975|060600000796|54
2025|06200600000EB|8.43|8.82|0.39000000000000057|060600000843|54
2025|06200600000EB|8.82|9.5|0.6799999999999997|060600000882|54
2025|06200600000EB|9.56|9.92|0.35999999999999943|060600000956|54
2025|06200600000EB|9.92|10.27|0.34999999999999964|060600000992|54
2025|06200600000EB|10.76|11.25|0.4900000000000002|060600001076|54
2025|06200600000EB|11.51|12.23|0.7200000000000006|060600001151|54
2025|06200600000EB|15.59|17.29|1.6999999999999993|060600001559|54
2025|5475769001900|0.0|0.34|0.34|540576900000|54
2025|46200500000EB|12.99|13.65|0.6600000000000001|460500001299|54
2025|0673272001900|0.35|1.04|0.6900000000000001|060327200035|54
2025|0673272001900|1.08|1.44|0.3599999999999999|060327200108|54
2025|2040028000000|4.95|5.91|0.96|200280000495|54
2025|2040028000000|5.91|7.37|1.46|200280000591|54
2025|06100640000EB|5.87|6.47|0.5999999999999996|060640000587|54
2025|06100640000EB|6.47|6.74|0.27000000000000046|060640000647|54
2025|06100640000EB|6.74|7.26|0.5199999999999996|060640000674|54
2025|06100640000EB|7.26|7.72|0.45999999999999996|060640000726|54
2025|06100640000EB|7.72|8.19|0.46999999999999975|060640000772|54
2025|06100640000EB|8.19|9.22|1.0300000000000011|060640000819|54
2025|06100640000EB|9.22|9.52|0.29999999999999893|060640000922|54
2025|06100640000EB|17.68|18.08|0.3999999999999986|060640001768|54
2025|06100640000EB|18.08|18.49|0.41000000000000014|060640001808|54
2025|06100640000EB|18.49|19.32|0.8300000000000018|060640001849|54
2025|06100640000EB|19.32|19.71|0.39000000000000057|060640001932|54
2025|06100640000EB|19.71|20.19|0.4800000000000004|060640001971|54
2025|06100640000EB|20.19|21.04|0.8499999999999979|060640002019|54
2025|06100640000EB|21.04|21.16|0.120000000000001|060640002104|54
2025|06100640000EB|21.16|21.75|0.5899999999999999|060640002116|54
2025|06100640000EB|21.75|22.39|0.6400000000000006|060640002175|54
2025|06100640000EB|27.11|27.55|0.4400000000000013|060640002711|54
2025|06100640000EB|27.55|28.67|1.120000000000001|060640002755|54
2025|06100640000EB|28.67|29.44|0.7699999999999996|060640002867|54
2025|06100640000EB|29.44|31.77|2.3299999999999983|060640002944|54
2025|08100790000NB|36.0|39.91|3.9099999999999966|080790003600|54
2025|08100790000NB|39.91|41.43|1.5200000000000031|080790003991|54
2025|08100790000NB|41.43|44.6|3.1700000000000017|080790004143|54
2025|2071062001900|0.0|1.38|1.38|200106200000|54
2025|4040050000000|13.38|14.06|0.6799999999999997|400500001338|54
2025|5230007000000|2.0|2.55|0.5499999999999998|520070000200|54
2025|5230007000000|35.64|36.52|0.8800000000000026|520070003564|54
2025|4940012000000|5.08|5.29|0.20999999999999996|490120000508|54
2025|3140057000000|1.21|1.33|0.1200000000000001|310570000121|54
2025|2877013001900|0.42|0.52|0.10000000000000003|280701300042|54
2025|17200190000NB|18.61|20.62|2.0100000000000016|170190018610|54
2025|5040003000000|3.75|3.85|0.10000000000000009|500030000375|54
2025|5040003000000|3.94|4.06|0.11999999999999966|500030000394|54
2025|3140857010000|0.0|0.19|0.19|318570100000|54
2025|0540001000000|0.0|0.12|0.12|050010000000|54
2025|0540001000000|0.12|0.5|0.38|050010000012|54
2025|0540001000000|1.07|1.34|0.27|050010000107|54
2025|0540001000000|3.26|4.01|0.75|050010000326|54
2025|0540001000000|4.01|4.8|0.79|050010000401|54
2025|2040060020000|2.13|3.0|0.8700000000000001|200600200213|54
2025|1771783001900|0.0|0.64|0.64|170178300000|54
2025|11100790000NB|83.15|83.55|0.3999999999999915|110790008315|54
2025|2030061000000|20.18|20.38|0.1999999999999993|200610002018|54
2025|2030061000000|20.73|21.2|0.46999999999999886|200610002073|54
2025|2030061000000|23.75|25.8|2.0500000000000007|200610002375|54
2025|2030061000000|28.36|28.44|0.08000000000000185|200610028360|54
2025|3174807001900|0.0|0.4|0.4|310480700000|54
2025|2340119260000|0.44|0.67|0.23000000000000004|231192600440|54
2025|0540028000000|0.0|0.198|0.198|050280000000|54
2025|0630002000000|0.1|0.21|0.10999999999999999|060020000010|54
2025|0630002000000|9.98|10.08|0.09999999999999964|060020000998|54
2025|0630002000000|14.38|17.99|3.6099999999999977|060020001438|54
2025|15200300000EB|0.53|0.61|0.07999999999999996|150300000530|54
2025|41100640007WB|0.0|0.45|0.45|41064W000000|54
2025|1340045010000|0.0|0.539|0.539|130450100000|54
2025|5275502001900|0.11|0.3|0.19|520550200110|54
2025|2230010000000|17.81|19.07|1.2600000000000016|220100001781|54
2025|2940014000000|4.19|4.6|0.40999999999999925|290140000419|54
2025|1577271001900|0.4|1.18|0.7799999999999999|150727100040|54
2025|1040005000000|0.06|0.62|0.56|100050000006|54
2025|5475791001900|0.0|0.37|0.37|540579100000|54
2025|55200520000EB|0.0|1.4|1.4|550520000000|54
