RouteID,BMP,EMP,thickness_flexible_10_ValueNumeric,thickness_flexible_11_ValueNumeric,thickness_flexible_12_ValueNumeric
24200520000EB,5.19,5.2,9,9.0,9
24200520000EB,5.2,5.3,9,9.0,9
24200520000EB,5.3,5.4,9,9.0,9
24200520000EB,5.4,5.5,9,9.0,9
24200520000EB,5.5,5.6,9,9.0,9
24200520000EB,5.6,5.7,9,9.0,9
24200520000EB,5.7,5.8,9,9.0,9
24200520000EB,5.8,5.9,9,9.0,9
24200520000EB,5.9,6,9,9.0,9
24200520000EB,6,6.1,9,9.0,9
24200520000EB,6.1,6.2,9,9.0,9
24200520000EB,6.2,6.3,9,9.0,9
24200520000EB,6.3,6.4,9,9.0,9
24200520000EB,6.4,6.5,9,9.0,9
24200520000EB,6.5,6.6,9,9.0,9
24200520000EB,6.6,6.7,9,9.0,9
24200520000EB,6.7,6.8,9,9.0,9
24200520000EB,6.8,6.9,9,9.0,9
24200520000EB,6.9,7,9,9.0,9
24200520000EB,7,7.1,9,9.0,9
24200520000EB,7.1,7.2,9,9.0,9
24200520000EB,7.2,7.3,9,9.0,9
24200520000EB,7.3,7.4,9,9.0,9
24200520000EB,7.4,7.5,9,9.0,9
24200520000EB,7.5,7.6,9,9.0,9
24200520000EB,7.6,7.7,9,9.0,9
24200520000EB,7.7,7.8,9,9.0,9
24200520000EB,7.8,7.9,9,9.0,9
24200520000EB,7.9,7.91,9,9.0,9
24200520000EB,9.59,9.6,9,9.0,9
24200520000EB,9.6,9.7,9,9.0,9
24200520000EB,9.7,9.8,9,9.0,9
24200520000EB,9.8,9.9,9,9.0,9
24200520000EB,9.9,10,9,9.0,9
24200520000EB,10,10.1,9,9.0,9
24200520000EB,10.1,10.2,9,9.0,9
24200520000EB,10.2,10.3,9,9.0,9
24200520000EB,10.3,10.4,9,9.0,9
24200520000EB,10.4,10.5,9,9.0,9
24200520000EB,10.5,10.6,9,9.0,9
24200520000EB,10.6,10.7,9,9.0,9
24200520000EB,10.7,10.8,9,9.0,9
24200520000EB,10.8,10.9,9,9.0,9
24200520000EB,10.9,11,9,9.0,9
24200520000EB,11,11.1,9,9.0,9
24200520000EB,11.1,11.2,9,9.0,9
24200520000EB,11.2,11.3,9,9.0,9
24200520000EB,11.3,11.4,9,9.0,9
24200520000EB,11.4,11.5,9,9.0,9
24200520000EB,11.5,11.6,9,9.0,9
24200520000EB,11.6,11.7,9,9.0,9
24200520000EB,11.7,11.8,9,9.0,9
24200520000EB,11.8,11.9,9,9.0,9
24200520000EB,11.9,12,9,9.0,9
24200520000EB,12,12.1,9,9.0,9
24200520000EB,12.1,12.2,9,9.0,9
24200520000EB,12.2,12.3,9,9.0,9
24200520000EB,12.3,12.4,9,9.0,9
24200520000EB,12.4,12.5,9,9.0,9
24200520000EB,12.5,12.6,9,9.0,9
24200520000EB,12.6,12.7,9,9.0,9
24200520000EB,12.7,12.8,9,9.0,9
24200520000EB,12.8,12.82,9,9.0,9
24200520000EB,24.59,24.6,9,9.0,9
24200520000EB,24.6,24.7,9,9.0,9
24200520000EB,24.7,24.8,9,9.0,9
24200520000EB,24.8,24.9,9,9.0,9
24200520000EB,24.9,25,9,9.0,9
24200520000EB,25,25.1,9,9.0,9
24200520000EB,25.1,25.2,9,9.0,9
24200520000EB,25.2,25.3,9,9.0,9
24200520000EB,25.3,25.4,9,9.0,9
24200520000EB,25.4,25.5,9,9.0,9
24200520000EB,25.5,25.6,9,9.0,9
24200520000EB,25.6,25.7,9,9.0,9
24200520000EB,25.7,25.8,9,9.0,9
24200520000EB,25.8,25.9,9,9.0,9
24200520000EB,25.9,26,9,9.0,9
24200520000EB,26,26.1,9,9.0,9
24200520000EB,26.1,26.2,9,9.0,9
24200520000EB,26.2,26.3,9,9.0,9
24200520000EB,26.3,26.4,9,9.0,9
24200520000EB,26.4,26.5,9,9.0,9
24200520000EB,26.5,26.6,9,9.0,9
24200520000EB,26.6,26.7,9,9.0,9
24200520000EB,26.7,26.77,9,9.0,9
0640031060000,0,0.38,,1.0,1
0640031060000,0.38,0.41,,1.0,1
0640031060000,0.41,0.48,,1.0,1
45100640000EB,138.1,138.2,,6.0,6
45100640000EB,138.2,138.3,,6.0,6
45100640000EB,138.3,138.38,,6.0,6
45100640000EB,138.38,138.4,,6.0,6
45100640000EB,138.4,138.5,,6.0,6
5440004100000,0,0.4,,9.0,9
0540027040000,1.85,1.89,3,,
0540027400000,0,0.36,1,,
4140019030000,0.387,0.5,6,6.0,6
4140019030000,0.5,0.98,6,6.0,6
0580944000000,0,0.21,1,,
5530097000000,21.56,22.26,9,9.0,9
5530097000000,22.83,22.9,9,9.0,9
5530097000000,22.9,23,9,9.0,9
5530097000000,23,23.1,9,9.0,9
5530097000000,23.1,23.2,9,9.0,9
5530097000000,28.09,28.1,9,9.0,9
5530097000000,28.1,28.2,9,9.0,9
5530097000000,28.2,28.3,9,9.0,9
5530097000000,28.3,28.4,9,9.0,9
5530097000000,28.4,28.5,9,9.0,9
5530097000000,28.5,28.6,9,9.0,9
5530097000000,28.6,28.7,9,9.0,9
5530097000000,28.7,28.8,9,9.0,9
5530097000000,28.8,28.9,9,9.0,9
5530097000000,28.9,29,9,9.0,9
5530097000000,29,29.1,9,9.0,9
5530097000000,29.1,29.2,9,9.0,9
5530097000000,29.2,29.3,9,9.0,9
5530097000000,29.3,29.4,9,9.0,9
5530097000000,29.4,29.5,9,9.0,9
5530097000000,29.5,29.6,9,9.0,9
5530097000000,29.6,29.7,9,9.0,9
5530097000000,29.7,29.8,9,9.0,9
5530097000000,29.8,29.9,9,9.0,9
5530097000000,29.9,30,9,9.0,9
5530097000000,30,30.1,9,9.0,9
5530097000000,30.1,30.2,9,9.0,9
5530097000000,30.2,30.3,9,9.0,9
5530097000000,30.3,30.4,9,9.0,9
5530097000000,30.4,30.5,9,9.0,9
5530097000000,30.5,30.6,9,9.0,9
5530097000000,30.6,30.7,9,9.0,9
5530097000000,30.7,30.8,9,9.0,9
5530097000000,30.8,30.9,9,9.0,9
5530097000000,30.9,31,9,9.0,9
5530097000000,31,31.1,9,9.0,9
5530097000000,31.1,31.2,9,9.0,9
5530097000000,31.2,31.3,9,9.0,9
5530097000000,31.3,31.4,9,9.0,9
5530097000000,31.4,31.5,9,9.0,9
5530097000000,31.5,31.6,9,9.0,9
5530097000000,31.6,31.7,9,9.0,9
5530097000000,31.7,31.8,9,9.0,9
5530097000000,31.8,31.9,9,9.0,9
5530097000000,31.9,32,9,9.0,9
5530097000000,32,32.1,9,9.0,9
5530097000000,32.1,32.2,9,9.0,9
5530097000000,32.2,32.3,9,9.0,9
5530097000000,32.3,32.4,9,9.0,9
5530097000000,32.4,32.5,9,9.0,9
5530097000000,32.5,32.512,9,9.0,9
5530097000000,32.512,32.6,9,9.0,9
5530097000000,32.6,32.7,9,9.0,9
5530097000000,32.7,32.8,9,9.0,9
5530097000000,32.8,32.88,9,9.0,9
0673313001900,0,0.17,,1.0,1
0540027220000,0,0.1,1,,
2640086120000,0,0.16,1,,
0630002000000,0.1,0.2,,1.0,1
0630002000000,0.2,0.21,,1.0,1
0630002000000,9.98,10,,1.0,1
0630002000000,10,10.08,,1.0,1
0630002000000,14.38,14.4,,1.0,1
0630002000000,14.4,14.5,,1.0,1
0630002000000,14.5,14.6,,1.0,1
0630002000000,14.6,14.7,,1.0,1
0630002000000,14.7,14.8,,1.0,1
0630002000000,14.8,14.9,,1.0,1
0630002000000,14.9,15,,1.0,1
0630002000000,15,15.1,,1.0,1
0630002000000,15.1,15.2,,1.0,1
0630002000000,15.2,15.3,,1.0,1
0630002000000,15.3,15.4,,1.0,1
0630002000000,15.4,15.5,,1.0,1
0630002000000,15.5,15.6,,1.0,1
0630002000000,15.6,15.7,,1.0,1
0630002000000,15.7,15.8,,1.0,1
0630002000000,15.8,15.9,,1.0,1
0630002000000,15.9,16,,1.0,1
0630002000000,16,16.1,,1.0,1
0630002000000,16.1,16.2,,1.0,1
0630002000000,16.2,16.3,,1.0,1
0630002000000,16.3,16.4,,1.0,1
0630002000000,16.4,16.5,,1.0,1
0630002000000,16.5,16.6,,1.0,1
0630002000000,16.6,16.7,,1.0,1
0630002000000,16.7,16.8,,1.0,1
0630002000000,16.8,16.9,,1.0,1
0630002000000,16.9,17,,1.0,1
0630002000000,17,17.1,,1.0,1
0630002000000,17.1,17.2,,1.0,1
0630002000000,17.2,17.3,,1.0,1
0630002000000,17.3,17.4,,1.0,1
0630002000000,17.4,17.5,,1.0,1
0630002000000,17.5,17.6,,1.0,1
0630002000000,17.6,17.7,,1.0,1
0630002000000,17.7,17.8,,1.0,1
0630002000000,17.8,17.9,,1.0,1
0630002000000,17.9,17.99,,1.0,1
1140007000000,6.97,8.45,,9.0,9
1140007000000,8.45,8.67,,9.0,9
0540007000000,2.48,5.63,1,,
0540001050000,1.31,2.34,2,,
0230051000000,4.54,4.58,,12.0,12
0230051000000,4.58,4.62,,12.0,12
0230051000000,4.62,5.18,,12.0,12
50100640000EB,0,0.1,,1.0,1
50100640000EB,0.1,0.11,,1.0,1
50100640000EB,0.11,0.2,,1.0,1
50100640000EB,0.2,0.3,,1.0,1
50100640000EB,0.3,0.4,,1.0,1
