RouteID|BMP|EMP|ValueNumeric|Comments|StateID|BeginDate|ValueDate|ValueText|DataItem
3140067010000|0.1|0.2|1.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140067010000|0.2|0.3|1.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140067010000|0.3|0.4|1.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140067010000|0.4|0.5|1.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140067010000|0.5|0.6|1.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140067010000|0.6|0.65|1.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140082000000|0.0|1.88|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140857000000|10.85|10.9|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140857000000|10.9|11.0|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140857000000|11.0|11.1|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140857000000|11.1|11.2|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100680000EB|6.18|6.77|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100680000EB|6.77|7.2|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100680000EB|7.2|7.54|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100680000EB|7.54|8.89|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100680000EB|8.89|9.4|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100680000EB|10.08|10.28|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100680000EB|10.28|10.32|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100680000EB|10.32|10.79|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100680004NB|0.0|0.84|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100680005SB|0.0|0.604|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100680005SB|0.65|1.14|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100790000NB|142.4|143.81|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100790000NB|143.81|144.95|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100790000NB|144.95|145.2|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100790000NB|145.2|145.65|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100790000NB|145.65|147.85|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100790000NB|147.85|148.022|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100790000NB|150.74|151.07|1.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100790000NB|151.07|151.1|1.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100790000NB|152.32|152.5|1.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100790000NB|152.5|152.501|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100790000NB|152.501|152.53|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100790000NB|152.53|152.62|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100790000NB|152.62|152.92|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100790000NB|157.0|160.5|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31100790000NB|160.5|160.52|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31200190000NB|8.29|8.806|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31200190000NB|10.59|11.08|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
31200190000NB|15.62|16.49|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
