RouteID|BMP|EMP|ValueNumeric|Comments|ValueDate|StateID|BeginDate|ValueText|DataItem
2340210250000|10.07|10.72|1|||54|01/01/2024||THICKNESS_FLEXIBLE
2330010000000|26.308|27.71|1|||54|01/01/2024||THICKNESS_FLEXIBLE
2330017000000|1.394|2.174|2|||54|01/01/2024||THICKNESS_FLEXIBLE
2330044000000|16.02|17.07|1|||54|01/01/2024||THICKNESS_FLEXIBLE
2330073000000|0.31|2.15|1|||54|01/01/2024||THICKNESS_FLEXIBLE
2330080000000|0.86|1.57|2|||54|01/01/2024||THICKNESS_FLEXIBLE
23201190000NB|0.0|0.85|1|||54|01/01/2024||THICKNESS_FLEXIBLE
23201190000NB|1.44|2.2|1|||54|01/01/2024||THICKNESS_FLEXIBLE
23201190000NB|2.2|2.54|1|||54|01/01/2024||THICKNESS_FLEXIBLE
23201190000NB|2.54|2.67|1|||54|01/01/2024||THICKNESS_FLEXIBLE
23201190000NB|2.67|3.59|1|||54|01/01/2024||THICKNESS_FLEXIBLE
23201190000NB|3.59|5.27|1|||54|01/01/2024||THICKNESS_FLEXIBLE
23201190000NB|11.87|12.283|1|||54|01/01/2024||THICKNESS_FLEXIBLE
23201190000NB|5.27|5.915|1|||54|01/01/2024||THICKNESS_FLEXIBLE
30200520000EB|21.97|22.28|2|||54|01/01/2024||THICKNESS_FLEXIBLE
30200520000EB|9.95|11.65|2|||54|01/01/2024||THICKNESS_FLEXIBLE
30200520000EB|21.06|21.95|2|||54|01/01/2024||THICKNESS_FLEXIBLE
30200520000EB|26.08|26.53|2|||54|01/01/2024||THICKNESS_FLEXIBLE
30200520004NB|0.096|0.39|2|||54|01/01/2024||THICKNESS_FLEXIBLE
3030080000000|4.6|5.6|2|||54|01/01/2024||THICKNESS_FLEXIBLE
3030080000000|7.05|9.46|2|||54|01/01/2024||THICKNESS_FLEXIBLE
30201190000NB|12.88|14.28|1|||54|01/01/2024||THICKNESS_FLEXIBLE
5040001000000|2.16|2.29|1|||54|01/01/2024||THICKNESS_FLEXIBLE
5040003000000|3.75|3.85|1|||54|01/01/2024||THICKNESS_FLEXIBLE
5040003000000|3.94|4.06|1|||54|01/01/2024||THICKNESS_FLEXIBLE
5040003010000|0.09|0.65|1|||54|01/01/2024||THICKNESS_FLEXIBLE
5040003010000|0.65|0.68|1|||54|01/01/2024||THICKNESS_FLEXIBLE
5040003020000|0.0|0.64|1|||54|01/01/2024||THICKNESS_FLEXIBLE
5040003020000|0.64|1.25|1|||54|01/01/2024||THICKNESS_FLEXIBLE
