RouteID|BMP|EMP|ValueNumeric|Comments|ValueDate|StateID|BeginDate|ValueText|DataItem
20200600007WB|7.93|8.1|9|||54|01/01/2024||BASE_THICKNESS
20100640006EB|0.0|0.3|6|||54|01/01/2024||BASE_THICKNESS
27200350000NB|9.534|10.26|11|||54|01/01/2024||BASE_THICKNESS
27200350000NB|11.422|11.76|11|||54|01/01/2024||BASE_THICKNESS
2730002000000|15.93|18.05|9|||54|01/01/2024||BASE_THICKNESS
2730002000000|18.91|19.89|9|||54|01/01/2024||BASE_THICKNESS
40100640000EB|31.77|32.57|7|||54|01/01/2024||BASE_THICKNESS
40100640000EB|32.57|33.45|7|||54|01/01/2024||BASE_THICKNESS
40100640000EB|33.45|34.45|7|||54|01/01/2024||BASE_THICKNESS
40100640000EB|34.45|36.27|7|||54|01/01/2024||BASE_THICKNESS
40100640000EB|40.46|40.568|7|||54|01/01/2024||BASE_THICKNESS
40100640000EB|41.66|41.86|9|||54|01/01/2024||BASE_THICKNESS
40100640000EB|41.86|41.89|10|||54|01/01/2024||BASE_THICKNESS
40100640000EB|42.79|43.77|10|||54|01/01/2024||BASE_THICKNESS
40100640000EB|43.77|44.47|9|||54|01/01/2024||BASE_THICKNESS
40100640000EB|44.47|44.78|9|||54|01/01/2024||BASE_THICKNESS
40200350000NB|0.29|0.65|11|||54|01/01/2024||BASE_THICKNESS
40200350000NB|1.36|1.6|11|||54|01/01/2024||BASE_THICKNESS
40200350000NB|1.64|2.06|11|||54|01/01/2024||BASE_THICKNESS
40200350000NB|2.1|2.532|11|||54|01/01/2024||BASE_THICKNESS
4030025000000|0.0|0.63|9|||54|01/01/2024||BASE_THICKNESS
18100770000NB|145.99|150.45|12|||54|01/01/2024||BASE_THICKNESS
18100770000NB|153.79|154.41|12|||54|01/01/2024||BASE_THICKNESS
18100770000NB|154.41|156.01|12|||54|01/01/2024||BASE_THICKNESS
18100770000NB|156.01|156.99|12|||54|01/01/2024||BASE_THICKNESS
44200330000EB|4.33|5.61|5|||54|01/01/2024||BASE_THICKNESS
5430014000000|15.19|15.32|6|||54|01/01/2024||BASE_THICKNESS
5430014000000|15.32|15.45|6|||54|01/01/2024||BASE_THICKNESS
5430014000000|16.1|16.76|6|||54|01/01/2024||BASE_THICKNESS
54100770000NB|162.73|165.16|10|||54|01/01/2024||BASE_THICKNESS
54100770000NB|165.16|168.205|10|||54|01/01/2024||BASE_THICKNESS
17100790000NB|114.132|114.9|6|||54|01/01/2024||BASE_THICKNESS
17100790000NB|115.33|117.17|6|||54|01/01/2024||BASE_THICKNESS
17100790000NB|118.5|118.7|6|||54|01/01/2024||BASE_THICKNESS
17200500000EB|11.38|12.29|6|||54|01/01/2024||BASE_THICKNESS
39100680000EB|18.12|23.34|6|||54|01/01/2024||BASE_THICKNESS
