,RouteId,BeginPoint,EndPoint,YearLastConstructionVd,SampleId,SurfaceTypeVn
5392,17100790000NB,107.0,107.1,,170790010642,6
5393,17100790000NB,106.9,107.0,,170790010642,6
5394,17100790000NB,106.8,106.9,,170790010642,6
5395,17100790000NB,106.7,106.8,,170790010642,6
5396,17100790000NB,106.6,106.7,,170790010642,6
5397,17100790000NB,106.5,106.6,,170790010642,6
5398,21100790000NB,106.1,106.2,,210790010469,6
5399,21100790000NB,106.0,106.1,,210790010469,6
5400,21100790000NB,105.9,106.0,,210790010469,6
5401,21100790000NB,105.8,105.9,,210790010469,6
5402,21100790000NB,105.7,105.8,,210790010469,6
5403,21100790000NB,105.6,105.7,,210790010469,6
5404,21100790000NB,105.5,105.6,,210790010469,6
5405,17100790000NB,111.7,111.8,,170790011113,6
5406,17100790000NB,111.5,111.6,,170790011113,6
5407,17100790000NB,111.6,111.7,,170790011113,6
5408,17100790000NB,109.4,109.498,,170790010794,6
5409,17100790000NB,111.8,111.887,,170790011113,6
5410,17100790000NB,107.94,108.0,,170790010794,6
5411,17100790000NB,111.13,111.2,,170790011113,6
5412,17100790000NB,111.0593,111.1,,170790011029,6
5413,17100790000NB,111.0,111.0593,,170790011029,6
5414,17100790000NB,110.9,111.0,,170790011029,6
5415,17100790000NB,107.4,107.5,,170790010642,6
5416,21100790000NB,106.2,106.286,,210790010469,6
5417,21100790000NB,106.3,106.37,,210790010469,3
5418,17100790000NB,109.5,109.54,,170790010794,6
5419,17100790000NB,109.54,109.59,,170790010794,6
5420,17100790000NB,107.5,107.543,,170790010642,6
5421,17100790000NB,107.9,107.94,,170790010757,6
5422,17100790000NB,107.57,107.6,,170790010757,6
5423,17100790000NB,111.2,111.2327,,170790011113,6
5424,17100790000NB,111.1,111.13,,170790011029,6
5425,17100790000NB,109.77,109.8,,170790010977,6
5426,21100790000NB,106.4,106.42,,210790010469,6
5427,17100790000NB,110.6,110.63,,170790011029,6
5428,17100790000NB,110.6373,110.66,,170790011029,6
5429,17100790000NB,110.66,110.7,,170790011029,6
5430,17100790000NB,111.9161,111.937,,170790011191,6
5431,17100790000NB,107.5443,107.565,,170790010642,6
5432,17100790000NB,109.733,109.77,,170790010794,6
5433,17100790000NB,111.9,111.91,,170790011113,6
5434,17100790000NB,110.29,110.3,,170790011029,6
5435,21100790000NB,106.3816,106.4,,210790010469,3
5436,21100790000NB,106.286,106.3,,210790010469,6
5437,21100790000NB,106.37,106.3816,,210790010469,3
5438,17100790000NB,111.887,111.897,,170790011113,6
5439,17100790000NB,109.7,109.711,,170790010794,6
5440,17100790000NB,109.7145,109.733,,170790010794,6
5441,17100790000NB,111.91,111.9161,,170790011191,6
5442,17100790000NB,109.59,109.6,,170790010794,6
5443,17100790000NB,106.4906,106.5,,170790010642,6
5444,17100790000NB,110.63,110.6373,,170790011029,6
5445,17100790000NB,107.565,107.57,,170790010642,6
5446,17100790000NB,111.897,111.9,,170790011113,6
5447,17100790000NB,109.498,109.5,,170790010794,6
5448,17100790000NB,109.711,109.7145,,170790010794,6
5449,17100790000NB,107.543,107.5443,,170790010642,6
5450,17100790000NB,112.6,112.7,,170790011191,6
5451,17100790000NB,112.1199,112.2,,170790011191,6
5452,17100790000NB,112.2,112.3,,170790011191,6
5453,17100790000NB,112.3,112.4,,170790011191,6
5454,17100790000NB,112.4,112.5,,170790011191,6
5455,17100790000NB,112.5,112.6,,170790011191,6
5456,17100790000NB,112.7,112.8,,170790011191,6
5457,17100790000NB,112.8,112.9,,170790011191,6
5458,17100790000NB,112.9,113.0,,170790011191,6
5459,17100790000NB,113.0,113.1,,170790011191,6
5460,17100790000NB,113.1,113.2,,170790011191,6
5461,17100790000NB,112.0,112.1,,170790011191,6
5462,17100790000NB,111.937,112.0,,170790011191,6
5463,17100790000NB,112.1,112.1199,,170790011191,6
5464,17200500000EB,12.0,12.1,,170500001138,6
5465,17200500000EB,12.3,12.4,,170500001229,6
5466,17200500000EB,11.4,11.5,,170500001138,6
5467,17200500000EB,11.7,11.8,,170500001138,6
5468,17200500000EB,15.105,15.2,,170500001496,6
5469,17200500000EB,15.2313,15.297,,170500001496,6
5470,17200500000EB,14.5018,14.6,,170500014324,6
5471,17200500000EB,11.5,11.6,,170500001138,6
5472,17200500000EB,11.6,11.7,,170500001138,6
5473,17200500000EB,11.8,11.9,,170500001138,6
5474,17200500000EB,11.9,12.0,,170500001138,6
5475,17200500000EB,12.1,12.2,,170500001138,6
5476,17200500000EB,12.2,12.29,,170500001138,6
5477,17200500000EB,12.4,12.5,,170500001229,6
5478,17200500000EB,15.0,15.1,,170500001496,6
5479,17200500000EB,15.2076,15.2313,,170500001496,6
5480,17200500000EB,15.465,15.5,,170500015465,3
5481,17200500000EB,14.96,14.9879,,170500001496,6
5482,17200500000EB,11.38,11.4,,170500001138,6
5483,17200500000EB,14.6,14.636,,170500014324,3
5484,17200500000EB,12.29,12.3,,170500001229,6
5485,17200500000EB,15.2,15.2076,,170500001496,6
5486,17200500000EB,14.9879,15.0,,170500001496,6
5487,17200500000EB,15.1001,15.105,,170500001496,6
5488,17200500000EB,15.306,15.31,,170500001496,3
5489,17200500000EB,15.3,15.306,,170500001496,3
5490,17200500000EB,15.297,15.3,,170500001496,6
5491,17200500000EB,14.636,14.64,,170500014324,3
5492,17200500000EB,15.1,15.1001,,170500001496,6
5493,17200190000NB,19.81,19.9,,170190018610,6
5494,17200190000NB,20.44,20.49,,170190018610,6
5495,17200500000EB,14.324,14.3975,,170500014324,6
5496,17200190000NB,20.1,20.16,,170190018610,6
5497,17200190000NB,20.2,20.3,,170190018610,6
5498,17200500000EB,13.8,13.8503,,170500013780,6
5499,17200190000NB,18.61,18.7,,170190018610,6
5500,17200190000NB,18.7,18.8,,170190018610,6
5501,17200190000NB,18.8,18.9,,170190018610,6
5502,17200190000NB,19.0,19.1,,170190018610,6
5503,17200190000NB,19.1,19.1789,,170190018610,6
5504,17200190000NB,19.4,19.5,,170190018610,6
5505,17200190000NB,19.5,19.6,,170190018610,6
5506,17200190000NB,19.6,19.7,,170190018610,6
5507,17200190000NB,19.7,19.8,,170190018610,6
5508,17200190000NB,19.9,20.0,,170190018610,6
5509,17200190000NB,20.0,20.1,,170190018610,6
5510,17200500000EB,12.5,12.6,,170500001229,6
5511,17200500000EB,12.6,12.7,,170500001229,6
5512,17200500000EB,12.7,12.8,,170500001229,6
5513,17200500000EB,12.8,12.88,,170500001229,6
5514,17200500000EB,13.7,13.78,,170500001325,6
5515,17200500000EB,13.9,14.0,,170500013780,6
5516,17200500000EB,14.1,14.2,,170500014030,6
5517,17200500000EB,13.6,13.7,,170500001325,6
5518,17200500000EB,13.415,13.5,,170500001325,6
5519,17200190000NB,19.34,19.3793,,170190018610,6
5520,17200190000NB,20.3,20.37,,170190018610,6
5521,17200190000NB,20.37,20.3898,,170190018610,6
5522,17200190000NB,20.53,20.57,,170190018610,6
5523,17200190000NB,20.16,20.2,,170190018610,6
5524,17200500000EB,13.25,13.3,,170500001325,6
5525,17200500000EB,13.8503,13.9,,170500013780,6
5526,17200500000EB,14.2,14.25,,170500014030,3
5527,17200190000NB,18.9317,19.0,,170190018610,6
5528,17200190000NB,19.2,19.2628,,170190018610,6
5529,17200190000NB,19.2628,19.3,,170190018610,6
5530,17200190000NB,20.4,20.44,,170190018610,6
5531,17200500000EB,14.03,14.1,,170500014030,6
5532,17200500000EB,14.4,14.4519,,170500014324,6
5533,17200500000EB,13.5,13.56,,170500001325,6
5534,17200500000EB,13.3162,13.377,,170500001325,6
5535,17200500000EB,14.4519,14.4693,,170500014324,6
5536,17200190000NB,20.5,20.5162,,170190018610,6
5537,17200190000NB,20.57,20.6,,170190018610,6
5538,17200190000NB,20.6,20.62,,170190018610,6
5539,17200500000EB,13.78,13.8,,170500013780,6
5540,17200190000NB,18.9,18.9317,,170190018610,6
5541,17200190000NB,19.1789,19.2,,170190018610,6
5542,17200190000NB,19.3,19.34,,170190018610,6
5543,17200190000NB,19.3793,19.4,,170190018610,6
5544,17200500000EB,14.0,14.03,,170500013780,6
5545,17200500000EB,14.4693,14.5,,170500014324,6
5546,17200500000EB,13.5746,13.597,,170500001325,6
5547,17200500000EB,13.377,13.4,,170500001325,6
5548,17200190000NB,20.5162,20.53,,170190018610,6
5549,17200190000NB,20.49,20.5,,170190018610,6
5550,17200500000EB,13.3,13.3162,,170500001325,6
5551,17200190000NB,20.3898,20.4,,170190018610,6
5552,17200500000EB,13.4,13.415,,170500001325,6
5553,17200500000EB,13.5688,13.5746,,170500001325,6
5554,17200190000NB,19.8,19.81,,170190018610,6
5555,17200500000EB,13.56,13.565,,170500001325,6
5556,17200500000EB,14.3975,14.4,,170500014324,6
5557,17200500000EB,13.565,13.5688,,170500001325,6
5558,17200500000EB,13.597,13.6,,170500001325,6
5559,17200500000EB,14.5,14.5018,,170500014324,6
5560,17200500000EB,16.0,16.1,,170500001568,6
5561,17200500000EB,16.5,16.6,,170500001627,6
5562,17200500000EB,16.8,16.9,,170500001627,6
5563,17200500000EB,17.0,17.1,,170500001627,6
5564,17200500000EB,17.3,17.4,,170500001627,6
5565,17200500000EB,17.9,18.0,,170500001779,6
5566,17200500000EB,18.7,18.8,,170500001852,6
5567,17200500000EB,19.0,19.1,,170500001885,6
5568,17200500000EB,17.64,17.7,,170500001627,6
5569,17100790000NB,119.4,119.5,,170790011774,6
5570,17200500000EB,17.7,17.79,,170500001627,6
5571,17200500000EB,15.5,15.57,,170500015465,3
5572,17200500000EB,15.9124,16.0,,170500001568,6
5573,17200500000EB,16.1041,16.2,,170500001568,6
5574,17200500000EB,16.9,17.0,,170500001627,6
5575,17200500000EB,17.8055,17.9,,170500001779,6
5576,17200500000EB,18.4,18.45,,170500001832,6
5577,17100790000NB,113.2,113.3,,170790011191,6
5578,17100790000NB,113.3,113.4,,170790011191,6
5579,17100790000NB,113.4,113.5,,170790011191,6
5580,17100790000NB,113.5,113.6,,170790011191,6
5581,17100790000NB,113.6,113.7,,170790011191,6
5582,17100790000NB,113.7,113.8,,170790011191,6
5583,17100790000NB,113.8,113.9,,170790011191,6
5584,17100790000NB,113.9,114.0,,170790011191,6
5585,17100790000NB,114.0,114.1,,170790011191,6
5586,17100790000NB,115.0199,115.1,,170790011490,6
5587,17100790000NB,115.1,115.2,,170790011490,6
5588,17100790000NB,115.2,115.3,,170790011490,6
5589,17100790000NB,115.4,115.5,,170790011533,6
5590,17100790000NB,115.6,115.7,,170790011533,6
5591,17100790000NB,115.7,115.8,,170790011533,6
5592,17100790000NB,116.0042,116.1,,170790011533,6
5593,17100790000NB,116.4,116.5,,170790011533,6
5594,17100790000NB,116.5,116.6,,170790011533,6
5595,17100790000NB,116.6,116.7,,170790011533,6
5596,17100790000NB,116.7,116.8,,170790011533,6
5597,17100790000NB,116.9,117.0,,170790011533,6
5598,17100790000NB,117.0,117.1,,170790011533,6
5599,17100790000NB,117.4,117.46,,170790011717,6
5600,17100790000NB,117.5,117.6,,170790011717,6
5601,17100790000NB,117.6,117.7,,170790011717,6
5602,17100790000NB,117.8,117.9,,170790011774,6
5603,17100790000NB,117.9,118.0,,170790011774,6
5604,17100790000NB,118.0,118.1,,170790011774,6
5605,17100790000NB,118.1,118.2,,170790011774,6
5606,17100790000NB,118.2,118.3,,170790011774,6
5607,17100790000NB,118.3,118.4,,170790011774,6
5608,17100790000NB,118.4,118.5,,170790011774,6
5609,17100790000NB,118.5,118.6,,170790011774,6
5610,17100790000NB,118.6,118.7,,170790011774,6
5611,17100790000NB,118.7,118.8,,170790011774,6
5612,17100790000NB,118.8,118.9,,170790011774,6
5613,17100790000NB,119.0,119.1,,170790011774,6
5614,17100790000NB,119.1,119.2,,170790011774,6
5615,17100790000NB,116.1,116.2,,170790011533,6
5616,17100790000NB,116.2,116.3,,170790011533,6
5617,17100790000NB,116.3,116.4,,170790011533,6
5618,17100790000NB,119.53,119.6,,170790011953,6
5619,17100790000NB,119.6,119.7,,170790011953,6
5620,17100790000NB,119.7,119.8,,170790011953,6
5621,17200500000EB,15.7,15.8,,170500001568,6
5622,17200500000EB,15.8,15.9,,170500001568,6
5623,17200500000EB,19.1144,19.2,,170500001885,6
5624,17200500000EB,18.85,18.9,,170500001885,6
5625,17200500000EB,18.9,18.9748,,170500001885,6
5626,17200500000EB,18.53,18.6,,170500001852,6
5627,17200500000EB,18.6,18.7,,170500001852,6
5628,17200500000EB,17.4,17.5,,170500001627,6
5629,17200500000EB,17.5,17.6,,170500001627,6
5630,17200500000EB,17.1,17.2,,170500001627,6
5631,17200500000EB,17.2,17.3,,170500001627,6
5632,17200500000EB,16.6,16.7,,170500001627,6
5633,17200500000EB,16.7,16.8,,170500001627,6
5634,17200500000EB,16.4,16.5,,170500001627,6
5635,17100790000NB,115.916,116.0,,170790011533,6
5636,17100790000NB,117.2,117.28,,170790011717,6
5637,17200500000EB,18.0199,18.0618,,170500000018,6
5638,17200500000EB,18.2088,18.25,,170500000018,6
5639,17100790000NB,119.3326,119.4,,170790011774,6
5640,17100790000NB,115.8,115.8604,,170790011533,3
5641,17200500000EB,16.2,16.24,,170500001568,6
5642,17200500000EB,17.6,17.64,,170500001627,6
5643,17200500000EB,18.32,18.4,,170500001832,6
5644,17200500000EB,18.4664,18.5,,170500001845,6
5645,17100790000NB,114.1,114.132,,170790011191,6
5646,17100790000NB,115.5,115.55,,170790011533,6
5647,17100790000NB,115.55,115.6,,170790011533,6
5648,17100790000NB,116.8,116.9,,170790011533,6
5649,17100790000NB,117.1,117.17,,170790011533,6
5650,17100790000NB,117.1701,117.2,,170790011717,6
5651,17100790000NB,118.9301,119.0,,170790011774,6
5652,17100790000NB,119.2,119.2307,,170790011774,6
5653,17100790000NB,119.2427,119.3,,170790011774,6
5654,17100790000NB,119.3,119.3326,,170790011774,6
5655,17100790000NB,119.8,119.8519,,170790011953,6
5656,17200500000EB,18.0618,18.087,,170500000018,6
5657,17200500000EB,18.161,18.2,,170500000018,3
5658,17200500000EB,18.2551,18.3,,170500000018,6
5659,17200500000EB,16.303,16.333,,170500001627,6
5660,17200500000EB,16.333,16.4,,170500001627,6
5661,17100790000NB,114.9,114.953,,170790011490,6
5662,17100790000NB,114.953,115.0,,170790011490,6
5663,17100790000NB,115.347,115.4,,170790011533,6
5664,17100790000NB,115.866,115.9,,170790011533,3
5665,17100790000NB,117.332,117.4,,170790011717,6
5666,17100790000NB,117.756,117.8,,170790011774,6
5667,17200500000EB,18.1123,18.134,,170500000018,3
5668,17100790000NB,117.7067,117.7214,,170790011717,6
5669,17200500000EB,18.9748,18.9936,,170500001885,6
5670,17200500000EB,18.0,18.0199,,170500000018,6
5671,17200500000EB,18.1,18.1123,,170500000018,3
5672,17200500000EB,16.27,16.2898,,170500001627,6
5673,17100790000NB,119.5,119.53,,170790011774,6
5674,17200500000EB,15.68,15.7,,170500001568,3
5675,17200500000EB,18.45,18.4664,,170500001845,6
5676,17100790000NB,115.0,115.0199,,170790011490,6
5677,17100790000NB,117.46,117.5,,170790011717,6
5678,17100790000NB,118.9,118.9301,,170790011774,6
5679,17200500000EB,18.1417,18.161,,170500000018,3
5680,17200500000EB,18.3,18.32,,170500000018,6
5681,17100790000NB,115.33,115.347,,170790011533,6
5682,17100790000NB,115.9,115.916,,170790011533,6
5683,17100790000NB,117.314,117.332,,170790011717,6
5684,17200500000EB,18.51,18.52,,170500001845,6
5685,17200500000EB,18.52,18.53,,170500001852,6
5686,17200500000EB,16.2898,16.3,,170500001627,6
5687,17200500000EB,18.5,18.51,,170500001845,6
5688,17200500000EB,19.1,19.1144,,170500001885,6
5689,17100790000NB,117.2908,117.3,,170790011717,6
5690,17100790000NB,117.3,117.314,,170790011717,6
5691,17200500000EB,15.9,15.9124,,170500001568,6
5692,17200500000EB,19.2,19.21,,170500001885,6
5693,17200500000EB,17.79,17.8,,170500001779,6
5694,17200500000EB,18.087,18.1,,170500000018,6
5695,17100790000NB,115.3,115.311,,170790011490,6
5696,17100790000NB,115.311,115.3238,,170790011490,6
5697,17100790000NB,117.28,117.2908,,170790011717,6
5698,17100790000NB,117.722,117.74,,170790011717,6
5699,17100790000NB,117.74,117.756,,170790011774,6
5700,17200500000EB,18.134,18.1417,,170500000018,3
5701,17100790000NB,119.2307,119.2427,,170790011774,6
5702,17200500000EB,18.25,18.2551,,170500000018,6
5703,17200500000EB,18.2,18.2088,,170500000018,6
5704,17100790000NB,115.3238,115.33,,170790011490,6
5705,17200500000EB,16.1,16.1041,,170500001568,6
5706,17200500000EB,18.9936,19.0,,170500001885,6
5707,17100790000NB,116.0,116.0042,,170790011533,6
5708,17100790000NB,117.7,117.7067,,170790011717,6
5709,17200500000EB,17.8,17.8055,,170500001779,6
5710,17200500000EB,16.3,16.303,,170500001627,6
5711,17100790000NB,115.8604,115.866,,170790011533,3
5712,17100790000NB,117.17,117.1701,,170790011717,6
5713,17100790000NB,117.7214,117.722,,170790011717,6
5714,17100790000NB,121.5,121.6,,170790012072,6
5715,17100790000NB,121.9,122.0,,170790012072,6
5716,17100790000NB,122.121,122.2,,170790012072,6
5717,17100790000NB,120.72,120.8,,170790012072,6
5718,17100790000NB,121.6,121.6841,,170790012072,6
5719,17100790000NB,122.0,122.1,,170790012072,6
5720,17100790000NB,120.2,120.3,,170790011953,6
5721,17100790000NB,120.3,120.4,,170790011953,6
5722,17100790000NB,120.4,120.5,,170790011953,6
5723,17100790000NB,120.5,120.6,,170790011953,6
5724,17100790000NB,120.8,120.9,,170790012072,6
5725,17100790000NB,121.0,121.1,,170790012072,6
5726,17100790000NB,121.1,121.2,,170790012072,6
5727,17100790000NB,121.4,121.5,,170790012072,6
5728,17100790000NB,121.7,121.8,,170790012072,6
5729,17100790000NB,121.8,121.9,,170790012072,6
5730,17100790000NB,122.2,122.3,,170790012072,6
5731,17100790000NB,122.3,122.4,,170790012072,6
5732,17100790000NB,122.5,122.6,,170790012243,6
5733,17100790000NB,122.6,122.7,,170790012243,6
5734,17100790000NB,122.7,122.8,,170790012243,6
5735,17100790000NB,122.8,122.9,,170790012243,6
5736,17100790000NB,122.9,123.0,,170790012290,6
5737,17100790000NB,123.0023,123.1,,170790012290,6
5738,17100790000NB,123.1,123.2,,170790012290,6
5739,17100790000NB,120.1,120.2,,170790011953,6
5740,17100790000NB,122.43,122.4706,,170790012243,6
5741,17100790000NB,119.8519,119.9,,170790011953,6
5742,17100790000NB,119.9,119.9473,,170790011953,3
5743,17100790000NB,120.6,120.6453,,170790011953,6
5744,17100790000NB,120.6453,120.7,,170790011953,6
5745,17100790000NB,120.92,121.0,,170790012072,6
5746,17100790000NB,120.0,120.1,,170790011953,6
5747,17100790000NB,121.2,121.295,,170790012072,6
5748,17100790000NB,121.337,121.4,,170790012072,6
5749,17100790000NB,119.9473,119.9728,,170790011953,3
5750,17100790000NB,119.9728,120.0,,170790011953,3
5751,17100790000NB,120.7,120.72,,170790011953,6
5752,17100790000NB,120.9,120.92,,170790012072,6
5753,17100790000NB,122.4,122.43,,170790012072,6
5754,17100790000NB,122.4706,122.5,,170790012243,6
5755,17100790000NB,122.1,122.117,,170790012072,6
5756,17100790000NB,121.3,121.32,,170790012072,6
5757,17100790000NB,121.6841,121.7,,170790012072,6
5758,17100790000NB,121.32,121.337,,170790012072,6
5759,17100790000NB,123.0,123.0023,,170790012290,6
5760,17100790000NB,121.295,121.2985,,170790012072,6
5761,17100790000NB,122.117,122.121,,170790012072,6
5762,17100790000NB,121.2985,121.3,,170790012072,6
5763,17100790000NB,123.2,123.3,,170790012290,6
5764,17100790000NB,123.3,123.4,,170790012290,6
5765,17100790000NB,123.6,123.7,,170790012290,6
5766,17100790000NB,123.7,123.8,,170790012290,6
5767,17100790000NB,123.8,123.9,,170790012290,6
5768,17100790000NB,124.0,124.1,,170079123988,6
5769,17100790000NB,124.1,124.2,,170079123988,6
5770,17100790000NB,124.2,124.3,,170079123988,6
5771,17100790000NB,124.3,124.4,,170079123988,6
5772,17100790000NB,124.4,124.5,,170079123988,6
5773,17100790000NB,124.6,124.7,,170079123988,6
5774,17100790000NB,124.7,124.8,,170079123988,6
5775,17100790000NB,124.8,124.9,,170079123988,6
5776,17100790000NB,125.0,125.1,,170079123988,6
5777,17100790000NB,125.1,125.2,,170079123988,6
5778,17100790000NB,125.2,125.3,,170079123988,6
5779,17100790000NB,125.4,125.5,,170790012538,6
5780,17100790000NB,125.6,125.7,,170790012538,6
5781,17100790000NB,125.7,125.8,,170790012538,6
5782,17100790000NB,125.8,125.9,,170790012580,6
5783,17100790000NB,125.9,126.0,,170790012580,6
5784,17100790000NB,126.0,126.1,,170790012580,6
5785,17100790000NB,126.2,126.3,,170790012580,6
5786,17100790000NB,126.3,126.4,,170790012580,6
5787,17100790000NB,126.4,126.5,,170790012580,6
5788,17100790000NB,126.5,126.6,,170790012580,6
5789,17100790000NB,126.6,126.7,,170790012580,6
5790,17100790000NB,126.7,126.8,,170790012580,6
5791,17100790000NB,123.417,123.5,,170790012290,6
5792,17100790000NB,123.5,123.6,,170790012290,6
5793,17100790000NB,126.8,126.9,,170790012580,6
5794,17100790000NB,126.9,127.0,,170790012580,6
5795,17100790000NB,127.0,127.1,,170790012580,6
5796,17100790000NB,127.1,127.2,,170790012580,6
5797,17100790000NB,127.2,127.3,,170790012580,6
5798,17100790000NB,127.3,127.3934,,170790012580,6
5799,17100790000NB,127.4,127.5,,170790012580,6
5800,17100790000NB,127.5,127.6,,170790012580,6
5801,17100790000NB,125.3454,125.38,,170079123988,6
5802,17100790000NB,124.5,124.5611,,170079123988,6
5803,17100790000NB,124.9,124.9759,,170079123988,6
5804,17100790000NB,125.3,125.3454,,170079123988,6
5805,17100790000NB,125.5,125.566,,170790012538,6
5806,17100790000NB,125.566,125.6,,170790012538,6
5807,17100790000NB,126.1,126.1561,,170790012580,6
5808,17100790000NB,126.1561,126.2,,170790012580,6
5809,17100790000NB,123.953,123.988,,170790012290,6
5810,17100790000NB,123.4,123.417,,170790012290,6
5811,17100790000NB,123.9,123.9317,,170790012290,6
5812,17100790000NB,124.5611,124.6,,170079123988,6
5813,17100790000NB,124.9759,125.0,,170079123988,6
5814,17100790000NB,123.94,123.953,,170790012290,6
5815,17100790000NB,123.988,124.0,,170079123988,6
5816,17100790000NB,125.38,125.4,,170790012538,6
5817,17100790000NB,123.9317,123.94,,170790012290,6
5818,17100790000NB,127.3934,127.4,,170790012580,6
5819,38202190000NB,14.2208,14.3,,382190001415,6
5820,38202190000NB,14.3,14.4,,382190001415,6
5821,38202190000NB,14.4,14.5,,382190001415,6
5822,38202190000NB,14.5,14.6,,382190001415,6
5823,38202190000NB,14.6,14.67,,382190001415,6
5824,38202190000NB,14.15,14.2,,382190001415,6
5825,38202190000NB,14.2,14.2208,,382190001415,6
5826,38202190000NB,20.1,20.2,,382190001958,6
5827,38202190000NB,21.2,21.3,,382190001958,6
5828,38202190000NB,26.0,26.1,,382190002534,6
5829,38202190000NB,21.5,21.6,,382190001958,6
5830,38202190000NB,21.6,21.69,,382190001958,6
5831,38202190000NB,21.7,21.8,,382190001958,6
5832,38202190000NB,21.1,21.2,,382190001958,6
5833,38202190000NB,21.0,21.1,,382190001958,6
5834,38202190000NB,20.8,20.8761,,382190001958,6
5835,38202190000NB,20.5,20.6,,382190001958,6
5836,38202190000NB,20.4,20.5,,382190001958,6
5837,38202190000NB,20.2,20.3,,382190001958,6
5838,38202190000NB,20.3,20.4,,382190001958,6
5839,38202190000NB,25.4,25.5,,382190002534,6
5840,38202190000NB,25.6,25.7,,382190002534,6
5841,38202190000NB,25.7,25.8,,382190002534,6
5842,38202190000NB,25.8,25.9,,382190002534,6
5843,38202190000NB,25.9,26.0,,382190002534,6
5844,38202190000NB,26.2,26.3,,382190002534,6
5845,38202190000NB,26.54,26.6,,382190002637,6
5846,38202190000NB,20.0,20.1,,382190001958,6
5847,38202190000NB,19.7492,19.8,,382190001958,6
5848,38202190000NB,19.8,19.9,,382190001958,6
5849,38202190000NB,19.6066,19.7,,382190001958,6
5850,38202190000NB,21.3,21.3541,,382190001958,6
5851,38202190000NB,26.1,26.1596,,382190002534,6
5852,38202190000NB,21.3541,21.4,,382190001958,6
5853,38202190000NB,21.4,21.48,,382190001958,6
5854,38202190000NB,20.9417,21.0,,382190001958,6
5855,38202190000NB,20.9,20.9417,,382190001958,6
5856,38202190000NB,20.6,20.6755,,382190001958,6
5857,38202190000NB,20.7,20.8,,382190001958,6
5858,38202190000NB,25.34,25.4,,382190002534,6
5859,38202190000NB,25.5,25.6,,382190002534,6
5860,38202190000NB,26.1596,26.2,,382190002534,6
5861,38202190000NB,26.3,26.37,,382190002534,6
5862,38202190000NB,26.4,26.5,,382190002637,6
5863,38202190000NB,26.5,26.54,,382190002637,6
5864,38202190000NB,19.9,20.0,,382190001958,6
5865,38202190000NB,19.7,19.7492,,382190001958,6
5866,38202190000NB,26.6199,26.6449,,382190002637,6
5867,38202190000NB,21.8182,21.84,,382190001958,6
5868,38202190000NB,21.48,21.5,,382190001958,6
5869,38202190000NB,21.8,21.8182,,382190001958,6
5870,38202190000NB,20.6755,20.7,,382190001958,6
5871,38202190000NB,26.37,26.4,,382190002637,6
5872,38202190000NB,19.58,19.6,,382190001958,6
5873,38202190000NB,20.8761,20.8854,,382190001958,6
5874,38202190000NB,21.69,21.7,,382190001958,6
5875,38202190000NB,20.8854,20.9,,382190001958,6
5876,38202190000NB,26.6,26.6199,,382190002637,6
5877,38202190000NB,19.6,19.6066,,382190001958,6
5878,38202190000NB,26.7,26.8,,382190002637,6
5879,38202190000NB,26.8,26.9,,382190002637,6
5880,38202190000NB,26.9,27.0,,382190002637,6
5881,38202190000NB,27.0,27.1,,382190002637,6
5882,38202190000NB,27.1,27.2,,382190002637,6
5883,38202190000NB,27.2,27.3,,382190002637,6
5884,38202190000NB,27.4,27.5,,382190002637,6
5885,38202190000NB,27.5,27.6,,382190002637,6
5886,38202190000NB,28.8,28.9,,382190002637,6
5887,38202190000NB,28.9,29.0,,382190002637,6
5888,38202190000NB,29.0,29.1,,382190002637,6
5889,38202190000NB,27.6,27.7,,382190002637,6
5890,38202190000NB,27.7,27.8,,382190002637,6
5891,38202190000NB,28.1,28.2,,382190002637,6
5892,38202190000NB,28.2,28.3,,382190002637,6
5893,38202190000NB,28.3,28.4,,382190002637,6
5894,38202190000NB,28.4,28.5,,382190002637,6
5895,38202190000NB,28.5,28.6,,382190002637,6
5896,38202190000NB,28.6,28.7,,382190002637,6
5897,38202190000NB,28.7,28.8,,382190002637,6
5898,38202190000NB,27.8,27.9,,382190002637,6
5899,38202190000NB,27.9161,28.0,,382190002637,6
5900,38202190000NB,26.6449,26.7,,382190002637,6
5901,38202190000NB,27.3,27.4,,382190002637,6
5902,38202190000NB,28.025,28.1,,382190002637,6
5903,38202190000NB,29.1,29.12,,382190002637,6
5904,38202190000NB,28.0,28.025,,382190002637,6
5905,38202190000NB,27.9,27.9161,,382190002637,6
5906,38202190000NB,35.1,35.2,,382190003479,6
5907,38202190000NB,35.4,35.5,,382190003479,6
5908,38202190000NB,35.8,35.9,,382190003479,6
5909,38202190000NB,36.1,36.2,,382190003479,6
5910,38202190000NB,37.7,37.8,,382190003479,6
5911,38202190000NB,36.5,36.6,,382190003479,6
5912,38202190000NB,36.9,37.0,,382190003479,6
5913,38202190000NB,37.4,37.5,,382190003479,6
5914,38202190000NB,34.7,34.78,,382190003447,6
5915,38202190000NB,34.9,35.0,,382190003479,6
5916,38202190000NB,35.0,35.1,,382190003479,6
5917,38202190000NB,35.2,35.3,,382190003479,6
5918,38202190000NB,35.3,35.4,,382190003479,6
5919,38202190000NB,35.5,35.6,,382190003479,6
5920,38202190000NB,35.6,35.7,,382190003479,6
5921,38202190000NB,35.7,35.8,,382190003479,6
