,RouteId,BeginPoint,EndPoint,NhsVn,FacilityTypeVn,FsystemVn
1074,35100700017EB0005A,0.3219,0.332,,4,1
1075,35100700017EB0005A,0.0603,0.0704,,4,1
1076,35100700017EB0010B,0.0,0.714,,4,1
1077,35100700017WB0010D,0.0,0.585,,4,1
1078,35100700017EB0011A,0.1278,0.338,,4,1
1079,35100700017WB0010C,0.0,0.408,,4,1
1080,35100700017EB0010A,0.0,0.2151,,4,1
1081,35100700017EB0011B,0.0,0.248,,4,1
1082,35100700017WB0011C,0.0,0.187,,4,1
1083,35100700017WB0011D,0.0,0.197,,4,1
1084,35100700017EB0010A,0.2151,0.318,,4,1
1085,35100700017EB0011A,0.0,0.1278,,4,1
1086,35100700017EB0010E,0.0,0.068,,4,1
1087,35100700017EB0011E,0.0,0.019,,4,1
1088,25100790017NB0135A,0.0,0.185,,4,1
1089,25100790017NB0135B,0.0,0.254,,4,1
1090,25100790017SB0135D,0.0,0.353,,4,1
1091,25100790017SB0135C,0.0,0.259,,4,1
1092,25100790017NB0137A,0.0,0.27,,4,1
1093,25100790017NB0139A,0.0,0.239,,4,1
1094,25100790017NB0139B,0.0,0.38,,4,1
1095,25100790017SB0139C,0.0,0.256,,4,1
1096,25100790017SB0139D,0.0,0.298,,4,1
1097,25100790017NB0136A,0.1057,0.57,,4,1
1098,25100790017SB0136D,0.0,0.5107,,4,1
1099,25100790017SB0137C,0.0,0.1698,,4,1
1100,25100790017SB0137D,0.0967,0.288,,4,1
1101,25100790017NB0136B,0.0,0.5054,,4,1
1102,25100790017SB0136C,0.1548,0.611,,4,1
1103,25100790017NB0137B,0.0,0.0626,,4,1
1104,25100790017SB0137D,0.0,0.0967,,4,1
1105,25100790017SB0136C,0.0,0.1429,,4,1
1106,25100790017NB0137B,0.0626,0.2003,,4,1
1107,25100790017NB0136A,0.0,0.1057,,4,1
1108,25100790017NB0137F,0.0,0.035,,4,1
1109,25100790017SB0137C,0.1698,0.236,,4,1
1110,25100790017NB0136B,0.5171,0.569,,4,1
1111,25100790017NB0137B,0.2093,0.251,,4,1
1112,25100790017SB0136D,0.5107,0.557,,4,1
1113,25100790017SB0137H,0.0,0.021,,4,1
1114,25100790017SB0137G,0.0,0.016,,4,1
1115,25100790017NB0136B,0.5054,0.5171,,4,1
1116,25100790017SB0136C,0.1429,0.1548,,4,1
1117,25100790017NB0137B,0.2003,0.2093,,4,1
1118,31100790017NB0146B,0.0,0.392,,4,1
1119,31100790017SB0146C,0.0,0.378,,4,1
1120,31100790017SB0146D,0.0,0.345,,4,1
1121,31100790017NB0146A,0.0,0.279,,4,1
1122,31100790017NB0152A,0.0,0.327,,4,1
1123,31100790017SB0152C,0.0,0.4068,,4,1
1124,31100790017SB0152D,0.0,0.0965,,4,1
1125,31100790017SB0152D,0.0965,0.3334,,4,1
1126,31100790017NB0152B,0.064,0.37,,4,1
1127,31100790017SB0152H,0.0073,0.057,,4,1
1128,31100790017NB0152B,0.02,0.064,,4,1
1129,31100790017NB0152B,0.0,0.02,,4,1
1130,31100790017SB0152D,0.3445,0.358,,4,1
1131,31100790017SB0152H,0.0,0.0073,,4,1
1132,31100790017SB0152D,0.3334,0.3445,,4,1
1133,31100790017SB0152C,0.4068,0.414,,4,1
1134,31100790017SB0155C,0.0,0.4133,,4,1
1135,31100790017NB0155A,0.0,0.2308,,4,1
1136,31100790017NB0155B,0.0,0.2337,,4,1
1137,31100790017NB0155B,0.2337,0.414,,4,1
1138,31100790017SB0155D,0.0215,0.1343,,4,1
1139,31100790017SB0155D,0.1343,0.335,,4,1
1140,31100790017NB0155A,0.2308,0.393,,4,1
1141,31100790017SB0155D,0.3445,0.481,,4,1
1142,31100790017NB0155E,0.0,0.0662,,4,1
1143,31100790017SB0155H,0.0059,0.069,,4,1
1144,31100790017NB0155F,0.0061,0.059,,4,1
1145,31100790017SB0155D,0.0,0.0215,,4,1
1146,31100790017SB0155D,0.3369,0.3445,,4,1
1147,31100790017NB0155E,0.0662,0.073,,4,1
1148,31100790017SB0155H,0.0,0.0059,,4,1
1149,31100790017NB0155F,0.0,0.0061,,4,1
1150,31100790017SB0155C,0.4133,0.419,,4,1
1151,31100790017SB0155D,0.336,0.3369,,4,1
1152,31100680017EB0004B,0.0,0.49,,4,1
1153,31100680017WB0001D,0.1249,0.544,,4,1
1154,31100680017WB0004C,0.0,0.4,,4,1
1155,31100680017EB0001A,0.0,0.3705,,4,1
1156,31100680017EB0004A,0.0,0.413,,4,1
1157,31100680017WB0004D,0.0,0.303,,4,1
1158,31100680017EB0001B,0.0076,0.2689,,4,1
1159,31100680017WB0001C,0.0758,0.3644,,4,1
1160,31100680017WB0001D,0.0,0.1249,,4,1
1161,31100680017EB0001B,0.277,0.328,,4,1
1162,31100680017WB0001C,0.0,0.0678,,4,1
1163,31100680017WB0001H,0.0075,0.052,,4,1
1164,31100680017EB0001A,0.3705,0.378,,4,1
1165,31100680017EB0001B,0.0,0.0076,,4,1
1166,31100680017WB0001C,0.3644,0.372,,4,1
1167,31100680017WB0001H,0.0,0.0075,,4,1
1168,31100680017EB0001B,0.2689,0.277,,4,1
1169,31100680017WB0001C,0.0678,0.0758,,4,1
1170,31100680017WB0007C,0.0,0.43,,4,1
1171,31100680017WB0007D,0.0075,0.465,,4,1
1172,31100680017EB0007A,0.0,0.4831,,4,1
1173,31100680017WB0007D,0.0,0.0075,,4,1
1174,31100680017EB0007A,0.4831,0.491,,4,1
1175,31100680017EB0007B,0.0,0.411,,4,1
1176,31100680017EB0010A,0.0,0.352,,4,1
1177,31100680017EB0010B,0.0,0.537,,4,1
1178,31100680017WB0010D,0.08,0.394,,4,1
1179,31100680017WB0010C,0.0,0.356,,4,1
1180,31100680017WB0010H,0.0,0.16,,4,1
1181,31100680017WB0010C,0.356,0.587,,4,1
1182,31100680017WB0010D,0.0,0.08,,4,1
1183,31100680017EB0015A,0.0,0.182,,4,1
1184,39100680018WB,0.0,0.676,,1,1
1185,39100680017WB0015C,0.0,0.271,,4,1
1186,39100680017EB0015A,0.0,0.236,,4,1
1187,39100680017EB0015B,0.0,0.191,,4,1
1188,39100680017WB0015D,0.0,0.202,,4,1
1189,39100680017EB0023B,0.0,0.342,,4,1
1190,39100680017WB0023C,0.0,0.292,,4,1
1191,39100680017EB0023A,0.0,0.241,,4,1
1192,39100680017WB0023D,0.0,0.231,,4,1
1193,39100680017EB0029A,0.0,0.301,,4,1
1194,39100680017EB0029B,0.0,0.294,,4,1
1195,39100680017WB0029C,0.0,0.265,,4,1
1196,39100680017WB0029D,0.0,0.213,,4,1
1197,02100810017NB0005A,0.0,0.245,,4,1
1198,02100810017SB0005C,0.0,0.223,,4,1
1199,02100810017SB0005D,0.0,0.221,,4,1
1200,02100810017NB0005B,0.0,0.188,,4,1
1201,02100810017NB0012B,0.0,0.334,,4,1
1202,02100810017SB0008C,0.0,0.306,,4,1
1203,02100810017SB0012C,0.0,0.274,,4,1
1204,02100810017NB0008A,0.0,0.271,,4,1
1205,02100810017NB0008B,0.0,0.298,,4,1
1206,02100810017NB0013A,0.0,0.278,,4,1
1207,02100810017SB0008D,0.0,0.298,,4,1
1208,02100810017SB0012D,0.0062,0.219,,4,1
1209,02100810017NB0012A,0.0,0.2067,,4,1
1210,02100810017SB0012D,0.0,0.0062,,4,1
1211,02100810017NB0012A,0.2067,0.213,,4,1
1212,02100810017NB0013B,0.0,0.285,,4,1
1213,02100810017NB0016A,0.0,0.362,,4,1
1214,02100810017SB0013C,0.0,0.29,,4,1
1215,02100810017SB0016D,0.0,0.511,,4,1
1216,02100810017NB0014A,0.0,0.234,,4,1
1217,02100810017NB0014B,0.0,0.238,,4,1
1218,02100810017NB0016F,0.0,0.325,,4,1
1219,02100810017SB0013D,0.0,0.252,,4,1
1220,02100810017SB0014C,0.0,0.265,,4,1
1221,02100810017SB0016G,0.0,0.37,,4,1
1222,02100810017SB0014D,0.1,0.273,,4,1
1223,02100810017SB0014D,0.0,0.053,,4,1
1224,02100810017SB0014D,0.053,0.1,,4,1
1225,02100810017NB0016B,0.0,0.557,,4,1
1226,02100810017SB0016C,0.0,0.529,,4,1
1227,02100810017NB0016E,0.0,0.377,,4,1
1228,02100810017NB0020B,0.0441,0.288,,4,1
1229,02100810017SB0020C,0.0,0.238,,4,1
1230,02100810017SB0020D,0.0515,0.253,,4,1
1231,02100810017NB0020A,0.0,0.2449,,4,1
1232,02100810017SB0016H,0.0,0.345,,4,1
1233,02100810017NB0020B,0.0,0.0441,,4,1
1234,02100810017SB0020D,0.0,0.0515,,4,1
1235,02100810017SB0020H,0.0032,0.029,,4,1
1236,02100810017NB0020E,0.0,0.021,,4,1
1237,02100810017SB0020H,0.0,0.0032,,4,1
1238,02100810017NB0020A,0.2449,0.248,,4,1
1239,02100810017NB0023B,0.0,0.389,,4,1
1240,02100810017SB0023D,0.0923,0.412,,4,1
1241,02100810017NB0023A,0.0,0.273,,4,1
1242,02100810017SB0023D,0.0,0.0923,,4,1
1243,02100810017SB0023H,0.0024,0.032,,4,1
1244,02100810017SB0023C,0.281,0.283,,4,1
1245,02100810017SB0023H,0.0,0.0024,,4,1
1246,02100810017SB0023C,0.0,0.281,,4,1
