,RouteId,BeginPoint,EndPoint,AadtVn,FsystemVn,FacilityTypeVn,UrbanIdVn,NhsVn
37,2430016000000,2.4085,2.5107,,4,2,99999,
38,2430016000000,3.7229,3.87,,4,2,99999,
39,2430016000000,1.6236,1.73,,4,2,99999,
40,2440009000000,6.2325,6.346,,5,2,99999,
41,2430016000000,0.157,0.284,,4,2,99999,
42,2440009000000,5.9925,6.045,,5,2,99999,
43,2430161000000,0.0,0.08,,5,2,99999,
44,2430016000000,0.06,0.1412,,4,2,99999,
45,2430016000000,3.87,3.92,,4,2,99999,
46,2430016000000,3.92,3.97,,4,2,99999,
47,2430016000000,3.3067,3.387,,4,2,99999,
48,2440009000000,6.1662,6.2325,,5,2,99999,
49,2430016000000,2.3394,2.4085,,4,2,99999,
50,2430016000000,0.3716,0.4329,,4,2,99999,
51,2440009000000,4.5764,4.617,,5,2,99999,
52,2440009000000,5.9337,5.9925,,5,2,99999,
53,2430016000000,0.284,0.3535,,4,2,99999,
54,2430016000000,3.9925,4.05,,4,2,99999,
55,2440011000000,0.036,0.0724,,5,2,99999,
56,2440011000000,1.983,2.01,,5,2,99999,
57,2430016000000,3.97,3.9925,,4,2,99999,
58,2430016000000,3.1699,3.2007,,4,2,99999,
59,2440009000000,5.5581,5.5699,,5,2,99999,
60,2430016000000,6.2115,6.2289,,4,2,99999,
61,2430016000000,3.1432,3.1699,,4,2,99999,
62,2440009000000,3.783,3.803,,5,2,99999,
63,2440011000000,0.016,0.036,,5,2,99999,
64,2440009000000,6.346,6.366,,5,2,99999,
65,2440009000000,6.366,6.3894,,5,2,99999,
66,2440009000000,4.381,4.401,,5,2,99999,
67,2430016000000,3.2906,3.3067,,4,2,99999,
68,2430016000000,0.3535,0.3716,,4,2,99999,
69,2430016000000,6.18,6.2,,4,2,99999,
70,2440011000000,0.0,0.016,,5,2,99999,
71,2440009000000,7.015,7.035,,5,2,99999,
72,2440011000000,1.969,1.983,,5,2,99999,
73,2430016000000,0.147,0.157,,4,2,99999,
74,2440009000000,6.045,6.057,,5,2,99999,
75,2440009060000,0.0,0.015,,5,2,99999,
76,2430016000000,6.2,6.2115,,4,2,99999,
77,2430016000000,6.16,6.18,,4,2,99999,
78,2440011000000,1.9626,1.969,,5,2,99999,
79,2430016000000,0.1412,0.147,,4,2,99999,
80,2440009060000,0.835,0.843,,5,2,99999,
81,2440009000000,7.87,7.8715,,5,2,99999,
82,3040014000000,0.02,0.381,,5,2,99999,
83,3040014000000,1.08,1.28,,5,2,99999,
84,3040014000000,0.96,1.08,,5,2,99999,
85,3040014000000,1.8065,1.9,,5,2,99999,
86,3040014000000,1.33,1.4796,,5,2,99999,
87,3040014000000,1.4796,1.67,,5,2,99999,
88,3040014000000,0.5951,0.7281,,5,2,99999,
89,3040014000000,0.7281,0.9502,,5,2,99999,
90,30200520000EB,18.1,18.2,,3,2,99999,1.0
91,30200520000EB,18.5,18.6,,3,2,99999,1.0
92,30200520000EB,19.8,19.9,,3,2,99999,1.0
93,30200520000EB,20.3,20.4,,3,2,99999,1.0
94,30201190000NB,0.0,0.0683,,3,2,99999,1.0
95,3040014000000,1.9,1.97,,5,2,99999,
96,3040014000000,1.28,1.33,,5,2,99999,
97,3040119010000,0.0,0.1332,,5,2,99999,
98,3040014000000,0.46,0.5951,,5,2,99999,
99,3040014000000,1.67,1.8065,,5,2,99999,
100,30200520004NB,0.0,0.0842,,5,1,99999,
101,30200520000EB,20.4,20.47,,3,2,99999,1.0
102,30200520000EB,17.7,17.8,,3,2,99999,1.0
103,30200520000EB,17.8,17.9,,3,2,99999,1.0
104,30200520000EB,18.0,18.1,,3,2,99999,1.0
105,30200520000EB,18.6,18.7,,3,2,99999,1.0
106,30200520000EB,18.7,18.8,,3,2,99999,1.0
107,30200520000EB,18.8,18.88,,3,2,99999,1.0
108,30200520000EB,18.9,19.0,,3,2,99999,1.0
109,30200520000EB,19.408,19.5,,3,2,99999,1.0
110,30200520000EB,19.5,19.6,,3,2,99999,1.0
111,30200520000EB,19.6,19.7,,3,2,99999,1.0
112,30200520000EB,19.7,19.8,,3,2,99999,1.0
113,30200520000EB,19.9,20.0,,3,2,99999,1.0
114,30200520000EB,20.0,20.06,,3,2,99999,1.0
115,30200520000EB,20.1,20.2,,3,2,99999,1.0
116,30200520000EB,21.2192,21.3,,3,2,99999,1.0
117,30200520000EB,21.3,21.4,,3,2,99999,1.0
118,30200520000EB,21.5,21.6,,3,2,99999,1.0
119,30200520007WB,0.0,0.1,,3,1,99999,1.0
120,30200520007WB,0.1,0.2,,3,1,99999,1.0
121,30200520007WB,0.2,0.25,,3,1,99999,1.0
122,30200520000EB,20.6,20.68,,3,2,99999,1.0
123,30200520000EB,19.2,19.3,,3,2,99999,1.0
124,30200520000EB,21.114,21.2,,3,2,99999,1.0
125,30200520004NB,0.22,0.3051,,5,2,99999,
126,3040014000000,0.0,0.02,,5,2,99999,
127,30200520007WB,0.25,0.27,,3,1,99999,1.0
128,3040119010000,0.1332,0.1926,,5,2,99999,
129,30200520004NB,0.3051,0.39,,5,2,99999,
130,30200520004NB,0.17,0.2191,,5,2,99999,
131,3040119010000,0.2496,0.3059,,5,2,99999,
132,30201190023EB,0.1172,0.1525,,5,2,99999,
133,30200520000EB,20.8019,20.86,,3,2,99999,1.0
134,30200520004NB,0.096,0.17,,5,2,99999,
135,30200520000EB,19.31,19.34,,3,2,99999,1.0
136,30200520000EB,21.06,21.09,,3,2,99999,1.0
137,30200520000EB,18.44,18.5,,3,2,99999,1.0
138,30200520000EB,20.28,20.3,,3,2,99999,1.0
139,30200520000EB,17.9,18.0,,3,2,99999,1.0
140,30200520000EB,18.32,18.4,,3,2,99999,1.0
141,30200520000EB,19.1,19.141,,3,2,99999,1.0
142,30200520000EB,19.34,19.4,,3,2,99999,1.0
143,30200520000EB,20.06,20.1,,3,2,99999,1.0
144,30200520000EB,20.2,20.2734,,3,2,99999,1.0
145,30200520000EB,20.5,20.5425,,3,2,99999,1.0
146,30200520000EB,20.9382,21.0,,3,2,99999,1.0
147,30200520000EB,21.4,21.44,,3,2,99999,1.0
148,30200520000EB,20.86,20.9,,3,2,99999,1.0
149,30200520000EB,18.212,18.3,,3,2,99999,1.0
150,30200520000EB,19.0,19.069,,3,2,99999,1.0
151,30200520000EB,19.155,19.186,,3,2,99999,1.0
152,30200520000EB,21.7,21.7366,,3,2,99999,1.0
153,30201190023EB,0.0,0.04,,5,2,99999,
154,3040014000000,0.397,0.46,,5,2,99999,
155,3040014000000,1.97,2.0102,,5,2,99999,
156,30200520000EB,21.6211,21.6701,,3,2,99999,1.0
157,30201190023EB,0.0969,0.1172,,5,2,99999,
158,3040119010000,0.193,0.2191,,5,2,99999,
159,3040119010000,0.2191,0.2496,,5,2,99999,
160,30200520000EB,20.5425,20.5668,,3,2,99999,1.0
161,30200520000EB,20.5668,20.59,,3,2,99999,1.0
162,30201190023EB,0.0538,0.0743,,5,2,99999,
163,30201190023EB,0.0743,0.0969,,5,2,99999,
164,30201190023EB,0.1525,0.18,,5,2,99999,
165,30200520000EB,20.9186,20.9382,,3,2,99999,1.0
166,30201190001NB,0.0,0.04,,5,1,99999,
167,30201190001NB,0.07,0.1,,5,1,99999,
168,30200520000EB,18.408,18.44,,3,2,99999,1.0
169,30200520000EB,20.47,20.5,,3,2,99999,1.0
170,30200520000EB,21.4468,21.5,,3,2,99999,1.0
171,30200520000EB,21.6,21.6211,,3,2,99999,1.0
172,30200520000EB,20.6808,20.7,,3,2,99999,1.0
173,30200520000EB,20.7,20.7542,,3,2,99999,1.0
174,30200520000EB,18.3,18.32,,3,2,99999,1.0
175,30200520000EB,21.032,21.06,,3,2,99999,1.0
176,30200520000EB,19.069,19.1,,3,2,99999,1.0
177,30200520000EB,21.6701,21.7,,3,2,99999,1.0
178,30201190023EB,0.04,0.0538,,5,2,99999,
179,3040014000000,0.9502,0.96,,5,2,99999,
180,30201190002EB,0.0316,0.18,,5,2,99999,
181,30200520000EB,21.2063,21.2192,,3,2,99999,1.0
182,30200520004NB,0.0842,0.096,,5,1,99999,
183,30200520000EB,20.7564,20.78,,3,2,99999,1.0
184,30200520000EB,20.78,20.8,,3,2,99999,1.0
185,30200520000EB,18.88,18.9,,3,2,99999,1.0
186,30200520000EB,19.3,19.31,,3,2,99999,1.0
187,30200520000EB,20.9,20.91,,3,2,99999,1.0
188,30200520000EB,19.186,19.2,,3,2,99999,1.0
189,30200520000EB,21.01,21.032,,3,2,99999,1.0
190,30200520000EB,21.1,21.114,,3,2,99999,1.0
191,30200520000EB,19.141,19.155,,3,2,99999,1.0
192,30201190001NB,0.04,0.056,,5,1,99999,
193,30201190001NB,0.056,0.07,,5,1,99999,
194,3040014000000,0.381,0.397,,5,2,99999,
195,30200520000EB,20.275,20.28,,3,2,99999,1.0
196,30200520000EB,21.44,21.4468,,3,2,99999,1.0
197,30200520000EB,20.91,20.9186,,3,2,99999,1.0
198,30200520000EB,18.2,18.212,,3,2,99999,1.0
199,30200520000EB,18.4,18.408,,3,2,99999,1.0
200,30200520000EB,19.4,19.408,,3,2,99999,1.0
201,30200520000EB,21.0,21.01,,3,2,99999,1.0
202,30200520000EB,21.09,21.1,,3,2,99999,1.0
203,30200520000EB,21.2,21.2063,,3,2,99999,1.0
204,30200520000EB,20.59,20.6,,3,2,99999,1.0
205,3040119010000,0.3059,0.31,,5,2,99999,
206,30201190002EB,0.0,0.0316,,5,2,99999,
207,30200520000EB,20.7542,20.7564,,3,2,99999,1.0
208,30201190000NB,0.0683,0.07,,3,2,99999,1.0
209,30200520000EB,20.8,20.8019,,3,2,99999,1.0
210,30200520000EB,20.2734,20.275,,3,2,99999,1.0
211,30200520000EB,20.68,20.6808,,3,2,99999,1.0
212,30200520004NB,0.2191,0.22,,5,2,99999,
213,3040119010000,0.1926,0.193,,5,2,99999,
214,3030065000000,18.27,18.5962,,5,2,99999,
215,3030065000000,18.5962,18.858,,5,2,99999,
216,30200520000EB,13.0,13.1,,3,2,99999,1.0
217,30200520000EB,15.0,15.1,,3,2,99999,1.0
218,30200520000EB,16.1,16.2,,3,2,99999,1.0
219,30200520000EB,10.6,10.7,,3,2,99999,1.0
220,30200520000EB,11.2,11.3,,3,2,99999,1.0
221,30200520000EB,11.9,12.0,,3,2,99999,1.0
222,30200520000EB,8.3,8.4,,3,2,99999,1.0
223,30200520000EB,9.5,9.6,,3,2,99999,1.0
224,30200520000EB,9.7,9.8,,3,2,99999,1.0
225,30201190000NB,10.2,10.3,,3,2,99999,1.0
226,30201190000NB,7.7,7.8,,3,2,99999,1.0
227,30201190000NB,8.1,8.2,,3,2,99999,1.0
228,30201190000NB,8.6,8.7,,3,2,99999,1.0
229,30201190000NB,8.9,9.0,,3,2,99999,1.0
230,30201190000NB,9.3,9.4,,3,2,99999,1.0
231,30201190000NB,9.6,9.7,,3,2,99999,1.0
232,3040014000000,2.0102,2.1373,,5,2,99999,
233,3040014000000,2.1373,2.2495,,5,2,99999,
234,30200520000EB,12.8045,12.8648,,3,2,99999,1.0
235,3030065000000,18.858,18.9632,,5,2,99999,
236,30200520000EB,9.6065,9.6458,,3,2,99999,1.0
237,30200520000EB,12.9214,13.0,,3,2,99999,1.0
238,30200520000EB,11.6,11.65,,3,2,99999,1.0
239,30200520000EB,9.8,9.9,,3,2,99999,1.0
240,30200520000EB,9.9,9.94,,3,2,99999,1.0
241,30201190000NB,8.7,8.7788,,3,2,99999,1.0
242,30201190000NB,9.9,9.97,,3,2,99999,1.0
243,30200520000EB,13.9,13.9707,,3,2,99999,1.0
244,30200520000EB,14.0,14.1,,3,2,99999,1.0
245,30200520000EB,14.1,14.2,,3,2,99999,1.0
246,30200520000EB,14.2,14.3,,3,2,99999,1.0
247,30200520000EB,14.3,14.4,,3,2,99999,1.0
248,30200520000EB,14.4,14.5,,3,2,99999,1.0
249,30200520000EB,14.5415,14.6,,3,2,99999,1.0
250,30200520000EB,14.7,14.8,,3,2,99999,1.0
251,30200520000EB,14.8,14.9,,3,2,99999,1.0
252,30200520000EB,14.9,15.0,,3,2,99999,1.0
253,30200520000EB,15.1,15.2,,3,2,99999,1.0
254,30200520000EB,15.2,15.3,,3,2,99999,1.0
255,30200520000EB,15.3,15.4,,3,2,99999,1.0
256,30200520000EB,15.4028,15.5,,3,2,99999,1.0
257,30200520000EB,16.0,16.1,,3,2,99999,1.0
258,30200520000EB,16.2,16.3,,3,2,99999,1.0
259,30200520000EB,16.3,16.4,,3,2,99999,1.0
260,30200520000EB,16.4,16.48,,3,2,99999,1.0
261,30200520000EB,16.5,16.6,,3,2,99999,1.0
262,30200520000EB,16.7,16.8,,3,2,99999,1.0
263,30200520000EB,16.8,16.87,,3,2,99999,1.0
264,30200520000EB,16.9,17.0,,3,2,99999,1.0
265,30200520000EB,17.1,17.2,,3,2,99999,1.0
266,30200520000EB,10.1,10.2,,3,2,99999,1.0
267,30200520000EB,10.2,10.3,,3,2,99999,1.0
268,30200520000EB,10.4,10.5,,3,2,99999,1.0
269,30200520000EB,10.5,10.6,,3,2,99999,1.0
270,30200520000EB,10.7,10.8,,3,2,99999,1.0
271,30200520000EB,10.8,10.9,,3,2,99999,1.0
272,30200520000EB,10.9,11.0,,3,2,99999,1.0
273,30200520000EB,11.0,11.1,,3,2,99999,1.0
274,30200520000EB,11.1,11.2,,3,2,99999,1.0
275,30200520000EB,11.3,11.4,,3,2,99999,1.0
276,30200520000EB,11.4,11.5,,3,2,99999,1.0
277,30200520000EB,11.5,11.6,,3,2,99999,1.0
278,30200520000EB,11.7,11.8,,3,2,99999,1.0
279,30200520000EB,11.8,11.9,,3,2,99999,1.0
280,30200520000EB,13.1,13.2,,3,2,99999,1.0
281,30200520000EB,13.2,13.3,,3,2,99999,1.0
282,30200520000EB,13.3,13.4,,3,2,99999,1.0
283,30200520000EB,13.4,13.5,,3,2,99999,1.0
284,30200520000EB,13.5,13.6,,3,2,99999,1.0
285,30200520000EB,13.6,13.7,,3,2,99999,1.0
286,30200520000EB,13.7,13.8,,3,2,99999,1.0
287,30200520000EB,15.5,15.6,,3,2,99999,1.0
288,30200520000EB,15.6,15.7,,3,2,99999,1.0
289,30200520000EB,15.7,15.8,,3,2,99999,1.0
290,30200520000EB,15.8,15.9,,3,2,99999,1.0
291,30200520000EB,17.2,17.3,,3,2,99999,1.0
292,30200520000EB,17.6,17.678,,3,2,99999,1.0
293,30200520000EB,7.6,7.68,,3,2,99999,1.0
294,30200520000EB,7.7,7.8,,3,2,99999,1.0
295,30200520000EB,7.9279,8.0,,3,2,99999,1.0
296,30200520000EB,8.0,8.1,,3,2,99999,1.0
297,30200520000EB,8.1,8.2,,3,2,99999,1.0
298,30200520000EB,8.2,8.3,,3,2,99999,1.0
299,30200520000EB,8.4,8.5,,3,2,99999,1.0
300,30200520000EB,8.5,8.5911,,3,2,99999,1.0
301,30200520000EB,8.8,8.9,,3,2,99999,1.0
302,30200520000EB,8.9,9.0,,3,2,99999,1.0
303,30200520000EB,9.0,9.09,,3,2,99999,1.0
304,30201190000NB,10.0,10.1,,3,2,99999,1.0
305,30201190000NB,10.1,10.2,,3,2,99999,1.0
306,30201190000NB,7.5,7.6,,3,2,99999,1.0
307,30201190000NB,8.0,8.1,,3,2,99999,1.0
308,30201190000NB,8.2,8.3,,3,2,99999,1.0
309,30201190000NB,8.8,8.9,,3,2,99999,1.0
310,30201190000NB,9.0,9.1,,3,2,99999,1.0
311,30201190000NB,9.1,9.2,,3,2,99999,1.0
312,30201190000NB,9.2,9.3,,3,2,99999,1.0
313,30201190000NB,9.4,9.5,,3,2,99999,1.0
314,30201190000NB,9.5,9.6,,3,2,99999,1.0
315,30201190000NB,9.7,9.8,,3,2,99999,1.0
316,30201190000NB,9.8,9.9,,3,2,99999,1.0
317,30200520000EB,12.0,12.1,,3,2,99999,1.0
318,30200520000EB,12.1,12.2,,3,2,99999,1.0
319,30200520000EB,12.2,12.3,,3,2,99999,1.0
320,30200520000EB,12.3,12.37,,3,2,99999,1.0
321,30200520000EB,12.7071,12.8,,3,2,99999,1.0
322,30200520000EB,17.5,17.6,,3,2,99999,1.0
323,30200520000EB,9.1,9.2,,3,2,99999,1.0
324,30200520000EB,12.4,12.5,,3,2,99999,1.0
325,30200520000EB,12.5,12.6,,3,2,99999,1.0
326,30200520000EB,9.2,9.3,,3,2,99999,1.0
327,30200520000EB,9.3,9.4,,3,2,99999,1.0
328,30200520000EB,9.4,9.5,,3,2,99999,1.0
329,30201190000NB,8.3,8.4,,3,2,99999,1.0
330,30201190000NB,8.4,8.5,,3,2,99999,1.0
331,30200520000EB,7.5,7.6,,3,2,99999,1.0
332,30201190000NB,10.3,10.3821,,3,2,99999,1.0
333,3030065000200,0.0,0.06,,5,2,99999,
334,3030065000000,23.7548,23.8033,,5,2,99999,
335,3030065000000,23.8033,23.8499,,5,2,99999,
336,30200520000EB,7.83,7.8506,,3,2,99999,1.0
337,30200520000EB,11.65,11.7,,3,2,99999,1.0
338,30200520000EB,9.6458,9.7,,3,2,99999,1.0
339,30200520000EB,9.95,10.0,,3,2,99999,1.0
340,30201190000NB,8.5521,8.6,,3,2,99999,1.0
341,30200520000EB,13.83,13.9,,3,2,99999,1.0
342,30200520000EB,13.9707,14.0,,3,2,99999,1.0
343,30200520000EB,14.6,14.66,,3,2,99999,1.0
344,30200520000EB,14.66,14.7,,3,2,99999,1.0
345,30200520000EB,15.9599,16.0,,3,2,99999,1.0
346,30200520000EB,16.6,16.7,,3,2,99999,1.0
347,30200520000EB,17.02,17.1,,3,2,99999,1.0
348,30200520000EB,10.0,10.1,,3,2,99999,1.0
349,30200520000EB,10.3,10.3787,,3,2,99999,1.0
350,30200520000EB,15.9,15.95,,3,2,99999,1.0
351,30200520000EB,17.32,17.4,,3,2,99999,1.0
352,30200520000EB,17.4,17.434,,3,2,99999,1.0
353,30200520000EB,8.6537,8.7,,3,2,99999,1.0
354,30200520000EB,8.7,8.8,,3,2,99999,1.0
355,30201190000NB,7.8,7.9,,3,2,99999,1.0
356,30201190000NB,7.9,7.95,,3,2,99999,1.0
357,30201190000NB,7.95,8.0,,3,2,99999,1.0
358,30200520000EB,12.6,12.671,,3,2,99999,1.0
359,30200520000EB,17.434,17.5,,3,2,99999,1.0
360,30201190000NB,8.5,8.5521,,3,2,99999,1.0
361,30200520000EB,7.864,7.9,,3,2,99999,1.0
362,30201190000NB,7.635,7.698,,3,2,99999,1.0
363,3030065000000,23.8499,23.87,,5,2,99999,
364,3030065000000,23.7386,23.7548,,5,2,99999,
365,30200520000EB,12.8648,12.9,,3,2,99999,1.0
366,30200520000EB,7.8051,7.83,,3,2,99999,1.0
367,30201190000NB,9.97,10.0,,3,2,99999,1.0
368,30200520000EB,14.5,14.5415,,3,2,99999,1.0
369,30200520000EB,16.87,16.9,,3,2,99999,1.0
370,30200520000EB,17.0,17.02,,3,2,99999,1.0
371,30200520000EB,17.678,17.7,,3,2,99999,1.0
372,30200520000EB,10.3787,10.4,,3,2,99999,1.0
373,30200520000EB,13.8,13.83,,3,2,99999,1.0
374,30200520000EB,8.6,8.6537,,3,2,99999,1.0
375,30201190000NB,7.4595,7.5,,3,2,99999,1.0
376,30201190000NB,8.7788,8.8,,3,2,99999,1.0
377,30200520000EB,12.37,12.4,,3,2,99999,1.0
378,30200520000EB,12.671,12.7,,3,2,99999,1.0
379,30201190000NB,7.606,7.6314,,3,2,99999,1.0
380,30201190000NB,7.45,7.4595,,3,2,99999,1.0
381,30200520000EB,12.9,12.9125,,3,2,99999,1.0
382,30200520000EB,12.9125,12.9214,,3,2,99999,1.0
383,30200520000EB,9.6,9.6065,,3,2,99999,1.0
384,30200520000EB,16.48,16.5,,3,2,99999,1.0
385,30200520000EB,17.3,17.32,,3,2,99999,1.0
386,30200520000EB,7.68,7.7,,3,2,99999,1.0
387,30200520000EB,7.9,7.91,,3,2,99999,1.0
388,30200520000EB,9.09,9.1,,3,2,99999,1.0
389,30200520000EB,7.8506,7.864,,3,2,99999,1.0
390,30200520000EB,7.914,7.9279,,3,2,99999,1.0
391,30200520000EB,15.95,15.9599,,3,2,99999,1.0
392,30200520000EB,9.94,9.95,,3,2,99999,1.0
393,30200520000EB,7.8,7.8051,,3,2,99999,1.0
394,30200520000EB,8.5911,8.6,,3,2,99999,1.0
395,30200520000EB,12.7,12.7071,,3,2,99999,1.0
396,30200520000EB,12.8,12.8045,,3,2,99999,1.0
397,30201190000NB,7.6,7.606,,3,2,99999,1.0
398,30201190000NB,7.6314,7.635,,3,2,99999,1.0
399,30200520000EB,15.4,15.4028,,3,2,99999,1.0
400,30200520000EB,7.91,7.914,,3,2,99999,1.0
401,30201190000NB,7.698,7.7,,3,2,99999,1.0
402,50200520000EB,42.7,42.8,,3,2,99999,1.0
403,50200520000EB,42.4499,42.5,,3,2,99999,1.0
404,50200520000EB,42.8,42.9,,3,2,99999,1.0
405,50200520000EB,46.9,47.0,,3,2,99999,1.0
406,50200520000EB,47.0,47.1,,3,2,99999,1.0
407,50200520000EB,47.1,47.2,,3,2,99999,1.0
408,50200520000EB,47.3,47.38,,3,2,99999,1.0
409,50200520000EB,47.8012,47.9,,3,2,99999,1.0
410,50200520000EB,47.9,48.0,,3,2,99999,1.0
411,50200520000EB,48.0,48.1,,3,2,99999,1.0
412,50200520000EB,48.1,48.16,,3,2,99999,1.0
413,50200520000EB,48.2,48.2625,,3,2,99999,1.0
414,50200520000EB,48.3,48.4,,3,2,99999,1.0
415,50200520000EB,48.4,48.5,,3,2,99999,1.0
416,50200520000EB,48.54,48.6,,3,2,99999,1.0
417,50200520000EB,48.7,48.8,,3,2,99999,1.0
418,50200520000EB,48.9163,49.0,,3,2,99999,1.0
419,50200520000EB,42.3,42.4,,3,2,99999,1.0
420,50200520000EB,47.7,47.8,,3,2,99999,1.0
421,50200520000EB,42.6,42.7,,3,2,99999,1.0
422,50200520000EB,42.9,43.0,,3,2,99999,1.0
423,50200520000EB,46.8,46.9,,3,2,99999,1.0
424,50200520000EB,47.4,47.5,,3,2,99999,1.0
425,50200520000EB,47.5,47.6,,3,2,99999,1.0
426,50200520000EB,46.7,46.8,,3,2,99999,1.0
427,50200520000EB,49.1,49.2,,3,2,99999,1.0
428,50200520000EB,42.2,42.3,,3,2,99999,1.0
429,50200520000EB,42.4,42.4499,,3,2,99999,1.0
430,50200520000EB,42.5,42.5509,,3,2,99999,1.0
431,50200520000EB,47.2,47.28,,3,2,99999,1.0
432,50200520000EB,48.5,48.54,,3,2,99999,1.0
433,50200520000EB,48.63,48.7,,3,2,99999,1.0
434,50200520000EB,48.83,48.9,,3,2,99999,1.0
435,50200520000EB,49.0,49.07,,3,2,99999,1.0
436,50200520000EB,47.6,47.6471,,3,2,99999,1.0
437,50200520000EB,47.6471,47.7,,3,2,99999,1.0
438,50200520000EB,42.5509,42.6,,3,2,99999,1.0
439,50200520000EB,48.16,48.2,,3,2,99999,1.0
440,50200520000EB,48.2681,48.3,,3,2,99999,1.0
441,50200520000EB,48.6,48.63,,3,2,99999,1.0
442,50200520000EB,48.8,48.83,,3,2,99999,1.0
443,50200520000EB,49.08,49.1,,3,2,99999,1.0
444,50200520000EB,49.07,49.08,,3,2,99999,1.0
445,50200520000EB,47.28,47.3,,3,2,99999,1.0
446,50200520000EB,47.38,47.4,,3,2,99999,1.0
447,50200520000EB,48.9,48.9163,,3,2,99999,1.0
448,50200520000EB,48.2625,48.2681,,3,2,99999,1.0
449,50200520000EB,47.8,47.8012,,3,2,99999,1.0
450,30200520000EB,0.2,0.3,,3,2,99999,1.0
451,30200520000EB,2.0,2.1,,3,2,99999,1.0
452,30200520000EB,3.9,4.0,,3,2,99999,1.0
453,30200520000EB,4.7,4.8,,3,2,99999,1.0
454,30200520000EB,6.1,6.2,,3,2,99999,1.0
455,30200520000EB,6.4,6.5,,3,2,99999,1.0
456,30200520000EB,7.0,7.1,,3,2,99999,1.0
457,30200520000EB,7.3,7.4,,3,2,99999,1.0
458,50200520000EB,52.0,52.1,,3,2,99999,1.0
459,50200520000EB,52.3,52.4,,3,2,99999,1.0
460,50200520000EB,52.6,52.7,,3,2,99999,1.0
461,50200520000EB,52.8,52.9,,3,2,99999,1.0
462,50200520000EB,53.2,53.3,,3,2,99999,1.0
463,50200520000EB,54.0074,54.1,,3,2,99999,1.0
464,30200520000EB,0.8,0.86,,3,2,99999,1.0
465,50200520000EB,52.5109,52.6,,3,2,99999,1.0
466,50200520000EB,52.7,52.8,,3,2,99999,1.0
467,50200520000EB,53.3,53.3919,,3,2,99999,1.0
468,50200520000EB,53.4,53.4757,,3,2,99999,1.0
469,30200520000EB,3.6,3.7,,3,2,99999,1.0
470,30200520000EB,4.0,4.1,,3,2,99999,1.0
471,30200520000EB,4.4,4.5,,3,2,99999,1.0
472,30200520000EB,4.6,4.7,,3,2,99999,1.0
473,30200520000EB,4.8,4.9,,3,2,99999,1.0
474,30200520000EB,4.92,5.0,,3,2,99999,1.0
475,30200520000EB,5.2,5.3,,3,2,99999,1.0
476,30200520000EB,5.8,5.9,,3,2,99999,1.0
477,30200520000EB,6.2,6.3,,3,2,99999,1.0
478,30200520000EB,6.3,6.4,,3,2,99999,1.0
479,30200520000EB,6.7,6.8,,3,2,99999,1.0
480,30200520000EB,7.1,7.2,,3,2,99999,1.0
481,30200520000EB,7.2,7.3,,3,2,99999,1.0
482,30200520000EB,7.4,7.5,,3,2,99999,1.0
483,30200520000EB,2.1,2.2,,3,2,99999,1.0
484,30200520000EB,2.2,2.26,,3,2,99999,1.0
485,30200520000EB,2.4,2.5,,3,2,99999,1.0
486,30200520000EB,2.5,2.6,,3,2,99999,1.0
487,30200520000EB,4.1,4.2,,3,2,99999,1.0
