,RouteId,BeginPoint,EndPoint,ThicknessRigidVn,SampleId,SurfaceTypeVn
569,13100640000EB,155.0,155.0284,,130640014984,3
570,13100640000EB,154.9,154.91,,130640014984,3
571,13202190000NB,6.5469,6.6,,132190000639,3
572,13202190000NB,6.413,6.493,,132190000639,3
573,13202190000NB,6.52,6.5469,,132190000639,3
574,13202190000NB,6.6368,6.67,,132190000639,3
575,13202190000NB,6.67,6.69,,132190000639,3
576,13202190000NB,6.6,6.6368,,132190000639,3
577,13202190000NB,6.5048,6.52,,132190000639,3
578,13202190000NB,6.4,6.413,,132190000639,3
579,13202190000NB,6.69,6.7,,132190000669,3
580,13202190000NB,6.493,6.5,,132190000639,3
581,13202190000NB,6.5,6.5048,,132190000639,3
582,13100640000EB,172.817,172.9,,130640017262,3
583,13100640000EB,176.044,176.094,,130640017531,3
584,13100640000EB,176.0,176.044,,130640017531,3
585,13100640000EB,172.8,172.817,,130640017262,3
586,13100640000EB,176.094,176.1,,130640017531,3
587,13100640000EB,179.3,179.3503,,130640017843,3
588,13100640000EB,179.3503,179.386,,130640017843,3
589,13100640000EB,179.386,179.4,,130640017843,3
590,13100640000EB,180.2502,180.3,,130640017843,3
591,13100640000EB,180.2,180.244,,130640017843,3
592,13100640000EB,180.244,180.2502,,130640017843,3
593,10100770016NB,62.9,62.9753,,100770006273,3
594,10100770016NB,63.5,63.6,,100770006273,3
595,10100770016NB,65.4024,65.5,,100770006273,3
596,10100770016NB,63.2,63.2436,,100770006273,3
597,10100770016NB,63.2436,63.3,,100770006273,3
598,10100770016NB,63.7,63.755,,100770006273,3
599,10100770016NB,63.755,63.7923,,100770006273,3
600,10100770016NB,62.976,63.0,,100770006273,3
601,10100770016NB,63.7923,63.8,,100770006273,3
602,10100770016NB,65.4,65.4024,,100770006273,3
603,10100770016NB,62.9753,62.976,,100770006273,3
604,20100770016NB,83.45,83.5,,200770008345,3
605,20100770016NB,94.72,94.8,,200770009469,3
606,20100770016NB,94.6,94.69,,200770009443,3
607,20100770000NB,95.8191,95.87,,200770009534,3
608,20100770000NB,95.8,95.8191,,200770009534,3
609,20100770016NB,94.8,94.844,,200770009469,3
610,20100770016NB,94.8503,94.8805,,200770009469,3
611,20100770000NB,95.8761,95.9,,200770009587,3
612,20100770016NB,94.7,94.72,,200770009469,3
613,20100770016NB,94.8805,94.9,,200770009469,3
614,20100770016NB,94.5677,94.6,,200770009443,3
615,20100770016NB,94.69,94.7,,200770009469,3
616,20100770016NB,94.5629,94.5677,,200770009443,3
617,20100770000NB,95.87,95.8761,,200770009587,3
618,20100770016NB,94.844,94.849,,200770009469,3
619,20100770016NB,94.849,94.8503,,200770009469,3
620,10200190000NB,15.4,15.4751,,100190001464,3
621,10200190000NB,15.5,15.6,,100190001464,3
622,10200190000NB,15.4751,15.5,,100190001464,3
623,10200190000NB,15.6,15.627,,100190001464,3
624,20100790000NB,16.122,16.1722,,200790001604,3
625,20100790000NB,15.614,15.6671,,200790001064,3
626,20100790000NB,15.6671,15.698,,200790001064,3
627,20100790000NB,16.1722,16.192,,200790001604,3
628,20100790000NB,16.1,16.122,,200790001604,3
629,20100790000NB,15.6,15.614,,200790001064,3
630,20100790000NB,16.192,16.2,,200790001604,3
631,20100790000NB,15.698,15.7,,200790001064,3
632,20100790000NB,20.627,20.7,,200790002062,3
633,20100790000NB,20.611,20.62,,200790001922,3
634,20100790000NB,20.6,20.6099,,200790001922,3
635,20100790000NB,20.62,20.627,,200790002062,3
636,20100790000NB,20.6099,20.611,,200790001922,3
637,44100790000NB,26.0,26.05,,440790002579,3
638,44100790000NB,26.05,26.1,,440790002579,3
639,44100790000NB,29.2,29.23,,440790002579,3
640,44100790000NB,29.2551,29.3,,440790002579,3
641,44100790000NB,29.23,29.2551,,440790002579,3
642,44100790000NB,34.1432,34.183,,440790003399,3
643,44100790000NB,34.1,34.125,,440790003399,3
644,44100790000NB,34.125,34.1432,,440790003399,3
645,44100790000NB,34.1856,34.2,,440790003399,3
646,44100790000NB,34.183,34.1856,,440790003399,3
647,08100790000NB,40.0,40.031,,080790003991,3
648,08100790000NB,40.031,40.0811,,080790003991,3
649,08100790000NB,40.0811,40.093,,080790003991,3
650,08100790000NB,40.093,40.1,,080790003991,3
651,04100790000NB,51.61,51.6874,,040790005161,3
652,04100790000NB,51.6874,51.6963,,040790005161,3
653,04100790000NB,51.6039,51.6089,,040790005035,3
654,04100790000NB,51.6,51.6039,,040790005035,3
655,04100790000NB,51.6963,51.7,,040790005161,3
656,04100790000NB,51.6089,51.61,,040790005035,3
657,04100790000NB,60.9,60.958,,040790005900,3
658,04100790000NB,60.958,61.0,,040790005900,3
659,04100790000NB,61.0202,61.076,,040790005900,3
660,04100790000NB,61.4258,61.47,,040790005900,3
661,04100790000NB,61.4,61.4258,,040790005900,3
662,04100790000NB,61.47,61.49,,040790006147,3
663,04100790000NB,61.076,61.1,,040790005900,3
664,04100790000NB,61.0,61.0202,,040790005900,3
665,04100790000NB,61.49,61.5,,040790006147,3
666,54100770000NB,173.7,173.7896,,540770017321,3
667,54200500000EB,9.269,9.3,,540500000894,3
668,5430014000000,12.957,13.0,,540140001288,3
669,5430014000000,12.9,12.957,,540140001288,3
670,54200500000EB,9.2,9.267,,540500000894,3
671,5430014000000,12.88,12.9,,540140001288,3
672,54100770000NB,173.7896,173.8,,540770017321,3
673,54200500000EB,9.267,9.269,,540500000894,3
674,54100770000NB,177.912,177.928,,540770017676,3
675,54100770000NB,177.9,177.912,,540770017676,3
676,04100790000NB,75.651,75.7,,040790007083,3
677,04100790000NB,75.6,75.6229,,040790007083,3
678,04100790000NB,75.6229,75.651,,040790007083,3
679,04200190000NB,27.5,27.553,,040190002657,3
680,04200190000NB,27.56,27.6,,040190002657,3
681,04200190000NB,27.553,27.56,,040190002657,3
682,04100790000NB,79.2,79.2928,,040790007908,3
683,04100790000NB,78.21,78.272,,040790007083,3
684,04100790000NB,79.6,79.6386,,040790007908,3
685,04100790000NB,79.643,79.7,,040790007908,3
686,04100790000NB,79.178,79.2,,040790007908,3
687,04100790000NB,78.272,78.3,,040790007083,3
688,04100790000NB,79.114,79.152,,040790007908,3
689,04100790000NB,79.158,79.178,,040790007908,3
690,04100790000NB,78.2,78.21,,040790007083,3
691,04100790000NB,79.1,79.114,,040790007908,3
692,04100790000NB,79.152,79.158,,040790007908,3
693,04100790000NB,79.2928,79.2978,,040790007908,3
694,04100790000NB,79.2978,79.3,,040790007908,3
695,04100790000NB,79.6386,79.643,,040790007908,3
696,49200330000EB,8.4,8.5,,490330000831,3
697,49200330000EB,8.8,8.9,,490330000831,3
698,49200330000EB,9.1,9.2,,490330000831,3
699,49200330000EB,6.9,7.0,,490330000537,3
700,49200330000EB,8.31,8.4,,490330000831,3
701,49200330000EB,9.5408,9.6,,490330000831,3
702,49200330000EB,6.6,6.7,,490330000537,3
703,49200330000EB,6.7,6.8,,490330000537,3
704,49200330000EB,6.8,6.9,,490330000537,3
705,49200330000EB,7.0,7.1,,490330000537,3
706,49200330000EB,7.1,7.192,,490330000537,3
707,49200330000EB,8.5,8.6,,490330000831,3
708,49200330000EB,8.6,8.7,,490330000831,3
709,49200330000EB,8.7,8.8,,490330000831,3
710,49200330000EB,8.9,9.0,,490330000831,3
711,49200330000EB,9.0,9.1,,490330000831,3
712,49200330000EB,9.2,9.3,,490330000831,3
713,49200330000EB,9.3,9.4,,490330000831,3
714,49200330000EB,9.6,9.7,,490330000831,3
715,49200330000EB,9.4,9.43,,490330000831,3
716,49200330000EB,9.43,9.476,,490330000831,3
717,49200330000EB,9.5,9.536,,490330000831,3
718,49200330000EB,9.476,9.5,,490330000831,3
719,49200330000EB,9.536,9.5408,,490330000831,3
720,49200330000EB,8.6,8.6,,490330000831,3
721,21100790000NB,101.319,101.3688,,210790010039,3
722,21100790000NB,101.3,101.319,,210790010039,3
723,21100790000NB,101.377,101.4,,210790010039,3
724,21100790000NB,101.3688,101.377,,210790010039,3
725,21100790000NB,106.3,106.37,,210790010469,3
726,21100790000NB,106.3816,106.4,,210790010469,3
727,21100790000NB,106.37,106.3816,,210790010469,3
728,17200500000EB,15.465,15.5,,170500015465,3
729,17200500000EB,14.6,14.636,,170500014324,3
730,17200500000EB,15.306,15.31,,170500001496,3
731,17200500000EB,15.3,15.306,,170500001496,3
732,17200500000EB,14.636,14.64,,170500014324,3
733,17200500000EB,14.2,14.25,,170500014030,3
734,17200500000EB,15.5,15.57,,170500015465,3
735,17100790000NB,115.8,115.8604,,170790011533,3
736,17200500000EB,18.161,18.2,,170500000018,3
737,17100790000NB,115.866,115.9,,170790011533,3
738,17200500000EB,18.1123,18.134,,170500000018,3
739,17200500000EB,18.1,18.1123,,170500000018,3
740,17200500000EB,15.68,15.7,,170500001568,3
741,17200500000EB,18.1417,18.161,,170500000018,3
742,17200500000EB,18.134,18.1417,,170500000018,3
743,17100790000NB,115.8604,115.866,,170790011533,3
744,17100790000NB,119.9,119.9473,,170790011953,3
745,17100790000NB,119.9473,119.9728,,170790011953,3
746,17100790000NB,119.9728,120.0,,170790011953,3
747,49200330000EB,10.2,10.3,,490330000831,3
748,49200330000EB,9.8,9.9,,490330000831,3
749,49200330000EB,9.9,10.0,,490330000831,3
750,49200330000EB,10.0,10.06,,490330000831,3
751,49200330000EB,10.1,10.2,,490330000831,3
752,49200330000EB,10.3,10.4,,490330000831,3
753,49200330000EB,10.4,10.5,,490330000831,3
754,49200330000EB,10.6,10.7,,490330000831,3
755,49200330000EB,10.7,10.8,,490330000831,3
756,49200330000EB,9.7,9.8,,490330000831,3
757,49200330000EB,10.06,10.1,,490330000831,3
758,49200330000EB,10.518,10.6,,490330000831,3
759,49200330000EB,10.8,10.87,,490330000831,3
760,49200330000EB,10.5,10.518,,490330000831,3
761,42200330000EB,4.6,4.7,,420330000452,3
762,42200330000EB,4.9,5.0,,420330000452,3
763,42200330000EB,5.2,5.3,,420330000452,3
764,42200330000EB,5.5,5.6,,420330000452,3
765,42200330000EB,4.522,4.6,,420330000452,3
766,42200330000EB,4.7,4.8,,420330000452,3
767,42200330000EB,4.8,4.9,,420330000452,3
768,42200330000EB,5.0,5.1,,420330000452,3
769,42200330000EB,5.1,5.2,,420330000452,3
770,42200330000EB,5.3,5.4,,420330000452,3
771,42200330000EB,5.6,5.7,,420330000452,3
772,42200330000EB,5.8,5.9,,420330000452,3
773,42200330000EB,5.9,6.0,,420330000452,3
774,42200330000EB,5.4463,5.5,,420330000452,3
775,42200330000EB,5.4,5.4463,,420330000452,3
776,42200330000EB,5.7,5.76,,420330000452,3
777,42200330000EB,5.76,5.8,,420330000452,3
778,42200330000EB,7.5,7.6,,420330000452,3
779,42200330000EB,6.5,6.6,,420330000452,3
780,42200330000EB,7.2,7.26,,420330000452,3
781,42200330000EB,6.1,6.2,,420330000452,3
782,42200330000EB,6.2,6.3,,420330000452,3
783,42200330000EB,6.3,6.4,,420330000452,3
784,42200330000EB,6.4,6.5,,420330000452,3
785,42200330000EB,6.6,6.7,,420330000452,3
786,42200330000EB,6.9,7.0,,420330000452,3
787,42200330000EB,7.0,7.1,,420330000452,3
788,42200330000EB,7.1,7.2,,420330000452,3
789,42200330000EB,7.3,7.4,,420330000452,3
790,42200330000EB,7.4,7.5,,420330000452,3
791,42200330000EB,7.6,7.7,,420330000452,3
792,42200330000EB,8.05,8.09,,420330000805,3
793,42200330000EB,6.8,6.8528,,420330000452,3
794,42200330000EB,6.0,6.0669,,420330000452,3
795,42200330000EB,7.7,7.76,,420330000452,3
796,42200330000EB,6.874,6.9,,420330000452,3
797,42200330000EB,7.26,7.278,,420330000452,3
798,42200330000EB,7.278,7.3,,420330000452,3
799,42200330000EB,6.0669,6.1,,420330000452,3
800,42200330000EB,6.8528,6.874,,420330000452,3
801,42200330000EB,8.09,8.1,,420330000805,3
802,4730093000000,0.9,0.91,,470930000015,3
803,36200330000EB,5.9,5.92,,360330000549,3
804,4730093000000,4.2,4.3,,470930000234,3
805,4730093000000,6.4,6.5,,470930000234,3
806,4730093000000,6.7,6.8,,470930000234,3
807,4730093000000,7.1,7.2,,470930000234,3
808,4730093000000,3.8083,3.9,,470930000234,3
809,4730093000000,2.4,2.5,,470930000234,3
810,4730093000000,2.6,2.7,,470930000234,3
811,4730093000000,3.1,3.2,,470930000234,3
812,4730093000000,3.3,3.4,,470930000234,3
813,4730093000000,3.4,3.5,,470930000234,3
814,4730093000000,3.513,3.6,,470930000234,3
815,4730093000000,3.6,3.7,,470930000234,3
816,4730093000000,3.7,3.7749,,470930000234,3
817,4730093000000,4.0,4.1,,470930000234,3
818,4730093000000,4.1,4.1883,,470930000234,3
819,4730093000000,4.3,4.4,,470930000234,3
820,4730093000000,4.4,4.5,,470930000234,3
821,4730093000000,4.6,4.7,,470930000234,3
822,4730093000000,4.7136,4.8,,470930000234,3
823,4730093000000,4.8,4.9,,470930000234,3
824,4730093000000,4.9,5.0,,470930000234,3
825,4730093000000,5.0,5.1,,470930000234,3
826,4730093000000,5.5,5.6,,470930000234,3
827,4730093000000,5.6,5.7,,470930000234,3
828,4730093000000,6.1,6.1916,,470930000234,3
829,4730093000000,6.2,6.3,,470930000234,3
830,4730093000000,6.6,6.7,,470930000234,3
831,4730093000000,2.7,2.8,,470930000234,3
832,4730093000000,2.8,2.9,,470930000234,3
833,4730093000000,2.9,3.0,,470930000234,3
834,4730093000000,3.0,3.1,,470930000234,3
835,4730093000000,5.3,5.4,,470930000234,3
836,4730093000000,5.4,5.5,,470930000234,3
837,4730093000000,7.0,7.1,,470930000234,3
838,4730093000000,7.2,7.3,,470930000234,3
839,4730093000000,7.3,7.4,,470930000234,3
840,4730093000000,5.1,5.2,,470930000234,3
841,4730093000000,5.2,5.3,,470930000234,3
842,4730093000000,6.5426,6.5822,,470930000234,3
843,4730093000000,3.9,3.9715,,470930000234,3
844,4730093000000,6.3597,6.4,,470930000234,3
845,4730093000000,6.5,6.5265,,470930000234,3
846,4730093000000,2.34,2.4,,470930000234,3
847,4730093000000,2.5268,2.6,,470930000234,3
848,4730093000000,3.2,3.282,,470930000234,3
849,4730093000000,3.9715,4.0,,470930000234,3
850,4730093000000,4.5,4.6,,470930000234,3
851,4730093000000,6.3,6.3597,,470930000234,3
852,4730093000000,6.5265,6.5426,,470930000234,3
853,4730093000000,3.7749,3.8,,470930000234,3
854,4730093000000,2.5,2.5268,,470930000234,3
855,4730093000000,4.7,4.7136,,470930000234,3
856,4730093000000,6.5822,6.6,,470930000234,3
857,4730093000000,7.4,7.4151,,470930000234,3
858,4730093000000,4.1883,4.2,,470930000234,3
859,4730093000000,3.282,3.3,,470930000234,3
860,4730093000000,3.5,3.513,,470930000234,3
861,4730093000000,6.1916,6.2,,470930000234,3
862,4730093000000,7.4151,7.42,,470930000234,3
863,4730093000000,3.8,3.8083,,470930000234,3
864,14200500000EB,7.48,7.5,,140500000748,3
865,54100770000NB,187.0,187.1,,540770018672,3
866,54100770000NB,187.1,187.2,,540770018672,3
867,54100770000NB,186.8,186.859,,540770018672,3
868,54100770000NB,186.859,186.9,,540770018672,3
869,54100770000NB,186.9,187.0,,540770018672,3
870,54100770000NB,187.2,187.21,,540770018672,3
871,3730002000000,10.51,10.6,,370020001051,3
872,3730002000000,10.7126,10.7926,,370020001051,3
873,3730002000000,10.6,10.6422,,370020001051,3
874,3730002000000,10.6422,10.7,,370020001051,3
875,3730002000000,10.8,10.84,,370020001051,3
876,3730002000000,10.7,10.7126,,370020001051,3
877,3730002000000,10.7926,10.8,,370020001051,3
878,5230002000000,5.29,5.3,,520020000529,3
879,52202500000NB,9.13,9.2,,522500000905,3
880,52202500000NB,9.1,9.13,,522500000905,3
881,25100790000NB,132.841,132.9,,250790013053,3
882,25100790000NB,132.9,133.0,,250790013053,3
883,25100790000NB,132.8254,132.8407,,250790013053,3
884,25100790000NB,132.8,132.8254,,250790013053,3
885,25100790000NB,129.8,129.839,,250790012952,3
886,25100790000NB,129.8585,129.893,,250790012952,3
887,25100790000NB,129.839,129.8585,,250790012952,3
888,25100790000NB,129.893,129.9,,250790012952,3
889,25100790000NB,132.8407,132.841,,250790013053,3
890,26202500000NB,4.65,4.7,,262500000465,3
891,26202500000NB,4.6,4.62,,262500000401,3
892,2630002000300,0.0,0.1,,260020000000,3
893,2630002000300,0.32,0.4,,260020000000,3
894,2630002000300,0.1,0.2,,260020000000,3
895,2630002000300,0.2374,0.2665,,260020000000,3
896,2630002000300,0.4,0.43,,260020000000,3
897,2630002000300,0.2163,0.2374,,260020000000,3
898,2630002000300,0.2665,0.3,,260020000000,3
899,2630002000300,0.3063,0.32,,260020000000,3
900,2630002000300,0.2,0.2163,,260020000000,3
901,2630002000300,0.3,0.3063,,260020000000,3
902,35202500009NB,0.1,0.2,,35250NB00000,3
903,35202500009NB,0.5,0.6,,35250NB00000,3
904,35202500010SB,0.0,0.1,,35250SB00000,3
905,35104700000EB,0.34,0.3942,,354700000000,3
906,35100700000EB,0.2209,0.3,,350700000008,3
907,35100700000EB,0.3,0.3926,,350700000008,3
908,35104700000EB,0.7067,0.79,,354700000000,3
909,35104700000EB,0.218,0.2872,,354700000000,3
910,35100700000EB,1.514,1.5746,,350700000144,3
911,35100700000EB,0.4,0.49,,350700000008,3
912,35100700000EB,1.44,1.5,,350700000144,3
913,35100700000EB,1.7,1.78,,350700000144,3
914,35104700000EB,0.603,0.7,,354700000000,3
915,35202500009NB,0.0,0.1,,35250NB00000,3
916,35202500009NB,0.6,0.68,,35250NB00000,3
917,35200400000EB,0.007,0.098,,350400000007,3
918,35202500000NB,1.03,1.1,,352500000094,3
919,35202500000NB,1.1,1.2,,352500000094,3
920,35202500000NB,1.2,1.3,,352500000094,3
921,35104700000EB,0.0,0.1,,354700000000,3
922,35104700000EB,0.1,0.1915,,354700000000,3
923,35100700000EB,1.6,1.7,,350700000144,3
924,35100700000EB,0.5,0.6,,350700000049,3
925,35100700000EB,0.6,0.69,,350700000049,3
926,35202500010SB,0.5,0.6,,35250SB00000,3
927,35202500010SB,0.1,0.2,,35250SB00000,3
928,35202500009NB,0.4,0.479,,35250NB00000,3
929,35202500005SB,0.2,0.3,,35250S000000,3
930,35202500000NB,3.0,3.1,,352500000293,3
931,35202500000NB,2.8,2.9,,352500000190,3
932,35202500000NB,2.7,2.8,,352500000190,3
933,35202500000NB,2.5201,2.6,,352500000190,3
934,35202500000NB,2.6,2.6915,,352500000190,3
935,35202500000NB,1.7,1.8,,352500000094,3
936,35202500005SB,0.0,0.056,,35250S000000,3
937,35202500000NB,1.404,1.5,,352500000094,3
938,35202500000NB,1.613,1.7,,352500000094,3
939,35202500009NB,0.3314,0.3792,,35250NB00000,3
940,35202500010SB,0.2171,0.2495,,35250SB00000,3
941,35202500010SB,0.434,0.4951,,35250SB00000,3
942,35100700000EB,0.1032,0.1624,,350700000008,3
943,35202500000NB,3.2153,3.2475,,352500000293,3
944,35202500000NB,1.0,1.03,,352500000094,3
945,35202500000NB,1.834,1.9,,352500000094,3
946,35202500000NB,2.93,2.989,,352500000293,3
947,35100700000EB,1.2,1.23,,350700000085,3
948,35100700000EB,0.1624,0.2,,350700000008,3
949,35104700000EB,0.3,0.34,,354700000000,3
950,35104700000EB,0.447,0.5,,354700000000,3
951,35104700000EB,0.5,0.52,,354700000000,3
952,35104700000EB,0.55,0.6,,354700000000,3
953,35202500009NB,0.2,0.2602,,35250NB00000,3
954,35202500005SB,0.0715,0.1,,35250S000000,3
955,35104700000EB,0.4,0.447,,354700000000,3
956,35100700000EB,0.08,0.1,,350700000008,3
957,35202500010SB,0.6,0.64,,35250SB00000,3
958,35202500005SB,0.3,0.36,,35250S000000,3
959,35202500000NB,3.1,3.152,,352500000293,3
960,35202500000NB,1.9301,2.0,,352500000190,3
961,35202500000NB,3.152,3.2,,352500000293,3
962,35100700000EB,1.92,1.949,,350700000192,3
963,35202500005SB,0.1207,0.166,,35250S000000,3
964,35100700000EB,0.715,0.75,,350700000049,3
965,35100700000EB,0.75,0.777,,350700000049,3
966,3530002000000,1.929,1.962,,350020000190,3
967,35202500000NB,1.328,1.3801,,352500000094,3
968,35202500010SB,0.3166,0.366,,35250SB00000,3
969,35202500010SB,0.366,0.3992,,35250SB00000,3
970,35202500000NB,1.5,1.567,,352500000094,3
971,35202500009NB,0.2602,0.2873,,35250NB00000,3
972,35202500010SB,0.2495,0.27,,35250SB00000,3
973,3530002000000,1.9,1.929,,350020000190,3
974,35202500000NB,1.9,1.9301,,352500000190,3
975,35202500009NB,0.479,0.495,,35250NB00000,3
976,35100700000EB,1.5746,1.597,,350700000144,3
977,35202500000NB,1.8087,1.834,,352500000094,3
978,35202500010SB,0.3,0.3166,,35250SB00000,3
979,35100700000EB,0.2,0.2209,,350700000008,3
980,35100700000EB,1.5,1.514,,350700000144,3
981,35100700000EB,1.78,1.8,,350700000144,3
982,35104700000EB,0.2,0.218,,354700000000,3
983,35104700000EB,0.79,0.8,,354700000000,3
984,35202500005SB,0.1,0.1207,,35250S000000,3
985,35100700000EB,1.9666,2.0,,350700000192,3
986,35100700000EB,1.9,1.92,,350700000144,3
987,35202500010SB,0.2,0.2171,,35250SB00000,3
988,35202500009NB,0.3792,0.4,,35250NB00000,3
989,35202500009NB,0.2873,0.3,,35250NB00000,3
990,35202500005SB,0.1763,0.2,,35250S000000,3
991,35202500000NB,2.9,2.9203,,352500000190,3
992,35202500000NB,2.5,2.5201,,352500000190,3
993,35100700000EB,1.949,1.9666,,350700000192,3
994,35100700000EB,0.7,0.715,,350700000049,3
995,35100700000EB,0.777,0.8,,350700000049,3
996,3530002000000,1.962,2.0,,350020000190,3
997,35202500000NB,1.3,1.328,,352500000094,3
998,35202500010SB,0.4,0.414,,35250SB00000,3
999,35202500009NB,0.319,0.3314,,35250NB00000,3
1000,35104700000EB,0.53,0.54,,354700000000,3
1001,35104700000EB,0.52,0.53,,354700000000,3
1002,35202500010SB,0.27,0.2756,,35250SB00000,3
1003,35104700000EB,0.54,0.5467,,354700000000,3
1004,35202500000NB,2.9203,2.93,,352500000190,3
1005,35202500010SB,0.292,0.3,,35250SB00000,3
1006,35100700000EB,0.3926,0.4,,350700000008,3
1007,35100700000EB,0.49,0.5,,350700000049,3
1008,35104700000EB,0.2872,0.3,,354700000000,3
1009,35104700000EB,0.7,0.7067,,354700000000,3
1010,35202500000NB,1.3872,1.4,,352500000094,3
1011,35100700000EB,0.69,0.7,,350700000049,3
1012,35202500010SB,0.4951,0.5,,35250SB00000,3
1013,35202500000NB,2.6915,2.7,,352500000190,3
1014,35202500000NB,1.8,1.8087,,352500000094,3
1015,35202500000NB,1.5868,1.6,,352500000094,3
1016,35202500005SB,0.056,0.0715,,35250S000000,3
1017,35202500000NB,3.2,3.21,,352500000293,3
1018,35202500000NB,3.248,3.255,,352500000293,3
1019,35202500010SB,0.414,0.4292,,35250SB00000,3
1020,35202500000NB,1.567,1.5812,,352500000094,3
1021,35202500000NB,1.6,1.613,,352500000094,3
1022,35202500010SB,0.2771,0.286,,35250SB00000,3
1023,35202500009NB,0.3098,0.3159,,35250NB00000,3
1024,35104700000EB,0.5467,0.55,,354700000000,3
1025,35202500000NB,1.5812,1.5868,,352500000094,3
1026,35202500010SB,0.4292,0.434,,35250SB00000,3
1027,35202500000NB,3.255,3.26,,352500000293,3
1028,35104700000EB,0.1915,0.2,,354700000000,3
1029,35202500009NB,0.495,0.5,,35250NB00000,3
1030,35104700000EB,0.3942,0.4,,354700000000,3
1031,35100700000EB,0.1,0.1032,,350700000008,3
1032,35202500000NB,2.99,3.0,,352500000293,3
1033,35202500005SB,0.166,0.171,,35250S000000,3
1034,35202500000NB,3.21,3.2153,,352500000293,3
1035,35202500010SB,0.286,0.292,,35250SB00000,3
1036,35202500009NB,0.303,0.3087,,35250NB00000,3
1037,35202500010SB,0.2756,0.2771,,35250SB00000,3
1038,35202500000NB,1.3801,1.3831,,352500000094,3
1039,35202500000NB,1.3831,1.3872,,352500000094,3
1040,35202500005SB,0.171,0.1763,,35250S000000,3
1041,35104700000EB,0.6,0.603,,354700000000,3
1042,35100700000EB,1.597,1.6,,350700000144,3
1043,35202500000NB,1.4,1.404,,352500000094,3
1044,35202500009NB,0.3,0.303,,35250NB00000,3
1045,35202500009NB,0.3159,0.319,,35250NB00000,3
1046,35202500009NB,0.3087,0.3098,,35250NB00000,3
1047,35202500010SB,0.3992,0.4,,35250SB00000,3
1048,35200400000EB,0.098,0.1,,350400000007,3
1049,35202500000NB,2.989,2.99,,352500000293,3
1050,35202500000NB,3.2475,3.248,,352500000293,3
1051,35100700000EB,4.7,4.7864,,350700000470,3
1052,35104700000EB,3.7402,3.7825,,354700000225,3
1053,35100700000EB,4.82,4.8772,,350700000470,3
1054,35104700000EB,3.62,3.671,,354700000225,3
1055,35104700000EB,3.7,3.7402,,354700000225,3
1056,35100700000EB,6.8252,6.85,,350700000593,3
1057,35100700000EB,6.85,6.9,,350700000593,3
1058,35100700000EB,5.32,5.37,,350700000470,3
1059,35100700000EB,4.8772,4.9,,350700000470,3
1060,35104700000EB,3.6,3.62,,354700000225,3
1061,35104700000EB,3.671,3.7,,354700000225,3
1062,35100700000EB,6.8,6.8252,,350700000593,3
1063,35104700000EB,3.7825,3.7967,,354700000225,3
1064,35100700000EB,5.3792,5.3893,,350700000537,3
1065,35100700000EB,5.3,5.316,,350700000470,3
1066,35100700000EB,5.3893,5.4,,350700000537,3
1067,35100700000EB,4.7864,4.8,,350700000470,3
1068,35100700000EB,4.8,4.8115,,350700000470,3
1069,35100700000EB,5.37,5.3792,,350700000537,3
1070,35100700000EB,4.8115,4.816,,350700000470,3
1071,35104700000EB,3.7967,3.8,,354700000225,3
1072,35100700000EB,4.816,4.82,,350700000470,3
1073,35100700000EB,5.316,5.32,,350700000470,3
1074,0530002000000,15.9,16.0,,050020001575,3
1075,0530002000000,15.1,15.1948,,050020001508,3
1076,0530002000000,15.2,15.29,,050020001508,3
1077,0530002000000,15.3,15.4,,050020001508,3
1078,0530002000000,15.8,15.9,,050020001575,3
1079,05300020005SB,0.227,0.3,,05002S000000,3
1080,0530002000000,15.0,15.05,,050020001483,3
1081,0530002000000,15.75,15.8,,050020001575,3
1082,05300020005SB,0.3,0.34,,05002S000000,3
1083,0530002000000,15.05,15.08,,050020001505,3
1084,05300020005SB,0.2,0.227,,05002S000000,3
1085,0530002000000,15.08,15.1,,050020001508,3
1086,0530002000000,15.29,15.3,,050020001508,3
1087,0530002000000,15.1948,15.2,,050020001508,3
1088,05200220000EB,3.5149,3.6,,050220000345,3
1089,05200220000EB,5.1,5.1868,,050220000473,3
1090,05200220000EB,5.3,5.4,,050220000519,3
1091,05200220000EB,5.6,5.7,,050220000519,3
1092,15200220000EB,0.2,0.3,,150220000000,3
1093,05200220000EB,4.5,4.6,,050220000345,3
1094,05200220000EB,4.8,4.9,,050220000473,3
1095,05200220000EB,4.3072,4.4,,050220000345,3
1096,05200220000EB,5.2,5.3,,050220000519,3
1097,05200220000EB,5.4,5.4899,,050220000519,3
1098,15200220000EB,0.3,0.39,,150220000000,3
1099,05200220000EB,4.4,4.5,,050220000345,3
1100,05200220000EB,4.6,4.6764,,050220000345,3
1101,05200220000EB,4.73,4.8,,050220000473,3
1102,05200220000EB,3.2,3.3,,050220000317,3
1103,05200220000EB,3.4,3.45,,050220000335,3
1104,05200220000EB,3.6,3.7,,050220000345,3
1105,05200220000EB,3.7,3.8,,050220000345,3
1106,05200220000EB,3.9,4.0,,050220000345,3
1107,05200220000EB,4.0,4.1,,050220000345,3
1108,05200220000EB,4.1,4.2,,050220000345,3
1109,05200220000EB,4.2,4.2835,,050220000345,3
1110,05200220000EB,4.9,5.0,,050220000473,3
1111,05200220000EB,5.0,5.1,,050220000473,3
1112,05200220000EB,5.5,5.6,,050220000519,3
