,RouteId,BeginPoint,EndPoint,AadtsingleUnitVn,FsystemVn,FacilityTypeVn,SampleId
33,30200520000EB,19.5,19.6,,3.0,2.0,
34,30200520000EB,19.6,19.7,,3.0,2.0,
35,30200520000EB,19.7,19.8,,3.0,2.0,
36,30200520000EB,19.9,20.0,,3.0,2.0,
37,30200520000EB,20.0,20.06,,3.0,2.0,
38,30200520000EB,20.1,20.2,,3.0,2.0,
39,30200520000EB,21.2192,21.3,,3.0,2.0,300520002106
40,30200520000EB,21.3,21.4,,3.0,2.0,300520002106
41,30200520000EB,21.5,21.6,,3.0,2.0,300520002106
42,30200520007WB,0.0,0.1,,3.0,1.0,
43,30200520007WB,0.1,0.2,,3.0,1.0,
44,30200520007WB,0.2,0.25,,3.0,1.0,
45,30200520000EB,20.6,20.68,,3.0,2.0,
46,30200520000EB,19.2,19.3,,3.0,2.0,
47,30200520000EB,21.114,21.2,,3.0,2.0,300520002106
48,30200520004NB,0.22,0.3051,,5.0,2.0,30052N000096
49,30200520007WB,0.25,0.27,,3.0,1.0,
50,30200520004NB,0.3051,0.39,,5.0,2.0,30052N000096
51,30200520004NB,0.17,0.2191,,5.0,2.0,30052N000096
52,30200520000EB,20.8019,20.86,,3.0,2.0,300520002078
53,30200520004NB,0.096,0.17,,5.0,2.0,30052N000096
54,30200520000EB,19.31,19.34,,3.0,2.0,
55,30200520000EB,21.06,21.09,,3.0,2.0,300520002106
56,30200520000EB,18.44,18.5,,3.0,2.0,
57,30200520000EB,20.28,20.3,,3.0,2.0,
58,30200520000EB,17.9,18.0,,3.0,2.0,
59,30200520000EB,18.32,18.4,,3.0,2.0,
60,30200520000EB,19.1,19.141,,3.0,2.0,
61,30200520000EB,19.34,19.4,,3.0,2.0,
62,30200520000EB,20.06,20.1,,3.0,2.0,
63,30200520000EB,20.2,20.2734,,3.0,2.0,
64,30200520000EB,20.5,20.5425,,3.0,2.0,
65,30200520000EB,20.9382,21.0,,3.0,2.0,
66,30200520000EB,21.4,21.44,,3.0,2.0,300520002106
67,30200520000EB,20.86,20.9,,3.0,2.0,300520002078
68,30200520000EB,18.212,18.3,,3.0,2.0,
69,30200520000EB,19.0,19.069,,3.0,2.0,
70,30200520000EB,19.155,19.186,,3.0,2.0,
71,30200520000EB,21.7,21.7366,,3.0,2.0,300520002106
72,30200520000EB,21.6211,21.6701,,3.0,2.0,300520002106
73,30200520000EB,20.5425,20.5668,,3.0,2.0,
74,30200520000EB,20.5668,20.59,,3.0,2.0,
75,30200520000EB,20.9186,20.9382,,3.0,2.0,
76,30200520000EB,18.408,18.44,,3.0,2.0,
77,30200520000EB,20.47,20.5,,3.0,2.0,
78,30200520000EB,21.4468,21.5,,3.0,2.0,300520002106
79,30200520000EB,21.6,21.6211,,3.0,2.0,300520002106
80,30200520000EB,20.6808,20.7,,3.0,2.0,300520002068
81,30200520000EB,20.7,20.7542,,3.0,2.0,300520002068
82,30200520000EB,18.3,18.32,,3.0,2.0,
83,30200520000EB,21.032,21.06,,3.0,2.0,
84,30200520000EB,19.069,19.1,,3.0,2.0,
85,30200520000EB,21.6701,21.7,,3.0,2.0,300520002106
86,30200520000EB,21.2063,21.2192,,3.0,2.0,300520002106
87,30200520000EB,20.7564,20.78,,3.0,2.0,300520002068
88,30200520000EB,20.78,20.8,,3.0,2.0,300520002078
89,30200520000EB,18.88,18.9,,3.0,2.0,
90,30200520000EB,19.3,19.31,,3.0,2.0,
91,30200520000EB,20.9,20.91,,3.0,2.0,300520002078
92,30200520000EB,19.186,19.2,,3.0,2.0,
93,30200520000EB,21.01,21.032,,3.0,2.0,
94,30200520000EB,21.1,21.114,,3.0,2.0,300520002106
95,30200520000EB,19.141,19.155,,3.0,2.0,
96,30200520000EB,20.275,20.28,,3.0,2.0,
97,30200520000EB,21.44,21.4468,,3.0,2.0,300520002106
98,30200520000EB,20.91,20.9186,,3.0,2.0,
99,30200520000EB,18.2,18.212,,3.0,2.0,
100,30200520000EB,18.4,18.408,,3.0,2.0,
101,30200520000EB,19.4,19.408,,3.0,2.0,
102,30200520000EB,21.0,21.01,,3.0,2.0,
103,30200520000EB,21.09,21.1,,3.0,2.0,300520002106
104,30200520000EB,21.2,21.2063,,3.0,2.0,300520002106
105,30200520000EB,20.59,20.6,,3.0,2.0,
106,30200520000EB,20.7542,20.7564,,3.0,2.0,300520002068
107,30201190000NB,0.0683,0.07,,3.0,2.0,
108,30200520000EB,20.8,20.8019,,3.0,2.0,300520002078
109,30200520000EB,20.2734,20.275,,3.0,2.0,
110,30200520000EB,20.68,20.6808,,3.0,2.0,300520002068
111,30200520004NB,0.2191,0.22,,5.0,2.0,30052N000096
112,30200520000EB,13.0,13.1,,3.0,2.0,
113,30200520000EB,15.0,15.1,,3.0,2.0,
114,30200520000EB,16.1,16.2,,3.0,2.0,
115,30200520000EB,10.6,10.7,,3.0,2.0,300520000995
116,30200520000EB,11.2,11.3,,3.0,2.0,300520000995
117,30200520000EB,11.9,12.0,,3.0,2.0,
118,30200520000EB,8.3,8.4,,3.0,2.0,
119,30200520000EB,9.5,9.6,,3.0,2.0,
120,30200520000EB,9.7,9.8,,3.0,2.0,
121,30201190000NB,10.2,10.3,,3.0,2.0,
122,30201190000NB,7.7,7.8,,3.0,2.0,
123,30201190000NB,8.1,8.2,,3.0,2.0,
124,30201190000NB,8.6,8.7,,3.0,2.0,
125,30201190000NB,8.9,9.0,,3.0,2.0,
126,30201190000NB,9.3,9.4,,3.0,2.0,
127,30201190000NB,9.6,9.7,,3.0,2.0,
128,30200520000EB,12.8045,12.8648,,3.0,2.0,
129,30200520000EB,9.6065,9.6458,,3.0,2.0,
130,30200520000EB,12.9214,13.0,,3.0,2.0,
131,30200520000EB,11.6,11.65,,3.0,2.0,300520000995
132,30200520000EB,9.8,9.9,,3.0,2.0,
133,30200520000EB,9.9,9.94,,3.0,2.0,
134,30201190000NB,8.7,8.7788,,3.0,2.0,
135,30201190000NB,9.9,9.97,,3.0,2.0,
136,30200520000EB,13.9,13.9707,,3.0,2.0,
137,30200520000EB,14.0,14.1,,3.0,2.0,
138,30200520000EB,14.1,14.2,,3.0,2.0,
139,30200520000EB,14.2,14.3,,3.0,2.0,
140,30200520000EB,14.3,14.4,,3.0,2.0,
141,30200520000EB,14.4,14.5,,3.0,2.0,
142,30200520000EB,14.5415,14.6,,3.0,2.0,
143,30200520000EB,14.7,14.8,,3.0,2.0,
144,30200520000EB,14.8,14.9,,3.0,2.0,
145,30200520000EB,14.9,15.0,,3.0,2.0,
146,30200520000EB,15.1,15.2,,3.0,2.0,
147,30200520000EB,15.2,15.3,,3.0,2.0,
148,30200520000EB,15.3,15.4,,3.0,2.0,
149,30200520000EB,15.4028,15.5,,3.0,2.0,
150,30200520000EB,16.0,16.1,,3.0,2.0,
151,30200520000EB,16.2,16.3,,3.0,2.0,
152,30200520000EB,16.3,16.4,,3.0,2.0,
153,30200520000EB,16.4,16.48,,3.0,2.0,
154,30200520000EB,16.5,16.6,,3.0,2.0,
155,30200520000EB,16.7,16.8,,3.0,2.0,
156,30200520000EB,16.8,16.87,,3.0,2.0,
157,30200520000EB,16.9,17.0,,3.0,2.0,
158,30200520000EB,17.1,17.2,,3.0,2.0,
159,30200520000EB,10.1,10.2,,3.0,2.0,300520000995
160,30200520000EB,10.2,10.3,,3.0,2.0,300520000995
161,30200520000EB,10.4,10.5,,3.0,2.0,300520000995
162,30200520000EB,10.5,10.6,,3.0,2.0,300520000995
163,30200520000EB,10.7,10.8,,3.0,2.0,300520000995
164,30200520000EB,10.8,10.9,,3.0,2.0,300520000995
165,30200520000EB,10.9,11.0,,3.0,2.0,300520000995
166,30200520000EB,11.0,11.1,,3.0,2.0,300520000995
167,30200520000EB,11.1,11.2,,3.0,2.0,300520000995
168,30200520000EB,11.3,11.4,,3.0,2.0,300520000995
169,30200520000EB,11.4,11.5,,3.0,2.0,300520000995
170,30200520000EB,11.5,11.6,,3.0,2.0,300520000995
171,30200520000EB,11.7,11.8,,3.0,2.0,
172,30200520000EB,11.8,11.9,,3.0,2.0,
173,30200520000EB,13.1,13.2,,3.0,2.0,
174,30200520000EB,13.2,13.3,,3.0,2.0,
175,30200520000EB,13.3,13.4,,3.0,2.0,
176,30200520000EB,13.4,13.5,,3.0,2.0,
177,30200520000EB,13.5,13.6,,3.0,2.0,
178,30200520000EB,13.6,13.7,,3.0,2.0,
179,30200520000EB,13.7,13.8,,3.0,2.0,
180,30200520000EB,15.5,15.6,,3.0,2.0,
181,30200520000EB,15.6,15.7,,3.0,2.0,
182,30200520000EB,15.7,15.8,,3.0,2.0,
183,30200520000EB,15.8,15.9,,3.0,2.0,
184,30200520000EB,17.2,17.3,,3.0,2.0,
185,30200520000EB,17.6,17.678,,3.0,2.0,
186,30200520000EB,7.6,7.68,,3.0,2.0,
187,30200520000EB,7.7,7.8,,3.0,2.0,
188,30200520000EB,7.9279,8.0,,3.0,2.0,
189,30200520000EB,8.0,8.1,,3.0,2.0,
190,30200520000EB,8.1,8.2,,3.0,2.0,
191,30200520000EB,8.2,8.3,,3.0,2.0,
192,30200520000EB,8.4,8.5,,3.0,2.0,
193,30200520000EB,8.5,8.5911,,3.0,2.0,
194,30200520000EB,8.8,8.9,,3.0,2.0,
195,30200520000EB,8.9,9.0,,3.0,2.0,
196,30200520000EB,9.0,9.09,,3.0,2.0,
197,30201190000NB,10.0,10.1,,3.0,2.0,
198,30201190000NB,10.1,10.2,,3.0,2.0,
199,30201190000NB,7.5,7.6,,3.0,2.0,
200,30201190000NB,8.0,8.1,,3.0,2.0,
201,30201190000NB,8.2,8.3,,3.0,2.0,
202,30201190000NB,8.8,8.9,,3.0,2.0,
203,30201190000NB,9.0,9.1,,3.0,2.0,
204,30201190000NB,9.1,9.2,,3.0,2.0,
205,30201190000NB,9.2,9.3,,3.0,2.0,
206,30201190000NB,9.4,9.5,,3.0,2.0,
207,30201190000NB,9.5,9.6,,3.0,2.0,
208,30201190000NB,9.7,9.8,,3.0,2.0,
209,30201190000NB,9.8,9.9,,3.0,2.0,
210,30200520000EB,12.0,12.1,,3.0,2.0,
211,30200520000EB,12.1,12.2,,3.0,2.0,
212,30200520000EB,12.2,12.3,,3.0,2.0,
213,30200520000EB,12.3,12.37,,3.0,2.0,
214,30200520000EB,12.7071,12.8,,3.0,2.0,
215,30200520000EB,17.5,17.6,,3.0,2.0,
216,30200520000EB,9.1,9.2,,3.0,2.0,
217,30200520000EB,12.4,12.5,,3.0,2.0,
218,30200520000EB,12.5,12.6,,3.0,2.0,
219,30200520000EB,9.2,9.3,,3.0,2.0,
220,30200520000EB,9.3,9.4,,3.0,2.0,
221,30200520000EB,9.4,9.5,,3.0,2.0,
222,30201190000NB,8.3,8.4,,3.0,2.0,
223,30201190000NB,8.4,8.5,,3.0,2.0,
224,30200520000EB,7.5,7.6,,3.0,2.0,
225,30201190000NB,10.3,10.3821,,3.0,2.0,
226,30200520000EB,7.83,7.8506,,3.0,2.0,
227,30200520000EB,11.65,11.7,,3.0,2.0,
228,30200520000EB,9.6458,9.7,,3.0,2.0,
229,30200520000EB,9.95,10.0,,3.0,2.0,300520000995
230,30201190000NB,8.5521,8.6,,3.0,2.0,
231,30200520000EB,13.83,13.9,,3.0,2.0,
232,30200520000EB,13.9707,14.0,,3.0,2.0,
233,30200520000EB,14.6,14.66,,3.0,2.0,
234,30200520000EB,14.66,14.7,,3.0,2.0,
235,30200520000EB,15.9599,16.0,,3.0,2.0,
236,30200520000EB,16.6,16.7,,3.0,2.0,
237,30200520000EB,17.02,17.1,,3.0,2.0,
238,30200520000EB,10.0,10.1,,3.0,2.0,300520000995
239,30200520000EB,10.3,10.3787,,3.0,2.0,300520000995
240,30200520000EB,15.9,15.95,,3.0,2.0,
241,30200520000EB,17.32,17.4,,3.0,2.0,
242,30200520000EB,17.4,17.434,,3.0,2.0,
243,30200520000EB,8.6537,8.7,,3.0,2.0,
244,30200520000EB,8.7,8.8,,3.0,2.0,
245,30201190000NB,7.8,7.9,,3.0,2.0,
246,30201190000NB,7.9,7.95,,3.0,2.0,
247,30201190000NB,7.95,8.0,,3.0,2.0,
248,30200520000EB,12.6,12.671,,3.0,2.0,
249,30200520000EB,17.434,17.5,,3.0,2.0,
250,30201190000NB,8.5,8.5521,,3.0,2.0,
251,30200520000EB,7.864,7.9,,3.0,2.0,
252,30201190000NB,7.635,7.698,,3.0,2.0,
253,30200520000EB,12.8648,12.9,,3.0,2.0,
254,30200520000EB,7.8051,7.83,,3.0,2.0,
255,30201190000NB,9.97,10.0,,3.0,2.0,
256,30200520000EB,14.5,14.5415,,3.0,2.0,
257,30200520000EB,16.87,16.9,,3.0,2.0,
258,30200520000EB,17.0,17.02,,3.0,2.0,
259,30200520000EB,17.678,17.7,,3.0,2.0,
260,30200520000EB,10.3787,10.4,,3.0,2.0,300520000995
261,30200520000EB,13.8,13.83,,3.0,2.0,
262,30200520000EB,8.6,8.6537,,3.0,2.0,
263,30201190000NB,7.4595,7.5,,3.0,2.0,
264,30201190000NB,8.7788,8.8,,3.0,2.0,
265,30200520000EB,12.37,12.4,,3.0,2.0,
266,30200520000EB,12.671,12.7,,3.0,2.0,
267,30201190000NB,7.606,7.6314,,3.0,2.0,
268,30201190000NB,7.45,7.4595,,3.0,2.0,
269,30200520000EB,12.9,12.9125,,3.0,2.0,
270,30200520000EB,12.9125,12.9214,,3.0,2.0,
271,30200520000EB,9.6,9.6065,,3.0,2.0,
272,30200520000EB,16.48,16.5,,3.0,2.0,
273,30200520000EB,17.3,17.32,,3.0,2.0,
274,30200520000EB,7.68,7.7,,3.0,2.0,
275,30200520000EB,7.9,7.91,,3.0,2.0,
276,30200520000EB,9.09,9.1,,3.0,2.0,
277,30200520000EB,7.8506,7.864,,3.0,2.0,
278,30200520000EB,7.914,7.9279,,3.0,2.0,
279,30200520000EB,15.95,15.9599,,3.0,2.0,
280,30200520000EB,9.94,9.95,,3.0,2.0,
281,30200520000EB,7.8,7.8051,,3.0,2.0,
282,30200520000EB,8.5911,8.6,,3.0,2.0,
283,30200520000EB,12.7,12.7071,,3.0,2.0,
284,30200520000EB,12.8,12.8045,,3.0,2.0,
285,30201190000NB,7.6,7.606,,3.0,2.0,
286,30201190000NB,7.6314,7.635,,3.0,2.0,
287,30200520000EB,15.4,15.4028,,3.0,2.0,
288,30200520000EB,7.91,7.914,,3.0,2.0,
289,30201190000NB,7.698,7.7,,3.0,2.0,
290,50200520000EB,42.7,42.8,,3.0,2.0,
291,50200520000EB,42.4499,42.5,,3.0,2.0,
292,50200520000EB,42.8,42.9,,3.0,2.0,
293,50200520000EB,46.9,47.0,,3.0,2.0,
294,50200520000EB,47.0,47.1,,3.0,2.0,
295,50200520000EB,47.1,47.2,,3.0,2.0,
296,50200520000EB,47.3,47.38,,3.0,2.0,
297,50200520000EB,47.8012,47.9,,3.0,2.0,
298,50200520000EB,47.9,48.0,,3.0,2.0,
299,50200520000EB,48.0,48.1,,3.0,2.0,
300,50200520000EB,48.1,48.16,,3.0,2.0,
301,50200520000EB,48.2,48.2625,,3.0,2.0,
302,50200520000EB,48.3,48.4,,3.0,2.0,
303,50200520000EB,48.4,48.5,,3.0,2.0,
304,50200520000EB,48.54,48.6,,3.0,2.0,
305,50200520000EB,48.7,48.8,,3.0,2.0,
306,50200520000EB,48.9163,49.0,,3.0,2.0,
307,50200520000EB,42.3,42.4,,3.0,2.0,
308,50200520000EB,47.7,47.8,,3.0,2.0,
309,50200520000EB,42.6,42.7,,3.0,2.0,
310,50200520000EB,42.9,43.0,,3.0,2.0,
311,50200520000EB,46.8,46.9,,3.0,2.0,
312,50200520000EB,47.4,47.5,,3.0,2.0,
313,50200520000EB,47.5,47.6,,3.0,2.0,
314,50200520000EB,46.7,46.8,,3.0,2.0,
315,50200520000EB,49.1,49.2,,3.0,2.0,
316,50200520000EB,42.2,42.3,,3.0,2.0,
317,50200520000EB,42.4,42.4499,,3.0,2.0,
318,50200520000EB,42.5,42.5509,,3.0,2.0,
319,50200520000EB,47.2,47.28,,3.0,2.0,
320,50200520000EB,48.5,48.54,,3.0,2.0,
321,50200520000EB,48.63,48.7,,3.0,2.0,
322,50200520000EB,48.83,48.9,,3.0,2.0,
323,50200520000EB,49.0,49.07,,3.0,2.0,
324,50200520000EB,47.6,47.6471,,3.0,2.0,
325,50200520000EB,47.6471,47.7,,3.0,2.0,
326,50200520000EB,42.5509,42.6,,3.0,2.0,
327,50200520000EB,48.16,48.2,,3.0,2.0,
328,50200520000EB,48.2681,48.3,,3.0,2.0,
329,50200520000EB,48.6,48.63,,3.0,2.0,
330,50200520000EB,48.8,48.83,,3.0,2.0,
331,50200520000EB,49.08,49.1,,3.0,2.0,
332,50200520000EB,49.07,49.08,,3.0,2.0,
333,50200520000EB,47.28,47.3,,3.0,2.0,
334,50200520000EB,47.38,47.4,,3.0,2.0,
335,50200520000EB,48.9,48.9163,,3.0,2.0,
336,50200520000EB,48.2625,48.2681,,3.0,2.0,
337,50200520000EB,47.8,47.8012,,3.0,2.0,
338,30200520000EB,0.2,0.3,,3.0,2.0,
339,30200520000EB,2.0,2.1,,3.0,2.0,
340,30200520000EB,3.9,4.0,,3.0,2.0,
341,30200520000EB,4.7,4.8,,3.0,2.0,
342,30200520000EB,6.1,6.2,,3.0,2.0,
343,30200520000EB,6.4,6.5,,3.0,2.0,
344,30200520000EB,7.0,7.1,,3.0,2.0,
345,30200520000EB,7.3,7.4,,3.0,2.0,
346,50200520000EB,52.0,52.1,,3.0,2.0,
347,50200520000EB,52.3,52.4,,3.0,2.0,
348,50200520000EB,52.6,52.7,,3.0,2.0,
349,50200520000EB,52.8,52.9,,3.0,2.0,
350,50200520000EB,53.2,53.3,,3.0,2.0,
351,50200520000EB,54.0074,54.1,,3.0,2.0,
352,30200520000EB,0.8,0.86,,3.0,2.0,
353,50200520000EB,52.5109,52.6,,3.0,2.0,
354,50200520000EB,52.7,52.8,,3.0,2.0,
355,50200520000EB,53.3,53.3919,,3.0,2.0,
356,50200520000EB,53.4,53.4757,,3.0,2.0,
357,30200520000EB,3.6,3.7,,3.0,2.0,
358,30200520000EB,4.0,4.1,,3.0,2.0,
359,30200520000EB,4.4,4.5,,3.0,2.0,
360,30200520000EB,4.6,4.7,,3.0,2.0,
361,30200520000EB,4.8,4.9,,3.0,2.0,
362,30200520000EB,4.92,5.0,,3.0,2.0,
363,30200520000EB,5.2,5.3,,3.0,2.0,
364,30200520000EB,5.8,5.9,,3.0,2.0,
365,30200520000EB,6.2,6.3,,3.0,2.0,
366,30200520000EB,6.3,6.4,,3.0,2.0,
367,30200520000EB,6.7,6.8,,3.0,2.0,
368,30200520000EB,7.1,7.2,,3.0,2.0,
369,30200520000EB,7.2,7.3,,3.0,2.0,
370,30200520000EB,7.4,7.5,,3.0,2.0,
371,30200520000EB,2.1,2.2,,3.0,2.0,
372,30200520000EB,2.2,2.26,,3.0,2.0,
373,30200520000EB,2.4,2.5,,3.0,2.0,
374,30200520000EB,2.5,2.6,,3.0,2.0,
375,30200520000EB,4.1,4.2,,3.0,2.0,
376,30200520000EB,4.2,4.3,,3.0,2.0,
377,30200520000EB,4.3,4.4,,3.0,2.0,
378,30200520000EB,5.3,5.4,,3.0,2.0,
379,30200520000EB,5.4,5.5,,3.0,2.0,
380,30200520000EB,6.8,6.9,,3.0,2.0,
381,30200520000EB,6.9,7.0,,3.0,2.0,
382,50200520000EB,52.1,52.2,,3.0,2.0,
383,50200520000EB,52.2,52.3,,3.0,2.0,
384,50200520000EB,52.4,52.5,,3.0,2.0,
385,50200520000EB,52.9,53.0,,3.0,2.0,
386,50200520000EB,53.8379,53.9,,3.0,2.0,
387,50200520000EB,53.9,54.0,,3.0,2.0,
388,50200520000EB,54.1,54.2,,3.0,2.0,
389,30200520000EB,0.0,0.1,,3.0,2.0,
390,30200520000EB,1.41,1.5,,3.0,2.0,
391,30200520000EB,1.8,1.9,,3.0,2.0,
392,30200520000EB,1.9,2.0,,3.0,2.0,
393,30200520000EB,2.6,2.7,,3.0,2.0,
394,30200520000EB,2.7,2.8,,3.0,2.0,
395,30200520000EB,2.9,3.0,,3.0,2.0,
396,30200520000EB,3.0,3.1,,3.0,2.0,
397,30200520000EB,3.2,3.2964,,3.0,2.0,
398,30200520000EB,3.3,3.4,,3.0,2.0,
399,30200520000EB,5.9,6.0,,3.0,2.0,
400,30200520000EB,5.0,5.1,,3.0,2.0,
401,30200520000EB,5.1,5.2,,3.0,2.0,
402,50200520000EB,53.0091,53.1,,3.0,2.0,
403,50200520000EB,53.1,53.2,,3.0,2.0,
404,30200520000EB,1.2,1.3,,3.0,2.0,
405,30200520000EB,5.6159,5.7,,3.0,2.0,
406,30200520000EB,5.7,5.8,,3.0,2.0,
407,30200520000EB,1.1,1.2,,3.0,2.0,
408,30200520000EB,0.6,0.7,,3.0,2.0,
409,30200520000EB,0.7,0.8,,3.0,2.0,
410,30200520000EB,3.4146,3.4868,,3.0,2.0,
411,30200520000EB,0.318,0.3702,,3.0,2.0,
412,30200520000EB,1.01,1.06,,3.0,2.0,
413,50200520000EB,53.5429,53.5623,,3.0,2.0,
414,50200520000EB,53.4757,53.4971,,3.0,2.0,
415,50200520000EB,53.5623,53.5976,,3.0,2.0,
416,50200520000EB,53.7375,53.7626,,3.0,2.0,
417,50200520000EB,53.6281,53.6662,,3.0,2.0,
418,30200520000EB,1.72,1.79,,3.0,2.0,
419,30200520000EB,0.1498,0.2,,3.0,2.0,
420,30200520000EB,0.86,0.9,,3.0,2.0,
421,30200520000EB,0.9,0.94,,3.0,2.0,
422,30200520000EB,3.86,3.9,,3.0,2.0,
423,30200520000EB,6.0622,6.1,,3.0,2.0,
424,30200520000EB,6.5,6.5582,,3.0,2.0,
425,30200520000EB,3.5,3.6,,3.0,2.0,
426,30200520000EB,3.7,3.76,,3.0,2.0,
427,30200520000EB,3.76,3.8,,3.0,2.0,
428,30200520000EB,3.8,3.86,,3.0,2.0,
429,30200520000EB,4.5,4.6,,3.0,2.0,
430,30200520000EB,6.6,6.7,,3.0,2.0,
431,30200520000EB,2.3,2.3438,,3.0,2.0,
432,30200520000EB,2.3438,2.4,,3.0,2.0,
433,30200520000EB,5.5,5.54,,3.0,2.0,
434,30200520000EB,5.54,5.6,,3.0,2.0,
435,30200520000EB,0.1,0.1498,,3.0,2.0,
436,30200520000EB,0.4,0.46,,3.0,2.0,
437,30200520000EB,1.3,1.36,,3.0,2.0,
438,30200520000EB,1.36,1.4,,3.0,2.0,
439,30200520000EB,1.53,1.6,,3.0,2.0,
440,30200520000EB,2.8,2.85,,3.0,2.0,
441,30200520000EB,2.85,2.9,,3.0,2.0,
442,30200520000EB,3.1,3.1957,,3.0,2.0,
443,30200520000EB,6.0,6.0622,,3.0,2.0,
444,50200520000EB,53.7,53.7375,,3.0,2.0,
445,30200520000EB,1.06,1.1,,3.0,2.0,
446,30200520000EB,0.5,0.6,,3.0,2.0,
447,30200520000EB,0.94,1.0,,3.0,2.0,
448,50200520000EB,54.22,54.274,,3.0,2.0,
449,30200520000EB,6.5582,6.5919,,3.0,2.0,
450,50200520000EB,53.6098,53.6206,,3.0,2.0,
451,50200520000EB,53.7727,53.7908,,3.0,2.0,
452,50200520000EB,53.6662,53.6901,,3.0,2.0,
453,50200520000EB,53.5096,53.5301,,3.0,2.0,
454,50200520000EB,53.5301,53.5429,,3.0,2.0,
455,30200520000EB,4.9,4.92,,3.0,2.0,
456,30200520000EB,2.26,2.3,,3.0,2.0,
457,50200520000EB,53.8,53.8245,,3.0,2.0,
458,50200520000EB,54.2,54.22,,3.0,2.0,
459,30200520000EB,0.3722,0.4,,3.0,2.0,
460,30200520000EB,0.46,0.5,,3.0,2.0,
461,30200520000EB,1.5,1.53,,3.0,2.0,
462,30200520000EB,1.6,1.6495,,3.0,2.0,
463,50200520000EB,53.6901,53.7,,3.0,2.0,
464,30200520000EB,1.6495,1.7,,3.0,2.0,
465,50200520000EB,53.6206,53.6281,,3.0,2.0,
466,50200520000EB,53.7626,53.7727,,3.0,2.0,
467,50200520000EB,53.8245,53.8336,,3.0,2.0,
468,50200520000EB,53.5048,53.5096,,3.0,2.0,
469,30200520000EB,0.3,0.3106,,3.0,2.0,
470,50200520000EB,53.3919,53.4,,3.0,2.0,
471,50200520000EB,53.6,53.6098,,3.0,2.0,
472,50200520000EB,54.0,54.0074,,3.0,2.0,
473,30200520000EB,3.4,3.4146,,3.0,2.0,
474,30200520000EB,3.4868,3.5,,3.0,2.0,
475,30200520000EB,5.6,5.6159,,3.0,2.0,
476,50200520000EB,52.5,52.5109,,3.0,2.0,
477,50200520000EB,53.0,53.0091,,3.0,2.0,
478,50200520000EB,53.7908,53.8,,3.0,2.0,
479,30200520000EB,1.4,1.41,,3.0,2.0,
480,30200520000EB,1.79,1.8,,3.0,2.0,
481,30200520000EB,1.0,1.01,,3.0,2.0,
482,30200520000EB,1.7,1.72,,3.0,2.0,
483,50200520000EB,54.274,54.3,,3.0,2.0,
484,50200520000EB,54.3,54.308,,3.0,2.0,
485,30200520000EB,0.3106,0.3162,,3.0,2.0,
486,50200520000EB,53.8336,53.8379,,3.0,2.0,
487,50200520000EB,53.4971,53.5,,3.0,2.0,
488,50200520000EB,53.5,53.5048,,3.0,2.0,
489,30200520000EB,6.5919,6.6,,3.0,2.0,
490,50200520000EB,54.308,54.32,,3.0,2.0,
491,50200520000EB,53.5976,53.6,,3.0,2.0,
492,30200520000EB,3.1957,3.2,,3.0,2.0,
493,30200520000EB,3.2964,3.3,,3.0,2.0,
494,30200520000EB,0.3702,0.3722,,3.0,2.0,
495,30200520000EB,0.3162,0.318,,3.0,2.0,
496,50200520000EB,45.8,45.9,,3.0,2.0,
