ROUTEID,BMP,EMP,F_SYSTEM,NHS,NN,STRAHNET_TYPE,hash
2040062040000,0.0,0.05,7.0,,,,2040062040000-0.0-0.05
2040062050000,0.0,0.06,7.0,,,,2040062050000-0.0-0.06
2040062070000,0.0,0.18,7.0,,,,2040062070000-0.0-0.18
2040062070000,0.18,0.23,7.0,,,,2040062070000-0.18-0.23
2040062080000,0.0,0.08,7.0,,,,2040062080000-0.0-0.08
2040062090000,0.0,0.19,7.0,,,,2040062090000-0.0-0.19
2040062100000,0.0,0.18,7.0,,,,2040062100000-0.0-0.18
2040063000000,0.0,1.21,7.0,,,,2040063000000-0.0-1.21
2040063000000,1.21,1.3,7.0,,,,2040063000000-1.21-1.3
2040063000000,2.22,3.24,7.0,,,,2040063000000-2.22-3.24
2040063000000,3.24,4.376,7.0,,,,2040063000000-3.24-4.376
2040063000000,4.376,4.63,7.0,,,,2040063000000-4.376-4.63
2040063000000,4.63,6.32,7.0,,,,2040063000000-4.63-6.32
2040063010000,0.0,0.6,7.0,,,,2040063010000-0.0-0.6
2040063010000,0.6,0.62,7.0,,,,2040063010000-0.6-0.62
2040063010000,0.62,2.31,7.0,,,,2040063010000-0.62-2.31
2040063010000,2.31,2.42,7.0,,,,2040063010000-2.31-2.42
2040063022100,0.07,0.088,7.0,,,,2040063022100-0.07-0.088
2040063022100,0.088,0.15,7.0,,,,2040063022100-0.088-0.15
2040063030000,0.0,0.24,7.0,,,,2040063030000-0.0-0.24
2040063040000,0.0,0.37,7.0,,,,2040063040000-0.0-0.37
2040063050000,0.0,0.3,7.0,,,,2040063050000-0.0-0.3
2040063050000,0.3,0.44,7.0,,,,2040063050000-0.3-0.44
2040063060000,0.0,0.023,7.0,,,,2040063060000-0.0-0.023
2040063060000,0.023,0.37,7.0,,,,2040063060000-0.023-0.37
2040063070000,0.0,0.47,7.0,,,,2040063070000-0.0-0.47
2040063090000,0.8,0.993,7.0,,,,2040063090000-0.8-0.993
2040063090000,1.053,1.266,7.0,,,,2040063090000-1.053-1.266
2040063100000,0.0,0.29,7.0,,,,2040063100000-0.0-0.29
2040063110000,0.0,0.41,7.0,,,,2040063110000-0.0-0.41
2040063120000,0.0,0.19,7.0,,,,2040063120000-0.0-0.19
2040064010000,0.0,1.29,7.0,,,,2040064010000-0.0-1.29
2040064020000,0.0,1.3,7.0,,,,2040064020000-0.0-1.3
2040064020000,1.3,5.51,7.0,,,,2040064020000-1.3-5.51
2040064030000,0.0,0.41,4.0,,,,2040064030000-0.0-0.41
2040064040000,0.0,0.46,4.0,,,,2040064040000-0.0-0.46
2040064050000,0.0,0.34,7.0,,,,2040064050000-0.0-0.34
2040064060000,0.0,0.002,7.0,,,,2040064060000-0.0-0.002
2040064060000,0.002,0.04,7.0,,,,2040064060000-0.002-0.04
2040064070000,0.0,0.01,7.0,,,,2040064070000-0.0-0.01
2040064080000,0.0,0.182,7.0,,,,2040064080000-0.0-0.182
2040064090000,0.0,0.227,7.0,,,,2040064090000-0.0-0.227
2040064100000,0.0,0.11,7.0,,,,2040064100000-0.0-0.11
2040064110000,0.0,0.24,7.0,,,,2040064110000-0.0-0.24
2040064120000,0.0,0.12,7.0,,,,2040064120000-0.0-0.12
2040064130000,0.0,0.07,7.0,,,,2040064130000-0.0-0.07
2040064140000,0.0,0.3,7.0,,,,2040064140000-0.0-0.3
2040064150000,0.0,0.05,7.0,,,,2040064150000-0.0-0.05
2040064160000,0.0,0.2,7.0,,,,2040064160000-0.0-0.2
2040065000000,0.0,2.04,7.0,,,,2040065000000-0.0-2.04
2040065000000,2.04,8.819,7.0,,,,2040065000000-2.04-8.819
2040065000000,8.819,9.68,7.0,,,,2040065000000-8.819-9.68
2040065000000,9.68,9.99,7.0,,,,2040065000000-9.68-9.99
2040065000000,10.29,10.53,7.0,,,,2040065000000-10.29-10.53
2040065030000,0.0,1.08,7.0,,,,2040065030000-0.0-1.08
2040065030000,1.08,1.3,7.0,,,,2040065030000-1.08-1.3
2040065040000,0.0,0.74,7.0,,,,2040065040000-0.0-0.74
2040065050000,0.0,0.58,7.0,,,,2040065050000-0.0-0.58
2040066000000,0.0,1.0,7.0,,,,2040066000000-0.0-1.0
2040066000000,1.0,6.48,7.0,,,,2040066000000-1.0-6.48
2040066010000,0.0,1.1,7.0,,,,2040066010000-0.0-1.1
2040067000000,0.28,6.778,7.0,,,,2040067000000-0.28-6.778
2040067000000,6.778,6.78,7.0,,,,2040067000000-6.778-6.78
2040067010000,0.0,0.41,7.0,,,,2040067010000-0.0-0.41
2040068000000,0.0,0.05,7.0,,,,2040068000000-0.0-0.05
2040068000000,0.05,0.749,7.0,,,,2040068000000-0.05-0.749
2040068000000,0.749,1.21,7.0,,,,2040068000000-0.749-1.21
2040068000000,1.21,1.5,7.0,,,,2040068000000-1.21-1.5
2040068000000,1.5,1.7,7.0,,,,2040068000000-1.5-1.7
2040069000000,0.0,10.1,5.0,,,,2040069000000-0.0-10.1
2040069010000,0.0,1.27,7.0,,,,2040069010000-0.0-1.27
2040069020000,0.0,0.946,7.0,,,,2040069020000-0.0-0.946
2040069060000,0.0,0.75,7.0,,,,2040069060000-0.0-0.75
2040069060000,1.08,1.38,7.0,,,,2040069060000-1.08-1.38
2040069070000,0.0,1.77,7.0,,,,2040069070000-0.0-1.77
2040069080000,1.01,1.54,7.0,,,,2040069080000-1.01-1.54
2040069080000,1.54,2.95,7.0,,,,2040069080000-1.54-2.95
2040069090000,0.0,0.59,7.0,,,,2040069090000-0.0-0.59
2040069100000,0.0,0.27,7.0,,,,2040069100000-0.0-0.27
2040070000000,0.0,0.08,7.0,,,,2040070000000-0.0-0.08
2040070000000,0.08,0.666,7.0,,,,2040070000000-0.08-0.666
2040070000000,0.666,3.73,7.0,,,,2040070000000-0.666-3.73
2040070000000,3.73,4.03,7.0,,,,2040070000000-3.73-4.03
2040070000000,4.03,4.75,7.0,,,,2040070000000-4.03-4.75
2040070010000,0.0,1.48,7.0,,,,2040070010000-0.0-1.48
2040070010000,1.48,2.8,7.0,,,,2040070010000-1.48-2.8
2040070030000,0.0,0.7,7.0,,,,2040070030000-0.0-0.7
2040070040000,0.0,0.61,7.0,,,,2040070040000-0.0-0.61
2040071000000,0.0,1.52,5.0,,,,2040071000000-0.0-1.52
2040071000000,1.52,1.56,5.0,,,,2040071000000-1.52-1.56
2040072000000,0.0,0.661,7.0,,,,2040072000000-0.0-0.661
2040072000000,0.661,0.8,7.0,,,,2040072000000-0.661-0.8
2040072000000,0.8,4.27,7.0,,,,2040072000000-0.8-4.27
2040072010000,0.0,0.442,7.0,,,,2040072010000-0.0-0.442
2040072010000,0.442,0.81,7.0,,,,2040072010000-0.442-0.81
2040072020000,0.0,0.19,7.0,,,,2040072020000-0.0-0.19
2040072030000,0.0,0.12,7.0,,,,2040072030000-0.0-0.12
2040072040000,0.0,0.099,7.0,,,,2040072040000-0.0-0.099
2040072040000,0.099,0.32,7.0,,,,2040072040000-0.099-0.32
2040072040000,0.32,0.5,7.0,,,,2040072040000-0.32-0.5
2040072050000,0.0,0.09,7.0,,,,2040072050000-0.0-0.09
2040073000000,0.0,3.807,4.0,,,,2040073000000-0.0-3.807
2040073000000,3.807,7.81,4.0,,,,2040073000000-3.807-7.81
2040073000000,7.81,9.23,5.0,,,,2040073000000-7.81-9.23
2040073000000,9.23,10.73,7.0,,,,2040073000000-9.23-10.73
2040073000000,10.73,11.76,7.0,,,,2040073000000-10.73-11.76
2040073000000,11.76,13.89,7.0,,,,2040073000000-11.76-13.89
2040073010000,0.0,0.085,7.0,,,,2040073010000-0.0-0.085
2040073010000,0.085,2.0,7.0,,,,2040073010000-0.085-2.0
2040073010000,2.0,2.13,7.0,,,,2040073010000-2.0-2.13
2040073010000,2.13,2.45,7.0,,,,2040073010000-2.13-2.45
2040073010000,2.45,3.2,7.0,,,,2040073010000-2.45-3.2
2040073020000,0.0,0.22,7.0,,,,2040073020000-0.0-0.22
2040073020000,0.22,0.44,7.0,,,,2040073020000-0.22-0.44
2040073020000,0.44,0.86,7.0,,,,2040073020000-0.44-0.86
2040073030000,0.0,1.51,7.0,,,,2040073030000-0.0-1.51
2040073030000,1.51,1.601,7.0,,,,2040073030000-1.51-1.601
2040073030000,1.601,2.69,7.0,,,,2040073030000-1.601-2.69
2040073040000,0.0,0.13,7.0,,,,2040073040000-0.0-0.13
2040073040000,0.14,0.52,7.0,,,,2040073040000-0.14-0.52
2040073050000,0.0,2.23,7.0,,,,2040073050000-0.0-2.23
2040073070000,0.0,0.003,7.0,,,,2040073070000-0.0-0.003
2040073070000,0.003,1.26,7.0,,,,2040073070000-0.003-1.26
2040073070000,1.26,1.6,7.0,,,,2040073070000-1.26-1.6
2040073070000,1.9,2.2,7.0,,,,2040073070000-1.9-2.2
2040073080000,0.0,0.3,7.0,,,,2040073080000-0.0-0.3
2040073100000,0.0,0.083,7.0,,,,2040073100000-0.0-0.083
2040073100000,0.083,0.9,7.0,,,,2040073100000-0.083-0.9
2040073100000,0.9,1.12,7.0,,,,2040073100000-0.9-1.12
2040073120000,0.0,1.7,7.0,,,,2040073120000-0.0-1.7
2040073130000,0.0,0.31,7.0,,,,2040073130000-0.0-0.31
2040073170000,0.0,0.005,7.0,,,,2040073170000-0.0-0.005
2040073170000,0.005,0.3,7.0,,,,2040073170000-0.005-0.3
2040073180000,0.0,0.103,7.0,,,,2040073180000-0.0-0.103
2040073180000,0.103,0.18,7.0,,,,2040073180000-0.103-0.18
2040073190000,0.0,0.35,7.0,,,,2040073190000-0.0-0.35
2040073200000,0.0,0.3,7.0,,,,2040073200000-0.0-0.3
2040073250000,0.0,0.2,7.0,,,,2040073250000-0.0-0.2
2040073260000,0.0,0.004,7.0,,,,2040073260000-0.0-0.004
2040073260000,0.004,0.34,7.0,,,,2040073260000-0.004-0.34
2040073270000,0.0,0.018,7.0,,,,2040073270000-0.0-0.018
2040073270000,0.018,0.131,7.0,,,,2040073270000-0.018-0.131
2040073280000,0.0,0.084,7.0,,,,2040073280000-0.0-0.084
2040073280000,0.084,0.19,7.0,,,,2040073280000-0.084-0.19
2040073290000,0.0,0.13,7.0,,,,2040073290000-0.0-0.13
2040073300000,0.0,0.13,7.0,,,,2040073300000-0.0-0.13
2040073310000,0.0,0.237,7.0,,,,2040073310000-0.0-0.237
2040073320000,0.0,0.056,7.0,,,,2040073320000-0.0-0.056
2040073330000,0.0,0.12,7.0,,,,2040073330000-0.0-0.12
2040073330000,0.12,0.25,7.0,,,,2040073330000-0.12-0.25
2040073340000,0.0,0.04,7.0,,,,2040073340000-0.0-0.04
2040073350000,0.0,0.04,7.0,,,,2040073350000-0.0-0.04
2040073360000,0.0,0.091,7.0,,,,2040073360000-0.0-0.091
2040073370000,0.0,0.003,7.0,,,,2040073370000-0.0-0.003
2040073370000,0.003,0.057,7.0,,,,2040073370000-0.003-0.057
2040073370000,0.057,0.06,7.0,,,,2040073370000-0.057-0.06
2040073380000,0.0,0.004,7.0,,,,2040073380000-0.0-0.004
2040073380000,0.004,0.04,7.0,,,,2040073380000-0.004-0.04
2040073380000,0.04,0.05,7.0,,,,2040073380000-0.04-0.05
2040073390000,0.0,0.03,7.0,,,,2040073390000-0.0-0.03
2040073400000,0.0,0.006,7.0,,,,2040073400000-0.0-0.006
2040073400000,0.006,0.067,7.0,,,,2040073400000-0.006-0.067
2040073410000,0.0,0.33,7.0,,,,2040073410000-0.0-0.33
2040074000000,0.0,0.1,7.0,,,,2040074000000-0.0-0.1
2040074010000,0.0,0.14,7.0,,,,2040074010000-0.0-0.14
2040075000000,0.0,0.29,5.0,,,,2040075000000-0.0-0.29
2040076000000,0.0,4.27,5.0,,,,2040076000000-0.0-4.27
2040076040000,0.0,0.042,7.0,,,,2040076040000-0.0-0.042
2040077010000,0.0,0.591,7.0,,,,2040077010000-0.0-0.591
2040077010000,0.591,4.01,7.0,,,,2040077010000-0.591-4.01
2040077010000,4.01,5.39,6.0,,,,2040077010000-4.01-5.39
2040077010000,5.39,7.79,7.0,,,,2040077010000-5.39-7.79
2040077020000,0.0,0.22,7.0,,,,2040077020000-0.0-0.22
2040077030000,0.0,0.12,7.0,,,,2040077030000-0.0-0.12
2040077040000,0.0,0.03,7.0,,,,2040077040000-0.0-0.03
2040077040000,0.03,0.72,7.0,,,,2040077040000-0.03-0.72
2040077050000,0.0,0.25,7.0,,,,2040077050000-0.0-0.25
2040079010000,0.0,1.802,7.0,,,,2040079010000-0.0-1.802
2040079010000,1.802,1.9,7.0,,,,2040079010000-1.802-1.9
2040079010000,1.9,2.0,7.0,,,,2040079010000-1.9-2.0
2040079010000,2.0,2.37,7.0,,,,2040079010000-2.0-2.37
2040079020000,0.0,0.295,7.0,,,,2040079020000-0.0-0.295
2040079030000,0.0,2.69,7.0,,,,2040079030000-0.0-2.69
2040079030000,2.69,3.14,6.0,,,,2040079030000-2.69-3.14
2040079030000,3.14,6.97,6.0,,,,2040079030000-3.14-6.97
2040079030000,6.97,7.936,5.0,,,,2040079030000-6.97-7.936
2040079030000,7.936,18.93,5.0,,,,2040079030000-7.936-18.93
2040079040000,0.0,0.6,7.0,,,,2040079040000-0.0-0.6
2040079050000,0.0,0.53,7.0,,,,2040079050000-0.0-0.53
2040079060000,0.0,0.05,7.0,,,,2040079060000-0.0-0.05
2040079060000,0.05,0.062,7.0,,,,2040079060000-0.05-0.062
2040079060000,0.062,0.23,7.0,,,,2040079060000-0.062-0.23
2040079080000,0.0,0.5,7.0,,,,2040079080000-0.0-0.5
2040079090000,0.0,0.013,7.0,,,,2040079090000-0.0-0.013
2040079090000,0.013,0.02,7.0,,,,2040079090000-0.013-0.02
2040079100000,0.0,0.33,7.0,,,,2040079100000-0.0-0.33
2040079110000,0.0,0.04,7.0,,,,2040079110000-0.0-0.04
2040079120000,0.0,0.15,7.0,,,,2040079120000-0.0-0.15
2040079130000,0.0,0.103,7.0,,,,2040079130000-0.0-0.103
2040079130000,0.103,0.445,7.0,,,,2040079130000-0.103-0.445
2040079140000,0.0,0.34,7.0,,,,2040079140000-0.0-0.34
2040079150000,0.0,0.11,7.0,,,,2040079150000-0.0-0.11
2040079160000,0.0,0.003,7.0,,,,2040079160000-0.0-0.003
2040079160000,0.003,0.384,7.0,,,,2040079160000-0.003-0.384
2040079160000,0.384,0.4,7.0,,,,2040079160000-0.384-0.4
2040079170000,0.0,0.05,7.0,,,,2040079170000-0.0-0.05
2040079180000,0.0,0.15,7.0,,,,2040079180000-0.0-0.15
2040079190000,0.0,0.005,7.0,,,,2040079190000-0.0-0.005
2040079190000,0.005,0.332,7.0,,,,2040079190000-0.005-0.332
2040079200000,0.0,0.05,7.0,,,,2040079200000-0.0-0.05
2040079210000,0.0,0.1,7.0,,,,2040079210000-0.0-0.1
2040079220000,0.0,0.188,7.0,,,,2040079220000-0.0-0.188
2040079230000,0.0,0.07,7.0,,,,2040079230000-0.0-0.07
2040079240000,0.0,0.03,7.0,,,,2040079240000-0.0-0.03
2040079250000,0.0,0.04,7.0,,,,2040079250000-0.0-0.04
2040079260000,0.0,0.3,7.0,,,,2040079260000-0.0-0.3
2040079270000,0.0,0.19,7.0,,,,2040079270000-0.0-0.19
2040079280000,0.0,0.05,7.0,,,,2040079280000-0.0-0.05
2040079290000,0.0,0.189,7.0,,,,2040079290000-0.0-0.189
2040079300000,0.0,0.08,7.0,,,,2040079300000-0.0-0.08
2040079300000,0.08,0.25,7.0,,,,2040079300000-0.08-0.25
2040079310000,0.0,0.27,7.0,,,,2040079310000-0.0-0.27
2040079320000,0.0,0.1,7.0,,,,2040079320000-0.0-0.1
2040079330000,0.0,0.034,7.0,,,,2040079330000-0.0-0.034
2040079340000,0.0,0.105,7.0,,,,2040079340000-0.0-0.105
2040079340000,0.105,0.16,7.0,,,,2040079340000-0.105-0.16
2040079350000,0.0,0.15,7.0,,,,2040079350000-0.0-0.15
2040079350000,0.15,0.27,7.0,,,,2040079350000-0.15-0.27
2040079360000,0.0,0.162,7.0,,,,2040079360000-0.0-0.162
2040079370000,0.0,0.17,7.0,,,,2040079370000-0.0-0.17
2040079380000,0.0,0.188,7.0,,,,2040079380000-0.0-0.188
2040079390000,0.0,0.065,7.0,,,,2040079390000-0.0-0.065
2040079400000,0.0,0.08,7.0,,,,2040079400000-0.0-0.08
2040079410000,0.0,0.03,7.0,,,,2040079410000-0.0-0.03
2040079420000,0.0,0.03,7.0,,,,2040079420000-0.0-0.03
2040079430000,0.0,0.12,7.0,,,,2040079430000-0.0-0.12
2040081000000,0.0,2.29,5.0,,,,2040081000000-0.0-2.29
2040081000000,2.29,2.337,6.0,,,,2040081000000-2.29-2.337
2040081000000,2.337,14.34,6.0,,,,2040081000000-2.337-14.34
2040081010000,0.32,0.327,7.0,,,,2040081010000-0.32-0.327
2040081010000,0.327,0.95,7.0,,,,2040081010000-0.327-0.95
2040081010000,0.95,1.58,7.0,,,,2040081010000-0.95-1.58
2040081080000,0.0,0.95,7.0,,,,2040081080000-0.0-0.95
2040081090000,0.0,0.3,7.0,,,,2040081090000-0.0-0.3
2040081090000,0.3,0.6,7.0,,,,2040081090000-0.3-0.6
2040081100000,0.0,0.76,6.0,,,,2040081100000-0.0-0.76
2040081110000,0.0,2.56,7.0,,,,2040081110000-0.0-2.56
2040081110000,2.56,3.56,7.0,,,,2040081110000-2.56-3.56
2040081120000,0.0,0.07,7.0,,,,2040081120000-0.0-0.07
2040081120000,0.07,0.27,7.0,,,,2040081120000-0.07-0.27
2040081130000,0.0,0.13,7.0,,,,2040081130000-0.0-0.13
2040081140000,0.0,0.48,7.0,,,,2040081140000-0.0-0.48
2040081150000,0.0,0.003,7.0,,,,2040081150000-0.0-0.003
2040081150000,0.003,0.07,7.0,,,,2040081150000-0.003-0.07
2040081160000,0.0,0.47,7.0,,,,2040081160000-0.0-0.47
2040083000000,0.0,13.37,5.0,,,,2040083000000-0.0-13.37
2040083010000,0.0,0.4,7.0,,,,2040083010000-0.0-0.4
2040083010000,0.4,0.59,7.0,,,,2040083010000-0.4-0.59
2040083020000,0.0,0.01,7.0,,,,2040083020000-0.0-0.01
2040083020000,0.01,0.12,7.0,,,,2040083020000-0.01-0.12
2040083020000,0.12,0.38,7.0,,,,2040083020000-0.12-0.38
2040083030000,0.0,0.06,7.0,,,,2040083030000-0.0-0.06
2040083030000,0.06,1.09,7.0,,,,2040083030000-0.06-1.09
2040083040000,0.0,1.242,7.0,,,,2040083040000-0.0-1.242
2040083050000,0.0,0.02,7.0,,,,2040083050000-0.0-0.02
2040083050000,0.02,0.08,7.0,,,,2040083050000-0.02-0.08
2040083060000,0.0,0.08,7.0,,,,2040083060000-0.0-0.08
2040083060000,0.08,0.17,7.0,,,,2040083060000-0.08-0.17
2040083070000,0.0,0.27,7.0,,,,2040083070000-0.0-0.27
2040083080000,0.0,0.14,7.0,,,,2040083080000-0.0-0.14
2040083080000,0.14,0.177,7.0,,,,2040083080000-0.14-0.177
2040083090000,0.0,0.17,7.0,,,,2040083090000-0.0-0.17
2040083100000,0.0,0.21,7.0,,,,2040083100000-0.0-0.21
2040083110000,0.0,0.143,7.0,,,,2040083110000-0.0-0.143
2040083120000,0.0,0.24,7.0,,,,2040083120000-0.0-0.24
2040083130000,0.0,0.18,7.0,,,,2040083130000-0.0-0.18
2040083140000,0.0,0.19,7.0,,,,2040083140000-0.0-0.19
2040083150000,0.0,0.1,7.0,,,,2040083150000-0.0-0.1
2040083160000,0.0,0.18,7.0,,,,2040083160000-0.0-0.18
2040085000000,0.12,1.97,7.0,,,,2040085000000-0.12-1.97
2040085000000,1.97,3.35,7.0,,,,2040085000000-1.97-3.35
2040085000000,3.35,3.91,7.0,,,,2040085000000-3.35-3.91
2040085000000,3.91,4.87,7.0,,,,2040085000000-3.91-4.87
2040085010000,0.0,0.1,7.0,,,,2040085010000-0.0-0.1
2040085020000,0.0,0.6,7.0,,,,2040085020000-0.0-0.6
2040085040000,0.0,0.03,7.0,,,,2040085040000-0.0-0.03
2040086000000,0.0,0.89,7.0,,,,2040086000000-0.0-0.89
2040114010000,0.0,1.07,3.0,2.0,,,2040114010000-0.0-1.07
2040114020000,0.0,0.85,7.0,,,,2040114020000-0.0-0.85
2040114030000,0.0,0.08,7.0,,,,2040114030000-0.0-0.08
2040114030000,0.08,0.23,7.0,,,,2040114030000-0.08-0.23
2040114060000,0.0,1.2,7.0,,,,2040114060000-0.0-1.2
2040114070000,0.0,0.06,7.0,,,,2040114070000-0.0-0.06
2040114070000,0.06,0.41,7.0,,,,2040114070000-0.06-0.41
2040114080000,0.0,0.29,7.0,,,,2040114080000-0.0-0.29
2040119010000,0.0,3.18,7.0,,,,2040119010000-0.0-3.18
2040119020000,0.0,0.26,7.0,,,,2040119020000-0.0-0.26
2040119020000,0.26,0.39,7.0,,,,2040119020000-0.26-0.39
2040119030000,0.0,0.75,7.0,,,,2040119030000-0.0-0.75
2040119030000,0.75,0.86,7.0,,,,2040119030000-0.75-0.86
2040119040000,0.0,1.41,7.0,,,,2040119040000-0.0-1.41
2040119040000,1.41,1.48,7.0,,,,2040119040000-1.41-1.48
2040119050000,0.0,0.004,7.0,,,,2040119050000-0.0-0.004
2040119050000,0.004,0.12,7.0,,,,2040119050000-0.004-0.12
2040119050000,0.12,0.2,7.0,,,,2040119050000-0.12-0.2
2040119060000,0.0,0.89,7.0,,,,2040119060000-0.0-0.89
2040119070000,0.0,0.282,7.0,,,,2040119070000-0.0-0.282
2040119070000,0.282,0.3,7.0,,,,2040119070000-0.282-0.3
2040119070000,0.3,0.36,7.0,,,,2040119070000-0.3-0.36
2040119080000,0.0,0.268,7.0,,,,2040119080000-0.0-0.268
2040119080000,0.268,0.45,7.0,,,,2040119080000-0.268-0.45
2040119080000,0.45,0.63,7.0,,,,2040119080000-0.45-0.63
2040119090000,0.0,0.238,7.0,,,,2040119090000-0.0-0.238
2040119090000,0.238,0.67,7.0,,,,2040119090000-0.238-0.67
2040119090000,0.67,1.11,7.0,,,,2040119090000-0.67-1.11
2040119100000,0.0,0.08,7.0,,,,2040119100000-0.0-0.08
2040119100000,0.08,0.14,7.0,,,,2040119100000-0.08-0.14
2040119130000,0.0,1.93,7.0,,,,2040119130000-0.0-1.93
2040119140000,0.0,0.91,7.0,,,,2040119140000-0.0-0.91
2040119140000,0.91,1.73,7.0,,,,2040119140000-0.91-1.73
2040119140000,1.73,1.732,7.0,,,,2040119140000-1.73-1.732
2040119140000,1.732,2.19,7.0,,,,2040119140000-1.732-2.19
2040119140000,2.25,3.52,7.0,,,,2040119140000-2.25-3.52
2040119140000,3.52,3.84,7.0,,,,2040119140000-3.52-3.84
2040119140000,3.84,5.22,7.0,,,,2040119140000-3.84-5.22
2040119150000,0.0,0.961,7.0,,,,2040119150000-0.0-0.961
2040119150000,0.961,1.49,7.0,,,,2040119150000-0.961-1.49
2040119160000,0.0,2.29,7.0,,,,2040119160000-0.0-2.29
2040119160000,2.29,2.56,7.0,,,,2040119160000-2.29-2.56
2040119170000,0.0,0.14,7.0,,,,2040119170000-0.0-0.14
2040119200000,0.0,0.58,7.0,,,,2040119200000-0.0-0.58
2040119200000,0.58,1.29,7.0,,,,2040119200000-0.58-1.29
2040119200000,1.29,1.43,7.0,,,,2040119200000-1.29-1.43
2040119200000,1.43,2.06,7.0,,,,2040119200000-1.43-2.06
2040119200000,2.06,4.39,7.0,,,,2040119200000-2.06-4.39
2040119250000,0.0,0.81,7.0,,,,2040119250000-0.0-0.81
2040119250000,0.81,0.91,7.0,,,,2040119250000-0.81-0.91
2040119250000,0.91,1.14,7.0,,,,2040119250000-0.91-1.14
2040119260000,0.0,0.2,7.0,,,,2040119260000-0.0-0.2
2040119270000,0.0,1.5,7.0,,,,2040119270000-0.0-1.5
2040119300000,0.0,0.27,7.0,,,,2040119300000-0.0-0.27
2040119310000,0.0,1.88,7.0,,,,2040119310000-0.0-1.88
2040119320000,0.0,0.17,7.0,,,,2040119320000-0.0-0.17
2040119330000,0.0,0.52,7.0,,,,2040119330000-0.0-0.52
2040119330000,0.52,0.62,7.0,,,,2040119330000-0.52-0.62
2040119340000,0.0,0.42,7.0,,,,2040119340000-0.0-0.42
2040119340000,0.42,0.59,7.0,,,,2040119340000-0.42-0.59
2040119350000,0.0,0.35,7.0,,,,2040119350000-0.0-0.35
2040119360000,0.0,0.44,7.0,,,,2040119360000-0.0-0.44
2040119370000,0.0,0.38,7.0,,,,2040119370000-0.0-0.38
2040119370000,0.38,0.49,7.0,,,,2040119370000-0.38-0.49
2040119380000,0.0,0.75,7.0,,,,2040119380000-0.0-0.75
2040119390000,0.0,0.76,7.0,,,,2040119390000-0.0-0.76
2040119400000,0.0,0.11,7.0,,,,2040119400000-0.0-0.11
2040119400000,0.11,0.5,7.0,,,,2040119400000-0.11-0.5
2040119410000,0.0,0.15,7.0,,,,2040119410000-0.0-0.15
2040119420000,0.0,0.26,7.0,,,,2040119420000-0.0-0.26
2040119430000,0.0,0.11,7.0,,,,2040119430000-0.0-0.11
2040119440000,0.0,0.21,7.0,,,,2040119440000-0.0-0.21
2040119450000,0.0,0.18,7.0,,,,2040119450000-0.0-0.18
2040119450000,0.18,0.21,7.0,,,,2040119450000-0.18-0.21
2040119460000,0.0,0.11,7.0,,,,2040119460000-0.0-0.11
2040119470000,0.0,0.45,7.0,,,,2040119470000-0.0-0.45
2040119480000,0.0,0.06,7.0,,,,2040119480000-0.0-0.06
2040119480000,0.06,0.13,7.0,,,,2040119480000-0.06-0.13
2040119480000,0.13,0.18,7.0,,,,2040119480000-0.13-0.18
2040119500000,0.0,0.3,7.0,,,,2040119500000-0.0-0.3
2040119510000,0.0,0.7,7.0,,,,2040119510000-0.0-0.7
2040119520000,0.0,0.12,7.0,,,,2040119520000-0.0-0.12
2040119540000,0.0,0.15,7.0,,,,2040119540000-0.0-0.15
2040119550000,0.0,0.146,7.0,,,,2040119550000-0.0-0.146
2040119550000,0.146,0.34,7.0,,,,2040119550000-0.146-0.34
2040119550000,0.34,0.46,7.0,,,,2040119550000-0.34-0.46
2040119560000,0.0,0.45,7.0,,,,2040119560000-0.0-0.45
2040119570000,0.0,0.04,7.0,,,,2040119570000-0.0-0.04
2040119580000,0.0,0.32,7.0,,,,2040119580000-0.0-0.32
2040119590000,0.0,0.56,7.0,,,,2040119590000-0.0-0.56
2040119600000,0.0,0.55,7.0,,,,2040119600000-0.0-0.55
2040119610000,0.0,0.24,7.0,,,,2040119610000-0.0-0.24
2040119620000,0.0,0.33,7.0,,,,2040119620000-0.0-0.33
2040119630000,0.0,0.14,7.0,,,,2040119630000-0.0-0.14
2040119640000,0.0,0.04,7.0,,,,2040119640000-0.0-0.04
2040119640000,0.04,0.29,7.0,,,,2040119640000-0.04-0.29
2040119640000,0.29,0.395,7.0,,,,2040119640000-0.29-0.395
2040119640000,0.395,1.15,7.0,,,,2040119640000-0.395-1.15
2040119650000,0.0,0.11,7.0,,,,2040119650000-0.0-0.11
2040119660000,0.0,0.11,7.0,,,,2040119660000-0.0-0.11
2040119670000,0.0,0.06,7.0,,,,2040119670000-0.0-0.06
2040119670000,0.06,0.1,7.0,,,,2040119670000-0.06-0.1
2040119680000,0.0,0.26,7.0,,,,2040119680000-0.0-0.26
2040119690000,0.0,0.09,7.0,,,,2040119690000-0.0-0.09
2040119700000,0.0,0.04,7.0,,,,2040119700000-0.0-0.04
2040119710000,0.0,0.4,7.0,,,,2040119710000-0.0-0.4
2040119710000,0.4,0.65,7.0,,,,2040119710000-0.4-0.65
2040119720000,0.0,0.434,7.0,,,,2040119720000-0.0-0.434
2040119720000,0.434,0.5,7.0,,,,2040119720000-0.434-0.5
2040119730000,0.0,0.24,7.0,,,,2040119730000-0.0-0.24
2040119730000,0.24,0.4,7.0,,,,2040119730000-0.24-0.4
