,RouteId,BeginPoint,EndPoint,CrackingPercentVn,FacilityTypeVn,FsystemVn,NhsVn,SampleId,DirThroughLanesVn,PsrVn,IriVn
123,06200520000EB,0.5,0.52,,2,2,1.0,,,,241
124,0630527000000,0.3,0.345,,2,3,1.0,,,,197
125,06200520000EB,0.5809,0.594,,2,2,1.0,,,,241
126,0630527000000,0.37,0.3809,,1,3,1.0,,,,197
127,06200520000EB,0.594,0.6,,2,2,1.0,,,,241
128,06200520000EB,0.0,0.01,,2,2,1.0,,,,69
129,06100640000EB,10.9,10.974,,2,1,1.0,,3.0,,154
130,06100640000EB,10.974,10.9877,,2,1,1.0,,3.0,,154
131,06100640000EB,10.9877,10.994,,2,1,1.0,,3.0,,154
132,06100640000EB,10.994,11.0,,2,1,1.0,,3.0,,154
133,0630106000000,0.4,0.5,,2,3,1.0,,,,145
134,0630106000000,0.8,0.9,,2,3,1.0,,,,128
135,0630106000000,0.9,1.0,,2,3,1.0,,,,101
136,0630002000000,0.1,0.191,,2,3,3.0,060020000010,,,155
137,06301060000SB,0.5,0.6,,2,3,1.0,,,,125
138,0630002001300,0.1,0.164,,1,3,1.0,06002T000000,,,240
139,0630106000000,0.6,0.67,,2,3,1.0,,,,175
140,0630106000000,0.5395,0.587,,2,3,1.0,,,,182
141,0630106000000,0.5,0.5395,,2,3,1.0,,,,182
142,0630106000000,0.7,0.7551,,2,3,1.0,,,,150
143,0630106000000,0.7551,0.8,,2,3,1.0,,,,150
144,06301060000SB,0.626,0.67,,2,3,1.0,,,,195
145,06301060000SB,0.4768,0.5,,2,3,1.0,,,,308
146,06301060000SB,0.4,0.456,,2,3,1.0,,,,308
147,0630002001300,0.17,0.19,,1,3,1.0,06002T000017,,,240
148,0630106000000,0.67,0.7,,2,3,1.0,,,,175
149,06301060000SB,0.456,0.4768,,2,3,1.0,,,,308
150,06301060000SB,0.6,0.626,,2,3,1.0,,,,195
151,0630002001300,0.19,0.1995,,1,3,1.0,06002T000017,,,240
152,0630106000000,0.587,0.6,,2,3,1.0,,,,182
153,0630002000000,0.191,0.2,,2,3,3.0,060020000010,,,155
154,0630002001300,0.164,0.17,,1,3,1.0,06002T000000,,,240
155,0630002001300,0.1995,0.2,,1,3,1.0,06002T000017,,,240
156,06100640000EB,17.5,17.6,,2,1,1.0,060640001457,2.0,,162
157,06100640000EB,19.324,19.4,,2,1,1.0,060640001932,2.0,,162
158,06100640000EB,17.64,17.68,,2,1,1.0,060640001457,2.0,,215
159,06100640000EB,17.6,17.6393,,2,1,1.0,060640001457,2.0,,215
160,06100640000EB,18.0,18.041,,2,1,1.0,060640001768,2.0,,170
161,06100640000EB,19.3,19.32,,2,1,1.0,060640001849,2.0,,162
162,06100640000EB,17.68,17.7,,2,1,1.0,060640001768,2.0,,215
163,06100640000EB,18.041,18.0748,,2,1,1.0,060640001768,2.0,,170
164,06100640000EB,18.0852,18.099,,2,1,1.0,060640001808,2.0,,170
165,06100640000EB,18.0748,18.08,,2,1,1.0,060640001768,2.0,,170
166,06100640000EB,18.08,18.0852,,2,1,1.0,060640001808,2.0,,170
167,06100640000EB,19.32,19.324,,2,1,1.0,060640001932,2.0,,162
168,06100640000EB,18.099,18.1,,2,1,1.0,060640001808,2.0,,170
169,06100640000EB,17.6393,17.64,,2,1,1.0,060640001457,2.0,,215
170,23201190000NB,15.43,15.5,,2,3,1.0,,,,164
171,23201190000NB,15.31,15.4,,2,3,1.0,,,,191
172,23201190000NB,15.4,15.429,,2,3,1.0,,,,164
173,23201190000NB,15.301,15.31,,2,3,1.0,,,,191
174,23201190000NB,15.429,15.43,,2,3,1.0,,,,164
175,23201190000NB,15.3,15.301,,2,3,1.0,,,,191
176,03201190000NB,12.415,12.5,,2,3,1.0,031190001149,,,194
177,03201190000NB,12.5209,12.6,,2,3,1.0,031190001149,,,166
178,03201190000NB,16.8,16.88,,2,3,1.0,,,,160
179,03201190000NB,16.22,16.3,,2,3,1.0,,,,158
180,03201190000NB,12.5,12.5209,,2,3,1.0,031190001149,,,166
181,03201190000NB,16.88,16.892,,2,3,1.0,,,,160
182,03201190000NB,12.4,12.415,,2,3,1.0,031190001149,,,194
183,03201190000NB,16.2,16.216,,2,3,1.0,,,,158
184,03201190000NB,16.892,16.9,,2,3,1.0,,,,160
185,03201190000NB,16.216,16.22,,2,3,1.0,,,,158
186,22201190000NB,3.37,3.4,,2,3,1.0,221190000337,,,150
187,20201190000NB,1.1,1.12,,2,3,1.0,,,,246
188,20201190000NB,6.6,6.664,,2,3,1.0,,,,91
189,20201190000NB,6.7,6.8,,2,3,1.0,,,,112
190,22201190000NB,8.0,8.04,,2,3,1.0,,,,148
191,20201190000NB,6.664,6.7,,2,3,1.0,,,,91
192,20201190000NB,5.79,5.8,,2,3,1.0,,,,110
193,20201190000NB,11.356,11.3959,,2,3,1.0,,,,105
194,20201190000NB,11.3,11.34,,2,3,1.0,,,,105
195,20201190000NB,11.34,11.356,,2,3,1.0,,,,105
196,20201190000NB,11.3959,11.4,,2,3,1.0,,,,105
197,20100770016NB,90.7425,90.8,,2,1,1.0,200770008950,2.0,,145
198,20100770016NB,90.7,90.7425,,2,1,1.0,200770008950,2.0,,145
199,20100770016NB,93.661,93.7,,2,1,1.0,200770009331,2.0,,194
200,20100770016NB,94.5281,94.5629,,2,1,1.0,200770009443,2.0,,202
201,20100770016NB,93.6,93.613,,2,1,1.0,200770009331,2.0,,194
202,20100770016NB,93.613,93.6451,,2,1,1.0,200770009331,2.0,,194
203,20100770016NB,94.519,94.5281,,2,1,1.0,200770009443,2.0,,202
204,20100770016NB,94.5,94.5148,,2,1,1.0,200770009443,2.0,,202
205,20100770016NB,93.6451,93.661,,2,1,1.0,200770009331,2.0,,194
206,20100770016NB,94.5148,94.519,,2,1,1.0,200770009443,2.0,,202
207,06100640000EB,22.4,22.462,,2,1,1.0,060640002239,2.0,,183
208,06100640000EB,22.462,22.5,,2,1,1.0,060640002239,2.0,,183
209,06100640000EB,20.2,20.259,,2,1,1.0,060640002019,2.0,,223
210,06100640000EB,20.259,20.3,,2,1,1.0,060640002019,2.0,,223
211,06100640000EB,25.208,25.294,,2,1,1.0,060640002239,2.0,,187
212,06100640000EB,25.2,25.208,,2,1,1.0,060640002239,2.0,,187
213,06100640000EB,25.294,25.3,,2,1,1.0,060640002239,2.0,,187
214,0630002000000,16.4,16.496,,2,3,1.0,060020001438,,,150
215,0630002000000,16.496,16.5,,2,3,1.0,060020001438,,,150
216,40200350000NB,9.975,10.0,,2,3,1.0,,,,97
217,40200350000NB,9.9331,9.975,,2,3,1.0,,,,97
218,40200350000NB,9.9,9.9331,,2,3,1.0,,,,97
219,40200350000NB,14.8,14.887,,2,3,1.0,,,,143
220,40200350000NB,14.887,14.9,,2,3,1.0,,,,143
221,2030025000300,0.2,0.3,,2,3,1.0,,,,70
222,20200600000EB,3.325,3.4,,2,3,1.0,,,,153
223,2030025000300,0.112,0.2,,2,3,1.0,,,,107
224,20200600000EB,3.3,3.325,,2,3,1.0,,,,153
225,2030025000300,0.1,0.112,,2,3,1.0,,,,107
226,40100640000EB,44.0,44.1,,2,1,1.0,400640004377,2.0,,170
227,40100640000EB,43.9,44.0,,2,1,1.0,400640004377,2.0,,180
228,40100640000EB,43.8266,43.86,,2,1,1.0,400640004377,2.0,,191
229,40100640000EB,43.86,43.9,,2,1,1.0,400640004377,2.0,,191
230,40100640000EB,41.511,41.5358,,2,1,1.0,400640040568,2.0,,280
231,40100640000EB,41.565,41.591,,2,1,1.0,400064041546,2.0,,280
232,2030817000000,1.214,1.276,,2,3,1.0,200350000097,,,178
233,40100640000EB,43.8,43.8266,,2,1,1.0,400640004377,2.0,,191
234,40100640000EB,41.546,41.565,,2,1,1.0,400064041546,2.0,,280
235,2030817000000,1.276,1.3,,2,3,1.0,200350000097,,,178
236,40100640000EB,41.5358,41.546,,2,1,1.0,400640040568,2.0,,280
237,40100640000EB,41.5,41.511,,2,1,1.0,400640040568,2.0,,280
238,2030817000000,1.2,1.214,,2,3,1.0,200350000097,,,178
239,40100640000EB,41.591,41.6,,2,1,1.0,400064041546,2.0,,280
240,20100640000EB,45.452,45.5,,2,1,1.0,200640004539,3.0,,148
241,20100640000EB,45.4,45.437,,2,1,1.0,200640004539,3.0,,148
242,20100640000EB,45.437,45.452,,2,1,1.0,200640004539,3.0,,148
243,20100640000EB,53.3,53.4,,2,1,1.0,200640005273,4.0,,94
244,20100640000EB,53.1,53.183,,2,1,1.0,200640005273,4.0,,134
245,20100640000EB,53.224,53.3,,2,1,1.0,200640005273,4.0,,87
246,20100640000EB,53.4,53.5,,2,1,1.0,200640005273,4.0,,122
247,20200600000EB,14.1,14.2,,2,3,1.0,,,,154
248,20100640000EB,54.309,54.37,,2,1,1.0,200640005375,3.0,,139
249,20100640000EB,53.5175,53.598,,2,1,1.0,200640005273,4.0,,89
250,20100640000EB,57.5006,57.5398,,2,1,1.0,200640005748,3.0,,103
251,20100640000EB,53.6,53.6434,,2,1,1.0,200640005273,3.0,,171
252,20100640000EB,53.6531,53.7,,2,1,1.0,200640005273,3.0,,171
253,20200600000EB,14.2548,14.3,,2,3,1.0,,,,181
254,20100640000EB,54.37,54.4,,2,1,1.0,200640005437,3.0,,139
255,20200600000EB,14.0361,14.1,,2,3,1.0,,,,222
256,20200600000EB,14.2,14.2548,,2,3,1.0,,,,181
257,20100640000EB,53.5,53.5175,,2,1,1.0,200640005273,4.0,,89
258,20100640000EB,53.183,53.2,,2,1,1.0,200640005273,4.0,,134
259,20100640000EB,53.2,53.224,,2,1,1.0,200640005273,4.0,,87
260,20100640000EB,53.6434,53.6531,,2,1,1.0,200640005273,3.0,,171
261,20200600000EB,14.012,14.0361,,2,3,1.0,,,,222
262,20200600000EB,14.005,14.012,,2,3,1.0,,,,222
263,20200600000EB,14.0,14.005,,2,3,1.0,,,,222
264,20100640000EB,54.3,54.309,,2,1,1.0,200640005375,3.0,,139
265,20100640000EB,53.598,53.6,,2,1,1.0,200640005273,4.0,,89
266,20100640000EB,57.5,57.5006,,2,1,1.0,200640005748,3.0,,103
267,20100770005SB,0.3,0.39,,1,1,1.0,20077S000000,2.0,,105
268,20100640006EB,0.0,0.0659,,1,1,1.0,200064E00000,3.0,,54
269,20100770005SB,0.2,0.282,,1,1,1.0,20077S000000,2.0,,57
270,20100640000EB,58.61,58.683,,2,1,1.0,,2.0,,60
271,20100640000EB,57.7,57.7835,,2,1,1.0,200640005748,3.0,,179
272,20100640000EB,58.0,58.1,,2,1,1.0,200640005792,3.0,,111
273,2040060620000,0.3,0.384,,1,3,1.0,,,,154
274,2040060630000,0.2,0.3,,1,3,1.0,200606300006,,,124
275,20100770000NB,100.9,100.9774,,2,1,1.0,200770010078,2.0,,76
276,20100640000EB,58.13,58.19,,2,1,1.0,200640005792,3.0,,134
277,20100640000EB,57.6347,57.6955,,2,1,1.0,200640005748,3.0,,84
278,20100640006EB,0.1355,0.1591,,1,1,1.0,200064E00000,3.0,,94
279,20100770000NB,100.8,100.88,,2,1,1.0,200770010078,4.0,,117
280,20200600000EB,16.65,16.69,,1,4,6.0,,,,248
281,20100640000EB,57.92,57.96,,2,1,1.0,200640005792,3.0,,147
282,20100640000EB,57.8216,57.874,,2,1,1.0,200640005748,3.0,,196
283,20100640000EB,58.719,58.78,,2,1,1.0,,2.0,,88
284,20100640006EB,0.1591,0.2,,1,1,1.0,200064E00000,3.0,,94
285,20100770000NB,98.1,98.1289,,2,1,1.0,200770009722,2.0,,216
286,20100640000EB,57.96,58.0,,2,1,1.0,200640005792,3.0,,147
287,20100640006EB,0.0659,0.1,,1,1,1.0,200064E00000,3.0,,54
288,20100640006EB,0.1,0.1226,,1,1,1.0,200064E00000,3.0,,94
289,20100640000EB,58.529,58.5548,,2,1,1.0,,2.0,,49
290,20100640000EB,57.5483,57.6,,2,1,1.0,200640005748,3.0,,103
291,2040060620000,0.2135,0.3,,1,3,1.0,,,,201
292,2040060630000,0.1488,0.2,,1,3,1.0,200606300006,,,106
293,20100790000NB,0.81,0.848,,2,1,1.0,200790000081,2.0,,128
294,20100790000NB,0.848,0.9,,2,1,1.0,200790000081,2.0,,128
295,2071054001900,1.6,1.687,,2,3,1.0,,,,133
296,20200600000EB,16.6,16.647,,1,4,6.0,,,,248
297,20100770000NB,100.9774,100.9951,,2,1,1.0,200770010078,2.0,,76
298,20100640006EB,0.1226,0.1355,,1,1,1.0,200064E00000,3.0,,94
299,20100770000NB,100.7,100.7494,,2,1,1.0,200770010028,4.0,,114
300,20100770000NB,98.17,98.2,,2,1,1.0,,2.0,,216
301,20100640000EB,57.9,57.92,,2,1,1.0,200640005748,3.0,,147
302,20201190000NB,17.6,17.615,,2,3,1.0,,,,116
303,20201190000NB,17.615,17.64,,2,3,1.0,,,,116
304,20100770005SB,0.282,0.3,,1,1,1.0,20077S000000,2.0,,57
305,20100640000EB,58.508,58.529,,2,1,1.0,,2.0,,49
306,20100770000NB,97.161,97.2,,2,1,1.0,,2.0,,206
307,20100640000EB,57.6,57.6347,,2,1,1.0,200640005748,3.0,,84
308,20100640000EB,57.8,57.8216,,2,1,1.0,200640005748,3.0,,196
309,20100640000EB,58.1,58.13,,2,1,1.0,200640005792,3.0,,134
310,20100640000EB,58.5548,58.6,,2,1,1.0,,2.0,,49
311,20100770000NB,97.1,97.13,,2,1,1.0,,2.0,,206
312,2040060630000,0.1,0.1192,,1,3,1.0,200606300006,,,106
313,20100770000NB,100.884,100.9,,2,1,1.0,200770010078,2.0,,117
314,20100770000NB,98.1289,98.159,,2,1,1.0,200770009722,2.0,,216
315,20100770000NB,97.134,97.161,,2,1,1.0,,2.0,,206
316,2040060630000,0.1369,0.1488,,1,3,1.0,200606300006,,,106
317,20100640000EB,57.5398,57.5483,,2,1,1.0,200640005748,3.0,,103
318,20100770000NB,100.76,100.78,,2,1,1.0,200770010028,4.0,,114
319,20100770000NB,100.78,100.8,,2,1,1.0,200770010078,4.0,,114
320,20100640000EB,57.874,57.886,,2,1,1.0,200640005748,3.0,,196
321,20100640000EB,58.5,58.508,,2,1,1.0,,2.0,,49
322,20100770005SB,0.39,0.4,,1,1,1.0,20077S000000,1.0,,105
323,20100790000NB,0.8,0.81,,2,1,1.0,200790000000,2.0,,128
324,20100640000EB,57.7901,57.8,,2,1,1.0,200640005748,3.0,,179
325,20100640000EB,58.6,58.61,,2,1,1.0,,2.0,,60
326,20100640000EB,58.683,58.7,,2,1,1.0,,2.0,,60
327,20100640000EB,58.7,58.719,,2,1,1.0,,2.0,,88
328,2040060620000,0.2,0.2135,,1,3,1.0,,,,201
329,2040060620000,0.388,0.4,,1,3,1.0,,,,154
330,20100770000NB,98.159,98.17,,2,1,1.0,200770009722,2.0,,216
331,2071054001900,1.687,1.7,,2,3,1.0,,,,133
332,2040060630000,0.1301,0.1369,,1,3,1.0,200606300006,,,106
333,20100640000EB,57.7835,57.7901,,2,1,1.0,200640005748,3.0,,179
334,20100640000EB,58.19,58.2,,2,1,1.0,200640005792,3.0,,134
335,2040060630000,0.1192,0.128,,1,3,1.0,200606300006,,,106
336,20100640000EB,57.886,57.8908,,2,1,1.0,200640005748,3.0,,196
337,20100770000NB,100.7494,100.759,,2,1,1.0,200770010028,4.0,,114
338,20100770000NB,100.88,100.884,,2,1,1.0,200770010078,2.0,,117
339,20100640000EB,57.8908,57.9,,2,1,1.0,200640005748,3.0,,196
340,20100770000NB,100.9951,101.0,,2,1,1.0,200770010078,2.0,,76
341,20100770000NB,97.13,97.134,,2,1,1.0,,2.0,,206
342,2040060620000,0.384,0.388,,1,3,1.0,,,,154
343,2040060630000,0.128,0.1301,,1,3,1.0,200606300006,,,106
344,20100640000EB,57.6955,57.7,,2,1,1.0,200640005748,3.0,,84
345,20200600000EB,16.647,16.65,,1,4,6.0,,,,248
346,20100770000NB,100.759,100.76,,2,1,1.0,200770010028,4.0,,114
347,20100640000EB,57.9,57.9,,2,1,1.0,200640005748,3.0,,147
348,20100770000NB,112.4,112.4232,,2,1,1.0,200770011116,2.0,,146
349,20100770000NB,112.464,112.5,,2,1,1.0,200770011116,2.0,,146
350,20100770000NB,112.4232,112.464,,2,1,1.0,200770011116,2.0,,146
351,20100770000NB,117.21,117.2526,,2,1,1.0,200770011666,2.0,,150
352,20100770000NB,117.26,117.3,,2,1,1.0,200770011666,2.0,,150
353,20100770000NB,117.2,117.21,,2,1,1.0,200770011666,2.0,,150
354,20100770000NB,117.2526,117.26,,2,1,1.0,200770011666,2.0,,150
357,2730002000000,20.6,20.7,,2,3,1.0,270020002057,,,74
358,2730002000000,20.72,20.8,,2,3,1.0,270020002072,,,71
362,2730002000000,20.8,20.867,,2,3,1.0,270020002072,,,113
363,2730002000000,20.54,20.57,,2,3,1.0,,,,132
364,27200350000NB,18.322,18.35,,2,3,1.0,,,,113
365,2730002000000,20.88,20.9,,2,3,1.0,,,,113
367,2730002000000,20.57,20.6,,2,3,1.0,270020002057,,,132
368,2730002000000,20.7,20.72,,2,3,1.0,270020002057,,,71
371,2730002000000,20.867,20.88,,2,3,1.0,270020002072,,,113
372,27200350000NB,17.59,17.6,,2,3,1.0,,,,174
374,2730002000000,20.54,20.54,,2,3,1.0,,,,132
378,27200350000NB,2.709,2.8,,2,3,1.0,,,,217
379,27200350000NB,4.836,4.8817,,2,3,1.0,,,,155
380,27200350000NB,4.8,4.836,,2,3,1.0,,,,155
381,27200350000NB,4.8817,4.9,,2,3,1.0,,,,155
382,27200350000NB,2.7,2.709,,2,3,1.0,,,,217
384,18200330000EB,11.09,11.1,,2,4,,180330001109,,,258
385,1830002000000,2.72,2.76,,2,3,1.0,,,,154
386,1830002000000,3.827,3.88,,2,3,1.0,180020000276,,,146
387,1830002000000,2.7,2.719,,2,3,1.0,180020000000,,,154
388,1830002000000,2.769,2.8,,2,3,1.0,180020000276,,,154
389,1830002000000,3.8,3.827,,2,3,1.0,180020000276,,,146
390,1830002000000,2.76,2.769,,2,3,1.0,180020000276,,,154
391,1830002000000,3.88,3.893,,2,3,1.0,,,,146
392,1830002000000,3.893,3.9,,2,3,1.0,,,,146
393,1830002000000,2.719,2.72,,2,3,1.0,180020000000,,,154
394,18200330000EB,0.123,0.19,,2,3,1.0,,,,173
395,18200330000EB,0.0,0.1,,2,3,1.0,,,,149
396,18200330000EB,0.1,0.12,,2,3,1.0,,,,157
397,18200330000EB,0.19,0.2,,2,3,1.0,180330000000,,,173
398,18200330000EB,0.121,0.123,,2,3,1.0,,,,173
399,5475798001900,0.0,0.1,,2,3,1.0,,,,362
400,54200500000EB,0.3,0.4,,2,3,1.0,54200500000,,,55
401,54200500000EB,0.4,0.5,,2,3,1.0,54200500000,,,65
402,54200500000EB,0.5,0.6,,2,3,1.0,54200500000,,,66
403,54200500000EB,0.0,0.1,,2,3,1.0,54200500000,,,73
404,54200500000EB,0.1,0.2,,2,3,1.0,54200500000,,,93
405,5475798001900,0.1,0.2,,2,3,1.0,,,,351
406,54200500000EB,0.61,0.6486,,2,3,1.0,,,,133
407,5430068000000,16.6,16.6131,,2,3,1.0,,,,106
408,5430068000000,16.6131,16.629,,2,3,1.0,,,,106
409,5430068000000,16.629,16.6732,,2,3,1.0,,,,106
410,54200500000EB,0.6617,0.7,,2,3,1.0,,,,133
411,54200500000EB,0.2,0.3,,2,3,1.0,54200500000,,,65
412,54300680005SB,1.8,1.845,,1,3,1.0,54068S000169,,,118
413,54300680005SB,1.8647,1.9,,1,3,1.0,54068S000169,,,118
414,5430068000000,16.6732,16.699,,2,3,1.0,,,,106
415,54300680005SB,1.845,1.8647,,1,3,1.0,54068S000169,,,118
416,54300680005SB,1.9,1.915,,1,3,1.0,54068S000169,,,99
417,54200500000EB,0.6567,0.6617,,2,3,1.0,,,,133
418,54200500000EB,0.6486,0.6567,,2,3,1.0,,,,133
419,54200500000EB,0.6,0.61,,2,3,1.0,54200500000,,,133
420,54300680005SB,1.915,1.92,,1,3,1.0,54068S000169,,,99
421,5430068000000,16.699,16.7,,2,3,1.0,,,,106
