StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,LAST_OVERLAY_THICKNESS_VN,LAST_OVERLAY_THICKNESS_VT,LAST_OVERLAY_THICKNESS_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,0240012000000,0.0,1.29,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,2.0,,,same as 2020,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,1.29,9ba093cb-f840-4b28-a250-88014970859b,,
54,0240013000000,2.75,3.716,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,2.0,,,same as 2020,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,0.966,9ba093cb-f840-4b28-a250-88014970859b,,
54,0240015000000,2.78,3.06,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,2.0,,,same as 2020,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,0.28,9ba093cb-f840-4b28-a250-88014970859b,,
54,0240019000000,1.55,3.438,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,2.0,,,same as 2020,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,1.888,9ba093cb-f840-4b28-a250-88014970859b,,
54,0240019000000,3.438,4.04,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,2.0,,,same as 2020,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,0.602,9ba093cb-f840-4b28-a250-88014970859b,,
54,0240030000000,4.175,4.37,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,2.0,,,same as 2020,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,0.195,9ba093cb-f840-4b28-a250-88014970859b,,
54,0240032000000,0.0,1.26,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,2.0,,,same as 2020,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,1.26,9ba093cb-f840-4b28-a250-88014970859b,,
54,0240032000000,1.26,1.565,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,2.0,,,same as 2020,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,0.305,9ba093cb-f840-4b28-a250-88014970859b,,
54,0240032000000,1.565,2.15,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,2.0,,,same as 2020,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,0.585,9ba093cb-f840-4b28-a250-88014970859b,,
54,0240034030000,0.0,1.01,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,2.0,,,same as 2020,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,1.01,9ba093cb-f840-4b28-a250-88014970859b,,
54,0240051070000,2.28,3.56,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,2.0,,,same as 2020,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,1.28,9ba093cb-f840-4b28-a250-88014970859b,,
54,03201190000NB,16.97,17.83,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,10.0,,,,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,0.86,9ba093cb-f840-4b28-a250-88014970859b,,
54,0340005000000,15.1,17.57,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,1.5,,,,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,2.47,9ba093cb-f840-4b28-a250-88014970859b,,
54,03201190000NB,12.83,13.54,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,10.0,,,,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,0.71,9ba093cb-f840-4b28-a250-88014970859b,,
54,03201190000NB,11.49,12.83,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,4.5,,,,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,1.34,9ba093cb-f840-4b28-a250-88014970859b,,
54,03201190000NB,9.44,11.49,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,4.5,,,,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,2.05,9ba093cb-f840-4b28-a250-88014970859b,,
