StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,BASE_TYPE_VN,BASE_TYPE_VT,BASE_TYPE_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,10100770016NB,55.02,58.32,BASE_TYPE,1/1/2022 12:00:00 AM,2.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,3.3,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,10100770016NB,58.32,59.62,BASE_TYPE,1/1/2022 12:00:00 AM,2.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,1.3,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,10100770016NB,59.62,61.6,BASE_TYPE,1/1/2022 12:00:00 AM,2.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,1.98,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,10100770016NB,62.73,66.15,BASE_TYPE,1/1/2022 12:00:00 AM,2.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,3.42,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,10100770016NB,66.15,67.21,BASE_TYPE,1/1/2022 12:00:00 AM,2.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,1.06,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,10200190000NB,0.0,1.02,BASE_TYPE,1/1/2022 12:00:00 AM,2.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,1.02,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,10200190000NB,2.85,3.82,BASE_TYPE,1/1/2022 12:00:00 AM,2.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,0.97,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,10200190000NB,3.89,6.16,BASE_TYPE,1/1/2022 12:00:00 AM,2.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,2.27,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,11200330000EB,22.28,25.09,BASE_TYPE,1/1/2022 12:00:00 AM,3.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,2.81,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,11200330000EB,1.12,1.39,BASE_TYPE,1/1/2022 12:00:00 AM,3.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,0.27,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,1140007000000,6.97,8.67,BASE_TYPE,1/1/2022 12:00:00 AM,3.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,1.7,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,11200330000EB,18.2,19.62,BASE_TYPE,1/1/2022 12:00:00 AM,3.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,1.42,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,11200330000EB,0.0,0.59,BASE_TYPE,1/1/2022 12:00:00 AM,3.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,0.59,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
