StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,TURN_LANES_L_VN,TURN_LANES_L_VT,TURN_LANES_L_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,0240011370000,0.0,0.23,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:52 PM,12/31/9999 12:00:00 AM,0.23,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240012000000,0.0,1.29,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:52 PM,12/31/9999 12:00:00 AM,1.29,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240013000000,0.43,1.03,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:52 PM,12/31/9999 12:00:00 AM,0.6,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240013000000,1.03,1.5,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:52 PM,12/31/9999 12:00:00 AM,0.47,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240013000000,2.75,3.716,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:53 PM,12/31/9999 12:00:00 AM,0.966,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240015000000,0.939,0.94,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:52 PM,12/31/9999 12:00:00 AM,0.001,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240015000000,2.78,3.06,TURN_LANES_L,1/1/2022 12:00:00 AM,4.0,,,,5/16/2023 5:58:53 PM,12/31/9999 12:00:00 AM,0.28,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240019000000,1.55,3.438,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:52 PM,12/31/9999 12:00:00 AM,1.888,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240019000000,3.438,4.04,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:53 PM,12/31/9999 12:00:00 AM,0.602,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240030000000,4.175,4.37,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:53 PM,12/31/9999 12:00:00 AM,0.195,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240032000000,0.0,1.26,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:52 PM,12/31/9999 12:00:00 AM,1.26,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240032000000,1.26,1.565,TURN_LANES_L,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:58:53 PM,12/31/9999 12:00:00 AM,0.305,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240032000000,1.565,2.15,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:52 PM,12/31/9999 12:00:00 AM,0.585,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240034030000,0.0,1.01,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:52 PM,12/31/9999 12:00:00 AM,1.01,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240036010000,1.6,1.98,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:53 PM,12/31/9999 12:00:00 AM,0.38,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240045050000,0.55,1.25,TURN_LANES_L,1/1/2022 12:00:00 AM,4.0,,,,5/16/2023 5:58:52 PM,12/31/9999 12:00:00 AM,0.7,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
