BeginDate|StateID|RouteID|BeginPoint|EndPoint|DataItem|Value_Numeric|Value_Date|Value_Text
12/31/2021|54|41200190000NB|17.18|17.95|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|41200190023EB|1.1|1.36|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|41200190000NB|2.17|6.47|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|41200190023EB|0.034|1.1|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|41200190000NB|0.0|2.17|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4140018000000|3.51|4.41|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4140018000000|3.0|3.51|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4140018000000|2.99|3.0|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4140016390000|0.0|0.64|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4140016160000|0.0|0.42|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4140016100000|0.53|0.9|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4130016000000|15.08|15.61|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4130016000000|9.485|9.8|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4130016000000|18.96|19.79|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4130016000000|18.53|18.82|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4130016000000|15.65|15.81|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4130016000000|14.72|15.08|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4130016000000|14.42|14.72|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4130016000000|12.0|14.12|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4130016000000|8.47|9.485|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4140011000000|0.0|1.26|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4140009000000|5.28|5.54|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4140008030000|0.0|0.65|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4140008010000|1.02|1.6|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4140008000000|0.19|0.75|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4140008000000|0.0|0.11|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4140006030000|0.53|1.48|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4140006020000|1.57|1.69|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4140006000000|0.91|1.13|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4140006000000|0.0|0.14|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4140004030000|0.0|0.47|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4140003180000|2.77|3.51|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4130003000000|36.23|36.49|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4130003000000|35.98|36.18|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4130003000000|37.1|37.73|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4140001000000|3.4|4.14|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4140001000000|1.95|3.4|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4130016000000|18.82|18.96|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4140006090000|0.6|1.37|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|41200190023EB|0.0|0.033|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|41200190023EB|0.033|0.034|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|2830598000000|2.59|2.98|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|2830598000000|2.4|2.59|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|2830598000000|0.0|2.13|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|28204600000EB|14.72|15.15|THICKNESS_FLEXIBLE|9.0||
