RouteID,BMP,EMP,49_ROUTE_STATUS
"5400014000000",0.000000,0.174000,5
"2501573000000",0.000000,0.116000,5
"3940007030000",0.000000,0.880000,5
"1500080000000",0.000000,0.093000,5
"3100734000000",0.000000,0.203000,5
"0500262000000",0.000000,0.245000,5
"1001001000000",0.000000,0.441000,5
"2300646000000",0.000000,0.156000,5
"5000922000000",0.000000,0.135000,5
"0601822000000",0.000000,0.038000,5
"3105003000000",0.000000,0.131000,5
"1140023010000",0.000000,1.020000,5
"4800038000000",0.000000,0.277000,5
"0900165000000",0.000000,0.050000,5
"0600353000000",0.000000,0.091000,5
"1602013000000",0.000000,0.236000,5
"0200996000000",0.000000,0.095000,5
"5040019000000",0.000000,11.730000,5
"5001318000000",0.000000,0.157000,5
"4201451000000",0.000000,0.140000,5
"0800069000000",0.000000,0.208000,5
"3040052990000",0.000000,0.400000,5
"5401543000000",0.000000,0.262000,5
"1140012110000",0.000000,0.710000,5
"1703138000000",0.000000,0.146000,5
"2002458000000",0.000000,0.062000,5
"4140019690000",0.000000,0.340000,5
"0100159000000",0.000000,0.069000,5
"3900638000000",0.000000,0.019000,5
"3600457000000",0.000000,0.013000,5
"2006163000000",0.000000,0.159000,5
"4140019892500",0.000000,0.002000,5
"2440102350000",0.000000,0.310000,5
"3340026000000",0.000000,2.970000,5
"3000207000000",0.000000,0.092000,5
"3600207000000",0.000000,0.390000,5
"5040075330000",0.000000,0.040000,5
"2900422000000",0.000000,1.171000,5
"1740119340000",0.000000,0.070000,5
"4240151020000",0.000000,0.020000,5
"2005019000000",0.000000,0.395000,5
"2900023000000",0.000000,0.078000,5
"2401031000000",0.000000,0.106000,5
"1300274000000",0.000000,0.163000,5
"2400261000000",0.000000,0.189000,5
"4000711000000",0.000000,0.260000,5
"3000512000000",0.000000,0.170000,5
"4200934000000",0.000000,0.532000,5
"4300202000000",0.000000,0.114000,5
"4700349000000",0.000000,0.143000,5
"1740024570000",0.000000,0.050000,5
"1600105000000",0.000000,0.606000,5
"20100770017SB0102D",0.000000,0.273000,5
"4160803000000",0.000000,1.300000,5
"3800068000000",0.000000,0.176000,5
"5500200000000",0.000000,0.044000,5
"4140103280000",0.000000,0.175000,5
"5040029170000",0.000000,1.000000,5
"2400631000000",0.000000,0.062000,5
"3600668000000",0.000000,0.407000,5
"1300974000000",0.000000,0.089000,5
"1000280000000",0.000000,0.024000,5
"1500135000000",0.000000,0.115000,5
"2440012020000",0.000000,1.000000,5
"4100198000000",0.000000,0.054000,5
"2004103000000",0.000000,0.474000,5
"4180901300000",0.000000,0.130000,5
"1000658000000",0.000000,0.091000,5
"3101755000000",0.000000,0.034000,5
"5140036020000",0.000000,1.030000,5
"4200150000000",0.000000,0.325000,5
"5480977000000",0.000000,0.670000,5
"3100511000000",0.000000,0.045000,5
"2801357000000",0.000000,0.248000,5
"2901172000000",0.000000,0.062000,5
"3140007680000",0.000000,0.104000,5
"4101657000000",0.000000,0.100000,5
"2005411000000",0.000000,0.036000,5
"3101834000000",0.000000,0.057000,5
"2005359002500",0.000000,0.001000,5
"0540016000000",0.000000,4.000000,5
"2003456000000",0.000000,0.326000,5
"4100028000000",0.000000,0.081000,5
"3001337000000",0.000000,0.020000,5
"1001427000000",0.000000,0.246000,5
"5001272000000",0.000000,0.060000,5
"3000791000000",0.000000,0.199000,5
"4201540000000",0.000000,0.277000,5
"5400661000000",0.000000,0.119000,5
"2040501010000",0.000000,0.230000,5
"1001358000000",0.000000,0.060000,5
"4240007020000",0.000000,0.110000,5
"3100110000000",0.000000,0.168000,5
"2940009030000",0.000000,1.810000,5
"2880903520000",0.000000,0.260000,5
"1600177000000",0.000000,0.175000,5
"4400111000000",0.000000,0.105000,5
"2005343000000",0.000000,0.123000,5
"2800104000000",0.000000,0.364000,5
"1040020210000",0.000000,0.080000,5
"5401855000000",0.000000,0.030000,5
"2300806000000",0.000000,0.182000,5
"1580916000000",0.000000,0.090000,5
"1800729002500",0.000000,0.003000,5
"3000537000000",0.000000,0.058000,5
"1100003000000",0.000000,0.102000,5
"0202421000000",0.000000,0.171000,5
"0202730000000",0.000000,0.074000,5
"4101204000000",0.000000,0.674000,5
"1300173000000",0.000000,0.206000,5
"1040023310000",0.000000,0.200000,5
"4140119542500",0.000000,0.006000,5
"1401929000000",0.000000,0.190000,5
"4900259000000",0.000000,0.037000,5
"3901576000000",0.000000,0.904000,5
"5401832000000",0.000000,0.076000,5
"0300937000000",0.000000,0.251000,5
"4102524000000",0.000000,0.108000,5
"4500198000000",0.000000,0.393000,5
"4140307140000",0.000000,0.130000,5
"2001333000000",0.000000,0.151000,5
"1600702000000",0.000000,0.030000,5
"5402124000000",0.000000,0.058000,5
"2004778000000",0.000000,0.044000,5
"0540027330000",0.000000,0.290000,5
"3340038190000",0.000000,0.440000,5
"0201773000000",0.000000,0.249000,5
