Year_Record|State_Code|Route_ID|Begin_Point|End_Point|Data_Item|Section_Length|ValueNumeric|Value_Text|Value_Date|Comments
2021|54|02100810000NB|16.230|17.300|Pct_Peak_Combination|1.070|1.082|||
2021|54|02100810000NB|17.300|18.130|Pct_Peak_Combination|0.830|1.082|||
2021|54|02100810000NB|18.130|20.370|Pct_Peak_Combination|2.240|1.082|||
2021|54|02100810000NB|20.370|23.000|Pct_Peak_Combination|2.630|1.082|||
2021|54|02100810000NB|23.000|23.460|Pct_Peak_Combination|0.460|1.082|||
2021|54|02100810000NB|23.460|24.530|Pct_Peak_Combination|1.070|1.082|||
2021|54|02100810000NB|24.530|26.000|Pct_Peak_Combination|1.470|1.082|||
2021|54|02200110000NB|5.240|6.050|Pct_Peak_Combination|0.810|0.034|||
2021|54|02200110000NB|13.650|13.780|Pct_Peak_Combination|0.130|0.030|||
2021|54|02200110000NB|14.510|14.640|Pct_Peak_Combination|0.130|0.030|||
2021|54|02200110000NB|16.480|17.510|Pct_Peak_Combination|1.030|0.071|||
2021|54|02200110000NB|24.710|24.970|Pct_Peak_Combination|0.260|0.121|||
2021|54|0230009000000|0.350|2.200|Pct_Peak_Combination|1.850|0.124|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0230009000000|6.170|6.270|Pct_Peak_Combination|0.100|0.124|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0230009000000|6.381|6.470|Pct_Peak_Combination|0.089|0.124|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0230009000000|6.470|7.580|Pct_Peak_Combination|1.110|0.049|||
2021|54|0230009000000|7.584|9.950|Pct_Peak_Combination|2.366|0.049|||
2021|54|0230009000000|10.120|10.370|Pct_Peak_Combination|0.250|0.206|||
2021|54|0230009000000|10.520|10.840|Pct_Peak_Combination|0.320|0.206|||
2021|54|0230009000000|10.840|11.150|Pct_Peak_Combination|0.310|0.206|||
2021|54|0230009000000|14.000|14.200|Pct_Peak_Combination|0.200|0.206|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0230009000000|14.550|14.900|Pct_Peak_Combination|0.350|0.206|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0230009000000|15.570|15.790|Pct_Peak_Combination|0.220|0.115|||
2021|54|0230009000000|15.790|16.090|Pct_Peak_Combination|0.300|0.115|||
2021|54|0230009000000|17.070|17.480|Pct_Peak_Combination|0.410|0.138|||
2021|54|0230009000000|18.180|20.160|Pct_Peak_Combination|1.980|0.119|||
2021|54|0230045000000|13.355|13.760|Pct_Peak_Combination|0.405|0.113|||
2021|54|0230045000000|14.390|14.520|Pct_Peak_Combination|0.130|0.053|||
2021|54|0230045000000|14.520|14.850|Pct_Peak_Combination|0.330|0.053|||
2021|54|0230045000000|14.850|15.310|Pct_Peak_Combination|0.460|0.147|||
2021|54|0230045000000|17.530|18.230|Pct_Peak_Combination|0.700|0.023|||
2021|54|0230045000000|19.080|19.610|Pct_Peak_Combination|0.530|0.053|||
2021|54|0230051000000|1.870|2.841|Pct_Peak_Combination|0.971|0.031|||
2021|54|0230051000000|2.841|4.130|Pct_Peak_Combination|1.289|0.031|||
2021|54|0230051000000|4.130|4.540|Pct_Peak_Combination|0.410|0.031|||
2021|54|0230051000000|4.540|4.580|Pct_Peak_Combination|0.040|0.031|||
2021|54|0230051000000|4.580|4.620|Pct_Peak_Combination|0.040|0.025|||
2021|54|0230051000000|4.620|5.180|Pct_Peak_Combination|0.560|0.025|||
2021|54|0230051000000|5.400|8.591|Pct_Peak_Combination|3.191|0.125|||
2021|54|0230901000000|4.860|5.440|Pct_Peak_Combination|0.580|0.046|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0240001000000|8.140|9.320|Pct_Peak_Combination|1.180|0.032|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0240005000000|5.900|7.940|Pct_Peak_Combination|2.040|0.087|||
2021|54|0240009050000|1.670|3.260|Pct_Peak_Combination|1.590|0.087|||
2021|54|0240009130000|0.400|1.920|Pct_Peak_Combination|1.520|0.052|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0240009270000|0.000|0.310|Pct_Peak_Combination|0.310|0.005|||
2021|54|0240010010000|0.000|0.690|Pct_Peak_Combination|0.690|0.063|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0240011130000|0.280|0.410|Pct_Peak_Combination|0.130|0.052|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0240011130000|0.410|0.550|Pct_Peak_Combination|0.140|0.052|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0240011190000|0.000|0.310|Pct_Peak_Combination|0.310|0.052|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0240011240000|0.000|0.850|Pct_Peak_Combination|0.850|0.012|||
2021|54|0240011330000|0.000|0.260|Pct_Peak_Combination|0.260|0.091|||
2021|54|0240011370000|0.000|0.230|Pct_Peak_Combination|0.230|0.032|||Est Pct_CU_Trucks; 
2021|54|0240012000000|0.000|1.290|Pct_Peak_Combination|1.290|0.113|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0240013000000|0.430|1.030|Pct_Peak_Combination|0.600|0.003|||
2021|54|0240013000000|1.030|1.500|Pct_Peak_Combination|0.470|0.003|||
2021|54|0240013000000|2.750|3.716|Pct_Peak_Combination|0.966|0.132|||
2021|54|0240015000000|0.939|0.940|Pct_Peak_Combination|0.001|0.066|||
2021|54|0240015000000|2.780|3.060|Pct_Peak_Combination|0.280|0.012|||
2021|54|0240019000000|1.550|3.438|Pct_Peak_Combination|1.888|0.068|||
2021|54|0240019000000|3.438|4.040|Pct_Peak_Combination|0.602|0.068|||
2021|54|0240030000000|4.175|4.370|Pct_Peak_Combination|0.195|0.039|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0240032000000|0.000|1.260|Pct_Peak_Combination|1.260|0.081|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0240032000000|1.260|1.565|Pct_Peak_Combination|0.305|0.081|||
2021|54|0240032000000|1.565|2.150|Pct_Peak_Combination|0.585|0.081|||
2021|54|0240034030000|0.000|1.010|Pct_Peak_Combination|1.010|0.052|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0240036010000|1.600|1.980|Pct_Peak_Combination|0.380|0.063|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0240045050000|0.550|1.250|Pct_Peak_Combination|0.700|0.052|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0240051070000|2.280|3.560|Pct_Peak_Combination|1.280|0.050|||
2021|54|0274252001900|0.000|0.640|Pct_Peak_Combination|0.640|0.034|||
2021|54|0274256001900|0.000|0.660|Pct_Peak_Combination|0.660|0.002|||
2021|54|0274257001900|0.000|0.110|Pct_Peak_Combination|0.110|0.004|||
2021|54|0274257001900|0.110|0.420|Pct_Peak_Combination|0.310|0.004|||
2021|54|0274259001900|0.000|0.170|Pct_Peak_Combination|0.170|0.050|||
2021|54|0274265001900|0.000|0.570|Pct_Peak_Combination|0.570|0.052|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0274266001900|0.000|0.440|Pct_Peak_Combination|0.440|0.052|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0274268001900|0.000|0.480|Pct_Peak_Combination|0.480|0.052|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0274273001900|0.000|0.110|Pct_Peak_Combination|0.110|0.159|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|03201190000NB|0.000|2.930|Pct_Peak_Combination|2.930|0.051|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|03201190000NB|9.440|11.490|Pct_Peak_Combination|2.050|0.051|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|03201190000NB|11.490|12.830|Pct_Peak_Combination|1.340|0.051|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|03201190000NB|12.830|13.540|Pct_Peak_Combination|0.710|0.051|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|03201190000NB|16.970|17.830|Pct_Peak_Combination|0.860|0.051|||
2021|54|0330003000000|8.170|9.780|Pct_Peak_Combination|1.610|0.059|||
2021|54|0330003000000|9.780|11.140|Pct_Peak_Combination|1.360|0.059|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0330085000000|10.670|13.130|Pct_Peak_Combination|2.460|0.077|||
2021|54|0330085000000|34.050|34.350|Pct_Peak_Combination|0.300|0.049|||
2021|54|0330094000000|0.000|3.010|Pct_Peak_Combination|3.010|0.428|||
2021|54|0330099000000|0.000|1.840|Pct_Peak_Combination|1.840|0.282|||
2021|54|0340005000000|5.420|6.960|Pct_Peak_Combination|1.540|0.012|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0340005000000|15.100|17.570|Pct_Peak_Combination|2.470|0.012|||
2021|54|0340006000000|2.990|5.530|Pct_Peak_Combination|2.540|0.056|||Est Pct_Buses; 
2021|54|04100790000NB|44.600|46.180|Pct_Peak_Combination|1.580|0.950|||
2021|54|04100790000NB|46.180|46.220|Pct_Peak_Combination|0.040|0.950|||
2021|54|04100790000NB|46.220|49.730|Pct_Peak_Combination|3.510|0.950|||
2021|54|04100790000NB|49.730|50.350|Pct_Peak_Combination|0.620|0.950|||
2021|54|04100790000NB|50.350|51.470|Pct_Peak_Combination|1.120|1.050|||
2021|54|04100790000NB|51.470|51.610|Pct_Peak_Combination|0.140|1.050|||
2021|54|04100790000NB|51.610|52.610|Pct_Peak_Combination|1.000|1.149|||
2021|54|04100790000NB|52.610|53.270|Pct_Peak_Combination|0.660|1.149|||
2021|54|04100790000NB|53.270|54.180|Pct_Peak_Combination|0.910|1.149|||
2021|54|04100790000NB|54.180|57.510|Pct_Peak_Combination|3.330|1.149|||
2021|54|04100790000NB|57.510|59.000|Pct_Peak_Combination|1.490|1.135|||
2021|54|04100790000NB|59.000|61.470|Pct_Peak_Combination|2.470|1.135|||
2021|54|04100790000NB|61.470|62.040|Pct_Peak_Combination|0.570|1.082|||
2021|54|04100790000NB|62.040|63.460|Pct_Peak_Combination|1.420|1.082|||
2021|54|04100790000NB|63.460|64.830|Pct_Peak_Combination|1.370|1.082|||
2021|54|04100790000NB|64.830|67.010|Pct_Peak_Combination|2.180|1.074|||
2021|54|04100790000NB|67.010|67.520|Pct_Peak_Combination|0.510|1.074|||
2021|54|04100790000NB|67.520|69.320|Pct_Peak_Combination|1.800|0.939|||
2021|54|04100790000NB|69.320|70.830|Pct_Peak_Combination|1.510|0.939|||
2021|54|04100790000NB|70.830|78.410|Pct_Peak_Combination|7.580|0.939|||
2021|54|04100790000NB|78.410|78.900|Pct_Peak_Combination|0.490|0.998|||
2021|54|04100790000NB|78.900|79.080|Pct_Peak_Combination|0.180|0.998|||
2021|54|04100790000NB|79.080|83.150|Pct_Peak_Combination|4.070|1.116|||
2021|54|04200190000NB|26.570|27.640|Pct_Peak_Combination|1.070|0.724|||Est Pct_MC; 
2021|54|0440032000000|6.270|6.500|Pct_Peak_Combination|0.230|0.912|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|05200220000EB|3.170|3.350|Pct_Peak_Combination|0.180|0.299|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|05200220000EB|3.350|3.450|Pct_Peak_Combination|0.100|0.299|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|05200220000EB|3.450|3.840|Pct_Peak_Combination|0.390|0.299|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|05200220000EB|3.840|4.730|Pct_Peak_Combination|0.890|0.299|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|05200220000EB|4.730|5.190|Pct_Peak_Combination|0.460|0.299|||
2021|54|05200220000EB|5.190|5.890|Pct_Peak_Combination|0.700|0.299|||
2021|54|0530002000000|3.330|3.880|Pct_Peak_Combination|0.550|0.303|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0530002000000|6.800|6.830|Pct_Peak_Combination|0.030|0.269|||
2021|54|0530002000000|6.830|7.060|Pct_Peak_Combination|0.230|0.269|||
2021|54|0530002000000|7.060|7.470|Pct_Peak_Combination|0.410|0.236|||
2021|54|0530002000000|7.590|8.670|Pct_Peak_Combination|1.080|0.210|||
2021|54|0530002000000|10.140|10.720|Pct_Peak_Combination|0.580|0.152|||
2021|54|0530002000000|12.630|13.080|Pct_Peak_Combination|0.450|0.207|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0530002000000|14.500|14.830|Pct_Peak_Combination|0.330|0.204|||
2021|54|0530002000000|14.830|15.080|Pct_Peak_Combination|0.250|0.204|||
2021|54|0530002000000|15.080|15.290|Pct_Peak_Combination|0.210|0.129|||
2021|54|0530002000000|15.290|15.400|Pct_Peak_Combination|0.110|0.129|||
2021|54|0530002000000|15.750|16.160|Pct_Peak_Combination|0.410|0.082|||
2021|54|05300020005SB|0.000|0.340|Pct_Peak_Combination|0.340|0.234|||
2021|54|0530027000000|1.580|2.260|Pct_Peak_Combination|0.680|0.188|||
2021|54|0530027000100|0.400|0.960|Pct_Peak_Combination|0.560|0.017|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0530067000000|0.170|0.620|Pct_Peak_Combination|0.450|0.115|||
2021|54|0530067000000|6.140|6.710|Pct_Peak_Combination|0.570|0.096|||
2021|54|0540001000000|0.000|0.120|Pct_Peak_Combination|0.120|0.084|||
2021|54|0540001000000|0.120|0.500|Pct_Peak_Combination|0.380|0.084|||
2021|54|0540001000000|1.070|1.340|Pct_Peak_Combination|0.270|0.084|||
2021|54|0540001000000|3.260|4.010|Pct_Peak_Combination|0.750|0.084|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0540001000000|4.010|4.800|Pct_Peak_Combination|0.790|0.084|||Est Pct_CU_Trucks; 
2021|54|0540001080000|0.810|0.950|Pct_Peak_Combination|0.140|0.010|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0540001080000|0.950|1.450|Pct_Peak_Combination|0.500|0.010|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0540001080000|1.900|2.410|Pct_Peak_Combination|0.510|0.010|||
2021|54|0540002010000|0.000|0.130|Pct_Peak_Combination|0.130|0.204|||Est Pct_CU_Trucks; 
2021|54|0540002010000|0.130|1.030|Pct_Peak_Combination|0.900|0.204|||Est Pct_CU_Trucks; 
2021|54|0540003010000|0.480|0.610|Pct_Peak_Combination|0.130|0.027|||Est Pct_CU_Trucks; 
2021|54|0540003010000|0.610|1.650|Pct_Peak_Combination|1.040|0.027|||Est Pct_CU_Trucks; 
2021|54|0540003010000|1.650|1.940|Pct_Peak_Combination|0.290|0.027|||Est Pct_CU_Trucks; 
2021|54|0540007000000|1.290|2.449|Pct_Peak_Combination|1.159|0.008|||Est Pct_CU_Trucks; 
2021|54|0540007010000|0.000|0.760|Pct_Peak_Combination|0.760|0.073|||Est Pct_CU_Trucks; 
2021|54|0540007010000|0.760|0.840|Pct_Peak_Combination|0.080|0.073|||Est Pct_CU_Trucks; 
2021|54|0540007010000|0.840|0.860|Pct_Peak_Combination|0.020|0.075|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0540007010000|0.860|1.990|Pct_Peak_Combination|1.130|0.075|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0540008000000|0.000|0.750|Pct_Peak_Combination|0.750|0.027|||Est Pct_CU_Trucks; 
2021|54|0540013000000|0.000|0.140|Pct_Peak_Combination|0.140|0.065|||
2021|54|0540014000000|2.430|3.450|Pct_Peak_Combination|1.020|0.008|||
2021|54|0540018000000|0.000|0.550|Pct_Peak_Combination|0.550|0.006|||Est Pct_Buses; 
2021|54|0540027040000|0.000|0.130|Pct_Peak_Combination|0.130|0.027|||Est Pct_CU_Trucks; 
2021|54|0540027040000|0.440|0.840|Pct_Peak_Combination|0.400|0.025|||Est Pct_MC; Est Pct_Buses; Est Pct_CU_Trucks; 
2021|54|0540028000000|0.000|0.198|Pct_Peak_Combination|0.198|0.109|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0540507000000|0.000|0.250|Pct_Peak_Combination|0.250|0.713|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0540507000000|0.250|0.340|Pct_Peak_Combination|0.090|0.713|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0540507000000|0.620|1.200|Pct_Peak_Combination|0.580|0.713|||
2021|54|0540507020000|0.000|1.220|Pct_Peak_Combination|1.220|2.325|||
2021|54|0577278001900|0.000|0.160|Pct_Peak_Combination|0.160|0.052|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|0577279001900|0.000|0.160|Pct_Peak_Combination|0.160|0.144|||Est Pct_MC; Est Pct_CU_Trucks; 
2021|54|06100640000EB|5.870|6.470|Pct_Peak_Combination|0.600|1.082|||
2021|54|06100640000EB|6.470|6.740|Pct_Peak_Combination|0.270|1.082|||
2021|54|06100640000EB|6.740|7.260|Pct_Peak_Combination|0.520|1.082|||
2021|54|06100640000EB|7.260|7.720|Pct_Peak_Combination|0.460|1.082|||
2021|54|06100640000EB|7.720|8.190|Pct_Peak_Combination|0.470|1.082|||
2021|54|06100640000EB|8.190|9.220|Pct_Peak_Combination|1.030|1.082|||
2021|54|06100640000EB|9.220|9.520|Pct_Peak_Combination|0.300|1.082|||
2021|54|06100640000EB|11.020|11.370|Pct_Peak_Combination|0.350|1.082|||
2021|54|06100640000EB|11.370|11.980|Pct_Peak_Combination|0.610|1.082|||
2021|54|06100640000EB|11.980|14.330|Pct_Peak_Combination|2.350|1.082|||
2021|54|06100640000EB|14.330|14.530|Pct_Peak_Combination|0.200|1.082|||
2021|54|06100640000EB|14.570|17.680|Pct_Peak_Combination|3.110|1.082|||
2021|54|06100640000EB|17.680|18.080|Pct_Peak_Combination|0.400|1.082|||
2021|54|06100640000EB|18.080|18.490|Pct_Peak_Combination|0.410|1.082|||
2021|54|06100640000EB|18.490|19.320|Pct_Peak_Combination|0.830|1.082|||
2021|54|06100640000EB|19.320|19.710|Pct_Peak_Combination|0.390|1.082|||
2021|54|06100640000EB|19.710|20.190|Pct_Peak_Combination|0.480|1.082|||
2021|54|06100640000EB|20.190|21.040|Pct_Peak_Combination|0.850|1.082|||
2021|54|06100640000EB|21.040|21.160|Pct_Peak_Combination|0.120|1.082|||
2021|54|06100640000EB|21.160|21.750|Pct_Peak_Combination|0.590|1.082|||
2021|54|06100640000EB|21.750|22.390|Pct_Peak_Combination|0.640|1.082|||
2021|54|06100640000EB|22.390|27.110|Pct_Peak_Combination|4.720|1.082|||
2021|54|06100640000EB|27.110|27.550|Pct_Peak_Combination|0.440|1.082|||
2021|54|06100640000EB|27.550|28.670|Pct_Peak_Combination|1.120|1.082|||
2021|54|06100640000EB|28.670|29.440|Pct_Peak_Combination|0.770|1.082|||
2021|54|06100640000EB|29.440|31.770|Pct_Peak_Combination|2.330|1.082|||
2021|54|06200520000EB|0.010|0.330|Pct_Peak_Combination|0.320|0.187|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|06200520000EB|0.330|0.450|Pct_Peak_Combination|0.120|0.169|||
2021|54|06200520000EB|0.750|1.010|Pct_Peak_Combination|0.260|0.169|||
2021|54|06200520004NB|0.000|0.320|Pct_Peak_Combination|0.320|0.333|||
2021|54|06200520004NB|0.321|0.460|Pct_Peak_Combination|0.139|0.333|||
2021|54|06200600000EB|2.970|3.070|Pct_Peak_Combination|0.100|0.187|||
2021|54|06200600000EB|3.170|3.270|Pct_Peak_Combination|0.100|0.187|||
2021|54|06200600000EB|5.760|5.960|Pct_Peak_Combination|0.200|0.137|||
2021|54|06200600000EB|6.970|7.510|Pct_Peak_Combination|0.540|0.088|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
