tmc|BeginDate|StateID|Travel_Time_Code|F_System|UrbanID|Facility_Type|NHS|Segment_Length|Directionality|DIR_AADT|LOTTR_AMP|TT_AMP50PCT|TT_AMP80PCT|LOTTR_MIDD|TT_MIDD50PCT|TT_MIDD80PCT|LOTTR_PMP|TT_PMP50PCT|TT_PMP80PCT|LOTTR_WE|TT_WE50PCT|TT_WE80PCT|TTTR_AMP|TTT_AMP50PCT|TTT_AMP95PCT|TTTR_MIDD|TTT_MIDD50PCT|TTT_MIDD95PCT|TTTR_PMP|TTT_PMP50PCT|TTT_PMP95PCT|TTTR_OVN|TTT_OVN50PCT|TTT_OVN95PCT|TTTR_WE|TTT_WE50PCT|TTT_WE95PCT|PHED|OCC_FAC|METRIC_SOURCE|Comments
122N04747|12/31/2021|54|122N04747|1|6139|2|1|0.617|1|24850|1.05|1|1|1.05|1|1|1.05|1|1|1.07|1|1|1.13|1|1|1.12|1|1|1.13|1|1|1.19|1|1|1.14|1|1|0|1.7|1|0
122P04813|12/31/2021|54|122P04813|1|6139|2|1|0.069|1|7650|1.17|0|0|1.17|0|0|1.17|0|0|1.17|0|0|1.14|0|0|1.14|0|0|1.14|0|0|1.29|0|0|1.14|0|0|0|1.7|1|0
122+07975|12/31/2021|54|122+07975|3|99999|2|1|0.419|1|4048|1.15|1|1|1.23|1|1|1.19|1|1|1.18|1|1|2.59|1|2|2.66|1|2|2.45|1|2|2.13|1|2|1.54|1|1|0|1.7|1|0
122-04890|12/31/2021|54|122-04890|1|94726|2|1|0.266|1|24550|1.17|0|0|1.19|0|0|1.19|0|0|1.09|0|0|3.43|0|1|2.97|0|1|2.81|0|1|1.29|0|0|1.24|0|0|0|1.7|1|0
122+06645|12/31/2021|54|122+06645|3|99999|2|1|3.046|1|5558|1.08|4|4|1.1|4|4|1.12|4|4|1.1|3|4|1.3|4|5|1.42|4|5|1.66|4|6|1.36|3|5|1.51|3|5|0|1.7|1|0
122-06603|12/31/2021|54|122-06603|3|99999|2|1|10.33|1|1268|1.4|15|22|1.38|16|22|1.42|16|22|1.42|15|21|3.32|15|50|2.6|16|41|2.86|15|44|2.54|14|36|2.67|15|39|0|1.7|1|0
122P07054|12/31/2021|54|122P07054|3|59275|2|1|1.166|1|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.33|0|0|1.33|0|0|1.33|0|0|1.33|0|0|1.33|0|0|0|1.7|1|0
122-06602|12/31/2021|54|122-06602|3|99999|2|1|17.681|1|1354|1.11|18|20|1.1|18|20|1.11|18|20|1.1|18|19|1.47|18|27|1.43|18|26|1.51|18|27|1.46|18|26|1.54|18|27|0|1.7|1|0
122-06601|12/31/2021|54|122-06601|3|99999|2|1|1.15|1|1800|1.13|1|1|1.15|1|2|1.15|1|2|1.14|1|1|1.56|1|2|1.99|1|3|1.68|1|2|1.42|1|2|1.79|1|2|0|1.7|1|0
122-06600|12/31/2021|54|122-06600|3|40753|2|1|5.581|1|2491|1.11|6|7|1.12|6|7|1.12|6|7|1.12|6|7|1.63|6|10|1.54|6|10|1.48|6|9|1.6|6|10|1.39|6|8|0|1.7|1|0
122-06607|12/31/2021|54|122-06607|3|99999|1|1|0.496|1|4438|1.72|2|3|1.89|2|3|2.1|2|3|2.36|1|3|2.69|2|4|2.71|2|4|2.71|2|4|3.02|2|5|3.15|1|4|0|1.7|1|0
122-06606|12/31/2021|54|122-06606|3|99999|2|1|1.745|1|3500|1.08|2|2|1.07|2|2|1.08|2|2|1.1|2|2|1.21|2|2|1.19|2|2|1.21|2|2|1.25|2|2|1.25|2|2|0|1.7|1|0
122-06605|12/31/2021|54|122-06605|3|99999|2|1|5.044|1|2368|1.14|6|7|1.18|6|8|1.12|6|7|1.13|6|7|1.49|6|9|1.93|6|12|1.52|6|9|1.44|6|9|1.52|6|9|0|1.7|1|0
122-06604|12/31/2021|54|122-06604|3|99999|2|1|6.341|1|2132|1.13|8|9|1.15|8|10|1.12|8|9|1.13|8|9|1.88|8|16|2.05|8|17|1.49|8|12|1.95|8|16|2.0|8|16|0|1.7|1|0
122-06609|12/31/2021|54|122-06609|3|99999|2|1|3.555|1|1830|1.14|5|6|1.13|5|6|1.14|5|6|1.13|5|6|1.53|5|8|1.62|5|8|1.5|5|8|1.6|5|8|1.48|5|7|0|1.7|1|0
122-06608|12/31/2021|54|122-06608|3|99999|2|1|2.672|1|1506|1.07|3|4|1.08|3|4|1.08|3|4|1.09|3|4|1.23|3|4|1.22|3|4|1.2|3|4|1.21|3|4|1.21|3|4|0|1.7|1|0
122+07528|12/31/2021|54|122+07528|3|59275|2|1|1.166|1|6864|1.19|2|3|1.14|2|2|1.14|2|3|1.2|2|2|2.09|2|4|1.73|2|4|1.82|2|4|1.5|2|3|1.51|2|3|0|1.7|1|0
122+07529|12/31/2021|54|122+07529|3|59275|2|1|1.336|1|4650|1.34|2|3|1.2|2|3|1.2|2|2|1.14|2|2|2.72|2|6|2.14|2|4|1.88|2|4|1.6|2|3|1.64|2|3|0|1.7|1|0
122N04730|12/31/2021|54|122N04730|1|15481|2|1|0.222|1|31100|1.05|0|0|1.05|0|0|1.05|0|0|1.05|0|0|1.19|0|0|1.1|0|0|1.1|0|0|1.14|0|0|1.1|0|0|0|1.7|1|0
122+07526|12/31/2021|54|122+07526|3|59275|2|1|1.66|1|11190|1.19|3|4|1.25|3|4|1.32|3|4|1.29|3|4|1.89|3|6|2.16|3|7|2.09|3|7|2.32|3|7|2.09|3|7|0|1.7|1|0
122+07527|12/31/2021|54|122+07527|3|59275|2|1|1.313|1|9750|1.33|3|4|1.63|3|6|1.7|4|6|1.19|3|3|2.55|3|7|2.98|3|10|2.8|3|10|1.65|2|4|2.11|3|6|0|1.7|1|0
122N04733|12/31/2021|54|122N04733|1|40753|2|1|0.603|1|16354|1.02|1|1|1.04|1|1|1.04|1|1|1.04|0|1|1.09|1|1|1.06|1|1|1.07|1|1|1.09|1|1|1.07|1|1|0|1.7|1|0
122N04734|12/31/2021|54|122N04734|1|40753|2|1|0.473|1|19551|1.04|0|0|1.04|0|0|1.04|0|1|1.07|0|0|1.13|0|1|1.08|0|1|1.13|0|1|1.16|0|1|1.1|0|1|0|1.7|1|0
122N04731|12/31/2021|54|122N04731|1|40753|2|1|0.495|1|21358|1.02|0|0|1.05|0|0|1.02|0|0|1.02|0|0|1.18|0|1|1.16|0|1|1.09|0|0|1.09|0|0|1.09|0|0|0|1.7|1|0
122N04732|12/31/2021|54|122N04732|1|40753|2|1|0.54|1|18000|1.04|0|0|1.04|0|0|1.04|0|0|1.04|0|0|1.11|0|1|1.06|0|1|1.08|0|1|1.08|0|1|1.08|0|1|0|1.7|1|0
122N04737|12/31/2021|54|122N04737|1|40753|2|1|0.399|1|22750|1.03|0|0|1.03|0|0|1.03|0|0|1.03|0|0|1.11|0|0|1.08|0|0|1.11|0|0|1.13|0|0|1.13|0|0|0|1.7|1|0
122N04738|12/31/2021|54|122N04738|1|40753|2|1|0.293|1|19250|1.04|0|0|1.04|0|0|1.04|0|0|1.04|0|0|1.14|0|0|1.14|0|0|1.1|0|0|1.13|0|0|1.1|0|0|0|1.7|1|0
122N04735|12/31/2021|54|122N04735|1|40753|2|1|0.406|1|21439|1.02|0|0|1.02|0|0|1.05|0|0|1.05|0|0|1.1|0|0|1.05|0|0|1.09|0|0|1.12|0|0|1.1|0|0|0|1.7|1|0
122+06673|12/31/2021|54|122+06673|3|99999|2|1|3.304|1|0|1.46|2|3|1.64|3|4|1.81|3|5|1.5|2|4|2.77|2|6|3.83|3|10|3.67|3|10|3.12|2|7|3.51|2|8|0|1.7|1|0
122N04736|12/31/2021|54|122N04736|1|40753|2|1|0.152|1|23850|1.07|0|0|1.0|0|0|1.07|0|0|1.07|0|0|1.13|0|0|1.07|0|0|1.13|0|0|1.2|0|0|1.13|0|0|0|1.7|1|0
122+07525|12/31/2021|54|122+07525|3|59275|2|1|1.491|1|9563|1.23|2|3|1.4|2|3|1.33|2|3|1.31|2|3|2.05|2|5|2.82|2|6|3.0|2|6|2.5|2|6|2.62|2|6|0|1.7|1|0
122N04739|12/31/2021|54|122N04739|1|40753|2|1|0.216|1|19250|1.0|0|0|1.0|0|0|1.0|0|0|1.05|0|0|1.1|0|0|1.1|0|0|1.1|0|0|1.14|0|0|1.1|0|0|0|1.7|1|0
122-06610|12/31/2021|54|122-06610|3|99999|2|1|9.607|1|2530|1.17|16|19|1.18|17|20|1.16|17|19|1.18|16|19|1.65|17|27|1.91|17|32|1.64|17|27|1.8|16|30|1.67|16|27|0|1.7|1|0
122-06614|12/31/2021|54|122-06614|3|99999|2|1|1.95|1|1750|1.19|3|4|1.16|3|4|1.12|3|3|1.12|3|3|1.83|3|6|1.59|3|5|1.5|3|4|1.42|3|4|1.44|3|4|0|1.7|1|0
122-06613|12/31/2021|54|122-06613|3|99999|2|1|0.919|1|2687|1.23|1|2|1.22|1|2|1.14|1|1|1.2|1|2|1.59|1|2|1.71|1|2|1.56|1|2|1.62|1|2|1.6|1|2|0|1.7|1|0
122-06612|12/31/2021|54|122-06612|3|99999|2|1|8.86|1|1345|1.12|13|14|1.12|12|14|1.12|12|13|1.13|11|13|1.62|13|20|1.62|12|20|1.36|12|16|1.39|11|16|1.41|11|16|0|1.7|1|0
122-06611|12/31/2021|54|122-06611|3|99999|2|1|6.529|1|2004|1.08|9|10|1.09|9|10|1.1|9|10|1.09|8|9|1.28|9|11|1.38|9|13|1.32|9|11|1.38|8|12|1.29|8|11|0|1.7|1|0
122-06617|12/31/2021|54|122-06617|3|99998|2|1|1.786|1|5196|1.21|3|4|1.23|3|4|1.2|3|4|1.16|3|3|2.94|3|9|2.2|3|7|2.0|3|6|1.81|3|5|1.76|3|5|0|1.7|1|0
122-06616|12/31/2021|54|122-06616|3|99998|2|1|2.474|1|4400|1.22|4|5|1.24|4|6|1.26|4|6|1.28|4|5|1.96|4|8|2.25|4|10|2.58|4|11|2.23|4|9|2.06|4|8|0|1.7|1|0
122-06615|12/31/2021|54|122-06615|3|99999|2|1|3.304|1|2000|1.09|5|5|1.09|5|5|1.09|5|5|1.09|4|5|1.34|5|6|1.62|5|8|1.24|5|6|1.27|4|6|1.23|4|6|0|1.7|1|0
122-06619|12/31/2021|54|122-06619|3|99998|2|1|1.596|1|6234|1.41|4|6|1.51|4|7|1.5|4|6|1.6|4|6|4.0|4|16|3.72|4|16|3.43|4|14|2.4|4|10|3.45|4|14|0|1.7|1|0
122+07518|12/31/2021|54|122+07518|3|99998|2|1|2.659|1|9730|1.28|4|4|1.47|4|6|1.46|4|6|1.62|4|7|2.08|3|7|2.59|4|9|2.77|4|10|2.88|4|11|2.93|4|12|0|1.7|1|0
122+50342|12/31/2021|54|122+50342|3|6139|2|1|0.258|1|3523|1.44|1|1|1.29|1|1|1.45|1|1|1.57|1|1|2.1|1|2|1.85|1|2|1.77|1|2|2.08|1|1|2.1|1|2|0|1.7|1|0
122+50345|12/31/2021|54|122+50345|3|6139|2|1|2.249|1|5600|1.1|3|3|1.11|3|3|1.1|3|3|1.12|3|3|1.35|3|4|1.41|3|4|1.41|3|4|1.55|3|4|1.45|3|4|0|1.7|1|0
122+50344|12/31/2021|54|122+50344|3|6139|2|1|0.937|1|3381|1.16|1|1|1.17|1|1|1.17|1|1|1.18|1|1|1.53|1|2|1.56|1|2|1.6|1|2|1.78|1|2|1.63|1|2|0|1.7|1|0
122+07519|12/31/2021|54|122+07519|3|99999|2|1|7.986|1|7333|1.04|7|8|1.04|7|8|1.04|7|8|1.04|7|8|1.25|8|10|1.27|8|10|1.26|7|9|1.29|7|10|1.22|7|9|0|1.7|1|0
122N06906|12/31/2021|54|122N06906|2|93592|2|1|0.158|1|0|1.33|0|0|1.33|0|0|1.33|0|0|1.33|0|0|2.0|0|0|2.33|0|0|2.33|0|0|2.67|0|0|1.67|0|0|0|1.7|1|0
122P06585|12/31/2021|54|122P06585|3|15481|2|1|0.429|1|18229|1.08|0|1|1.07|1|1|1.09|1|1|1.09|1|1|1.23|0|1|1.24|0|1|1.25|1|1|1.33|0|1|1.26|0|1|0|1.7|1|0
122P06586|12/31/2021|54|122P06586|1|15481|1|1|0.984|1|25300|1.1|1|1|1.08|1|1|1.1|1|1|1.11|1|1|1.37|1|2|1.24|1|2|1.28|1|1|1.26|1|1|1.28|1|1|0|1.7|1|0
122P06580|12/31/2021|54|122P06580|3|99998|2|1|0.037|1|5850|1.0|0|0|1.0|0|0|1.33|0|0|1.33|0|0|1.0|0|0|1.0|0|0|1.33|0|0|1.33|0|0|1.33|0|0|0|1.7|1|0
122P18564|12/31/2021|54|122P18564|3|99999|2|1|0.034|1|800|1.17|0|0|1.17|0|0|1.17|0|0|1.17|0|0|1.33|0|0|1.5|0|0|1.5|0|0|1.5|0|0|1.33|0|0|0|1.7|1|0
122P05264|12/31/2021|54|122P05264|2|93592|2|1|0.031|1|16018|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.25|0|0|1.25|0|0|1.25|0|0|1.5|0|0|1.25|0|0|0|1.7|1|0
122P06595|12/31/2021|54|122P06595|3|99999|2|1|0.043|1|900|1.14|0|0|1.14|0|0|1.29|0|0|1.14|0|0|1.43|0|0|1.57|0|0|1.57|0|0|1.53|0|0|1.71|0|0|0|1.7|1|0
122P06594|12/31/2021|54|122P06594|3|99998|2|1|0.112|1|7250|1.52|0|0|1.43|0|0|1.47|0|1|1.4|0|0|2.96|0|1|2.39|0|1|2.11|0|1|2.32|0|1|2.79|0|1|0|1.7|1|0
122+06685|12/31/2021|54|122+06685|3|99999|2|1|7.41|1|962|1.29|10|12|1.23|10|12|1.22|9|11|1.21|9|11|2.19|10|21|1.83|10|18|1.75|9|16|1.77|9|16|1.7|9|15|0|1.7|1|Filled missing data with 1 or 0
122+06684|12/31/2021|54|122+06684|3|99999|1|1|0.287|1|4867|1.22|1|1|1.29|1|1|1.18|1|1|1.23|1|1|2.09|1|2|1.99|1|2|1.66|1|1|1.42|1|1|2.1|1|2|0|1.7|1|0
122+06687|12/31/2021|54|122+06687|3|6139|2|1|3.108|1|10098|1.16|5|5|1.17|5|6|1.17|5|6|1.2|4|5|1.76|5|8|1.95|5|10|1.82|5|9|1.77|4|8|1.8|4|8|0|1.7|1|0
122+06686|12/31/2021|54|122+06686|2|93592|2|1|0.089|1|0|1.23|6|7|1.21|6|7|1.17|6|7|1.17|6|7|2.24|5|12|1.95|6|11|1.72|6|10|1.54|6|9|1.84|6|11|0|1.7|1|0
122P06599|12/31/2021|54|122P06599|3|40753|1|1|0.362|1|7100|2.26|1|2|1.94|1|1|2.01|1|1|1.79|1|1|4.7|1|4|4.13|1|3|4.67|1|3|4.84|1|3|4.56|1|3|0|1.7|1|0
122+06688|12/31/2021|54|122+06688|3|94726|2|1|0.095|1|0|1.44|3|4|1.55|3|5|1.62|3|5|1.69|3|5|2.35|3|6|2.77|3|8|2.85|3|8|2.93|2|7|2.54|3|7|0|1.7|1|0
122-04869|12/31/2021|54|122-04869|2|93592|2|1|0.158|1|17100|1.05|0|0|1.05|0|0|1.05|0|0|1.11|0|0|1.16|0|0|1.16|0|0|1.21|0|0|1.26|0|0|1.21|0|0|0|1.7|1|0
122P18545|12/31/2021|54|122P18545|3|6139|2|1|0.251|1|2750|1.3|0|1|1.3|0|1|1.51|0|1|1.11|0|1|1.84|0|1|1.8|0|1|2.78|0|1|2.05|0|1|1.78|0|1|0|1.7|1|0
122P18547|12/31/2021|54|122P18547|3|99999|2|1|0.046|1|0|1.25|0|0|1.25|0|0|1.25|0|0|1.25|0|0|1.5|0|0|1.5|0|0|1.5|0|0|1.75|0|0|1.5|0|0|0|1.7|1|0
122P18544|12/31/2021|54|122P18544|3|99999|2|1|0.019|1|800|1.0|0|0|1.0|0|0|1.0|0|0|1.5|0|0|1.33|0|0|1.33|0|0|1.33|0|0|1.33|0|0|2.0|0|0|0|1.7|1|0
122P18540|12/31/2021|54|122P18540|3|99999|2|1|0.019|1|1500|1.5|0|0|1.5|0|0|1.67|0|0|1.33|0|0|4.0|0|0|4.75|0|0|4.33|0|0|3.67|0|0|2.67|0|0|0|1.7|1|0
104N06970|12/31/2021|54|104N06970|3|99999|2|1|0.017|1|2352|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.33|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|0|1.7|1|0
122-04871|12/31/2021|54|122-04871|2|93592|2|1|1.455|1|16080|1.04|1|2|1.04|1|2|1.06|1|2|1.06|1|2|1.11|1|2|1.1|1|2|1.13|1|2|1.18|1|2|1.13|1|2|0|1.7|1|0
122-04872|12/31/2021|54|122-04872|2|93592|2|1|0.491|1|17100|1.16|0|1|1.2|0|1|1.12|0|1|1.1|0|1|1.64|0|1|1.7|0|1|1.4|0|1|1.22|1|1|1.2|0|1|0|1.7|1|0
122-04870|12/31/2021|54|122-04870|2|93592|2|1|0.138|1|17100|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|0|1.7|1|Filled missing data with 1 or 0
122-04876|12/31/2021|54|122-04876|3|94726|2|1|0.072|1|10300|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.12|0|0|1.12|0|0|1.12|0|0|1.25|0|0|1.12|0|0|0|1.7|1|0
122-04873|12/31/2021|54|122-04873|2|93592|2|1|0.643|1|14334|1.22|1|1|1.25|1|1|1.16|1|1|1.11|1|1|1.64|1|1|1.75|1|1|1.49|1|1|1.23|1|1|1.2|1|1|0|1.7|1|0
122-04874|12/31/2021|54|122-04874|2|93592|2|1|0.089|1|13000|1.11|0|0|1.11|0|0|1.11|0|0|1.11|0|0|1.33|0|0|1.33|0|0|1.22|0|0|1.22|0|0|1.11|0|0|0|1.7|1|0
122-04879|12/31/2021|54|122-04879|2|94726|2|1|0.107|1|14000|1.29|0|0|1.2|0|0|1.36|0|0|1.15|0|0|1.67|0|0|1.73|0|0|1.93|0|0|1.64|0|0|1.77|0|0|0|1.7|1|0
122-04877|12/31/2021|54|122-04877|3|94726|2|1|0.095|1|10300|1.1|0|0|1.1|0|0|1.1|0|0|1.1|0|0|1.2|0|0|1.2|0|0|1.2|0|0|1.2|0|0|1.4|0|0|0|1.7|1|0
122-04878|12/31/2021|54|122-04878|3|94726|2|1|1.197|1|12732|1.08|1|1|1.1|1|2|1.14|1|2|1.14|1|2|1.22|1|2|1.25|1|2|1.4|1|2|1.3|1|2|1.39|1|2|0|1.7|1|0
122P18552|12/31/2021|54|122P18552|3|6139|2|1|0.082|1|9050|1.11|0|0|1.11|0|0|1.11|0|0|1.11|0|0|1.33|0|0|1.33|0|0|1.33|0|0|1.33|0|0|1.22|0|0|0|1.7|1|0
122P18554|12/31/2021|54|122P18554|3|99999|2|1|0.046|1|1000|1.38|0|0|1.47|0|0|1.22|0|0|1.15|0|0|1.92|0|0|2.37|0|0|1.84|0|0|1.59|0|0|1.43|0|0|0|1.7|1|0
122P06579|12/31/2021|54|122P06579|3|99998|2|1|0.151|1|3750|1.0|0|0|1.0|0|0|1.0|0|0|1.08|0|0|1.14|0|0|1.14|0|0|1.14|0|0|1.14|0|0|1.23|0|0|0|1.7|1|0
122P07475|12/31/2021|54|122P07475|3|15481|2|1|0.027|1|7800|1.2|0|0|1.5|0|0|1.5|0|0|1.5|0|0|2.4|0|0|2.5|0|0|2.5|0|0|2.0|0|0|2.35|0|0|0|1.7|1|0
122P07474|12/31/2021|54|122P07474|3|15481|2|1|0.031|1|9900|1.67|0|0|1.33|0|0|1.17|0|0|1.33|0|0|3.93|0|0|3.83|0|0|2.83|0|0|3.36|0|0|4.33|0|0|0|1.7|1|0
122-04802|12/31/2021|54|122-04802|1|99999|2|1|2.629|1|6200|1.08|2|3|1.05|2|3|1.07|2|3|1.08|2|2|1.31|3|3|1.22|3|3|1.27|3|3|1.5|3|4|1.35|3|4|0|1.7|1|0
122-04800|12/31/2021|54|122-04800|1|99999|2|1|7.708|1|8292|1.07|7|8|1.06|7|8|1.07|7|8|1.08|7|7|1.26|8|10|1.25|8|10|1.23|8|10|1.43|8|12|1.47|8|12|0|1.7|1|0
122-04801|12/31/2021|54|122-04801|1|99999|2|1|5.342|1|7136|1.04|4|5|1.03|4|5|1.04|4|5|1.04|4|5|1.11|5|5|1.07|5|5|1.09|5|5|1.2|5|6|1.13|5|5|0|1.7|1|0
122-04806|12/31/2021|54|122-04806|1|36190|2|1|2.727|1|30650|1.03|3|3|1.03|3|3|1.03|3|3|1.03|3|3|1.08|3|3|1.12|3|3|1.13|3|3|1.1|3|3|1.08|3|3|0|1.7|1|0
122-04807|12/31/2021|54|122-04807|1|36190|2|1|0.959|1|36500|1.02|1|1|1.01|1|1|1.02|1|1|1.02|1|1|1.05|1|1|1.07|1|1|1.09|1|1|1.08|1|1|1.06|1|1|0|1.7|1|0
122-04804|12/31/2021|54|122-04804|1|36190|2|1|4.737|1|29242|1.02|4|4|1.02|4|4|1.02|4|4|1.02|4|4|1.05|4|5|1.05|4|5|1.06|4|5|1.09|4|5|1.06|4|5|0|1.7|1|0
122-04805|12/31/2021|54|122-04805|1|36190|2|1|2.972|1|30126|1.02|3|3|1.01|3|3|1.03|3|3|1.02|3|3|1.06|3|3|1.05|3|3|1.07|3|3|1.09|3|3|1.07|3|3|0|1.7|1|0
122-07079|12/31/2021|54|122-07079|3|99998|2|1|1.743|1|8686|1.08|2|2|1.08|2|2|1.09|2|2|1.09|2|2|1.28|2|2|1.3|2|2|1.34|2|2|1.29|2|2|1.33|2|2|0|1.7|1|0
122+07106|12/31/2021|54|122+07106|3|99998|2|1|0.393|1|8100|1.23|1|1|1.25|1|1|1.21|1|1|1.22|1|1|1.69|1|2|1.92|1|2|2.01|1|2|1.48|1|2|1.84|1|2|0|1.7|1|0
122+07105|12/31/2021|54|122+07105|3|99998|2|1|3.732|1|6922|1.21|7|9|1.24|8|10|1.24|8|10|1.29|7|9|1.68|7|12|1.72|8|14|1.97|8|15|1.45|7|10|2.21|7|16|0|1.7|1|0
122-04810|12/31/2021|54|122-04810|1|36190|2|1|2.77|1|30522|1.02|2|2|1.01|2|2|1.02|2|2|1.03|2|2|1.04|2|3|1.04|2|3|1.04|2|3|1.06|2|3|1.05|2|3|0|1.7|1|0
122-04813|12/31/2021|54|122-04813|1|6139|2|1|3.19|1|7650|1.07|3|3|1.08|3|4|1.07|3|4|1.07|3|3|1.17|3|4|1.18|3|4|1.17|3|4|1.23|3|4|1.17|3|4|0|1.7|1|0
122-04814|12/31/2021|54|122-04814|1|6139|2|1|0.757|1|10444|1.07|1|1|1.07|1|1|1.04|1|1|1.04|1|1|1.17|1|1|1.15|1|1|1.14|1|1|1.21|1|1|1.14|1|1|0|1.7|1|0
122-04811|12/31/2021|54|122-04811|1|36190|2|1|1.972|1|35000|1.03|2|2|1.02|2|2|1.03|2|2|1.03|2|2|1.08|2|2|1.08|2|2|1.09|2|2|1.12|2|2|1.1|2|2|0|1.7|1|0
122-04817|12/31/2021|54|122-04817|1|99999|2|1|5.011|1|6300|1.17|5|6|1.13|5|6|1.16|6|7|1.18|5|6|1.37|7|10|1.32|7|9|1.3|7|10|1.5|7|11|1.36|8|10|0|1.7|1|0
122-04818|12/31/2021|54|122-04818|1|99999|2|1|4.293|1|5600|1.04|4|4|1.04|4|4|1.04|4|4|1.04|4|4|1.11|4|4|1.09|4|4|1.11|4|4|1.19|4|5|1.11|4|4|0|1.7|1|0
122-04815|12/31/2021|54|122-04815|1|6139|2|1|2.535|1|11583|1.03|2|2|1.03|2|2|1.03|2|2|1.04|2|2|1.11|2|3|1.09|2|2|1.1|2|2|1.18|2|3|1.11|2|3|0|1.7|1|0
122-04816|12/31/2021|54|122-04816|1|99999|2|1|0.952|1|6950|1.06|1|1|1.05|1|1|1.04|1|1|1.06|1|1|1.17|1|1|1.14|1|1|1.16|1|1|1.26|1|1|1.18|1|1|0|1.7|1|0
122-04808|12/31/2021|54|122-04808|1|36190|2|1|0.614|1|38056|1.02|1|1|1.0|1|1|1.02|1|1|1.02|1|1|1.04|1|1|1.05|1|1|1.05|1|1|1.07|1|1|1.05|1|1|0|1.7|1|0
122-04809|12/31/2021|54|122-04809|1|36190|2|1|3.903|1|29350|1.02|3|3|1.01|3|3|1.02|3|3|1.02|3|3|1.05|4|4|1.04|4|4|1.05|4|4|1.08|4|4|1.05|4|4|0|1.7|1|0
122-07082|12/31/2021|54|122-07082|3|99999|2|1|0.827|1|10967|1.06|1|1|1.05|1|1|1.05|1|1|1.07|1|1|1.11|1|1|1.12|1|1|1.16|1|1|1.2|1|1|1.18|1|1|0|1.7|1|0
122-07081|12/31/2021|54|122-07081|3|99998|2|1|1.747|1|10873|1.05|2|2|1.05|2|2|1.05|2|2|1.07|2|2|1.14|2|2|1.13|2|2|1.15|2|2|1.2|2|2|1.2|2|2|0|1.7|1|0
122-07084|12/31/2021|54|122-07084|3|99999|2|1|0.599|1|12600|1.05|1|1|1.07|1|1|1.13|1|1|1.13|1|1|1.13|1|1|1.14|1|1|1.16|1|1|1.2|1|1|1.28|1|1|0|1.7|1|0
122-07083|12/31/2021|54|122-07083|3|99998|2|1|2.214|1|11450|1.15|4|4|1.16|4|5|1.26|4|5|1.21|4|5|1.49|4|6|1.62|4|7|1.96|4|8|1.73|3|6|1.79|4|7|0|1.7|1|0
122N50309|12/31/2021|54|122N50309|3|40753|2|1|0.096|1|3200|1.62|0|1|1.44|0|1|1.38|0|0|1.41|0|0|2.25|0|1|2.0|0|1|2.0|0|1|2.32|0|1|2.17|0|1|0|1.7|1|0
122-04820|12/31/2021|54|122-04820|1|99999|2|1|5.661|1|5800|1.04|5|5|1.03|5|5|1.03|5|5|1.04|5|5|1.11|5|6|1.08|5|5|1.09|5|5|1.17|5|6|1.1|5|6|0|1.7|1|0
122-04821|12/31/2021|54|122-04821|1|99999|2|1|4.806|1|6850|1.07|4|5|1.05|4|4|1.06|4|4|1.07|4|4|1.17|5|6|1.12|5|5|1.12|5|5|1.21|5|6|1.15|5|5|0|1.7|1|0
122-04824|12/31/2021|54|122-04824|1|99999|2|1|4.695|1|3842|1.08|4|5|1.08|4|4|1.07|4|4|1.07|4|4|1.26|4|6|1.25|4|5|1.22|4|5|1.37|4|6|1.28|4|6|0|1.7|1|0
122-04825|12/31/2021|54|122-04825|1|99999|2|1|2.484|1|4798|1.05|2|2|1.04|2|2|1.04|2|2|1.05|2|2|1.14|2|3|1.09|2|2|1.11|2|2|1.19|2|3|1.14|2|3|0|1.7|1|0
122+18255|12/31/2021|54|122+18255|3|40753|2|1|0.945|1|2506|1.26|2|2|1.35|2|3|1.45|2|3|1.32|2|3|2.14|2|4|2.46|2|5|3.1|2|6|2.56|2|5|3.21|2|6|0|1.7|1|0
122-04822|12/31/2021|54|122-04822|1|99999|2|1|7.366|1|7013|1.05|6|7|1.03|6|7|1.04|6|7|1.04|6|7|1.13|7|8|1.1|7|7|1.11|7|8|1.19|7|8|1.13|7|8|0|1.7|1|0
122+18256|12/31/2021|54|122+18256|3|40753|2|1|3.227|1|4026|1.25|6|7|1.27|6|8|1.33|6|8|1.36|6|8|2.01|6|12|2.08|6|13|2.67|6|16|2.87|6|16|2.91|6|18|0|1.7|1|0
122-04823|12/31/2021|54|122-04823|1|99999|2|1|5.294|1|6026|1.09|5|5|1.06|5|5|1.07|5|5|1.09|5|5|1.2|6|7|1.17|5|6|1.16|6|6|1.28|5|7|1.21|6|7|0|1.7|1|0
122+18257|12/31/2021|54|122+18257|3|40753|2|1|0.54|1|3500|1.23|1|1|1.18|1|1|1.21|1|1|1.19|1|1|1.6|1|1|1.48|1|1|1.53|1|1|1.41|1|1|1.41|1|1|0|1.7|1|0
